TIME_25_1;HRR_25_1;TIME_25_2;HRR_25_2;TIME_25_3;HRR_25_3;TIME_50_1;HRR_50_1;TIME_50_2;HRR_50_2;TIME_50_3;HRR_50_3;TIME_75_1;HRR_75_1;TIME_75_2;HRR_75_2;TIME_75_3;HRR_75_3
55.0;-1.03396922318515;55.0;4.0185662327651;55.0;-1.63014818856259;55.0;512.312366041926;55.0;505.786470564286;55.0;544.253137200513;55.0;771.050130144005;55.0;769.832252384063;55.0;764.412452280411
60.0;-0.658155339262451;60.0;6.93422964482003;60.0;-1.68592058216952;60.0;548.573612462208;60.0;524.91760772819;60.0;535.044315748616;60.0;746.356410052129;60.0;787.956353568578;60.0;817.991300370784
65.0;-1.92189726649129;65.0;10.1013417702662;65.0;-1.03774963179618;65.0;536.311838868501;65.0;525.798297627074;65.0;550.752750880532;65.0;779.318267363118;65.0;788.643919188583;65.0;757.64381970911
70.0;-3.28708183426514;70.0;8.00745178670548;70.0;-2.08334181140874;70.0;562.805343002511;70.0;563.014490803416;70.0;583.487764208269;70.0;773.406728834522;70.0;826.954927726076;70.0;782.883697180522
75.0;-1.41255113018084;75.0;10.0573217184928;75.0;-2.93254686215609;75.0;549.083989822303;75.0;569.291020128184;75.0;565.090351686191;75.0;776.725662908387;75.0;788.0340274669;75.0;781.630564500849
80.0;-0.413131438308865;80.0;11.26588595939;80.0;2.39551497562017;80.0;580.682699058141;80.0;580.8092762481;80.0;559.912493093871;80.0;788.330735585986;80.0;804.238883043579;80.0;805.416733843115
85.0;14.7373914820689;85.0;9.62030701642992;85.0;96.5106025038746;85.0;578.042043803563;85.0;560.024693669995;85.0;574.653873301786;85.0;832.559827137147;85.0;830.084494748344;85.0;835.963449811127
90.0;151.905526849173;90.0;11.9460726472114;90.0;215.704028425023;90.0;575.25829656419;90.0;573.101849365408;90.0;574.792426456811;90.0;821.419079399308;90.0;834.851066970765;90.0;809.037732426126
95.0;239.342510290166;95.0;122.422947429402;95.0;259.93352692807;95.0;581.043666892042;95.0;590.379181753888;95.0;615.071329527461;95.0;888.016432993691;95.0;815.327973361056;95.0;809.899154949463
100.0;267.098910899147;100.0;224.981315046881;100.0;286.297365373047;100.0;576.38718097921;100.0;600.626943439573;100.0;592.770288244379;100.0;862.811220306783;100.0;824.899254014978;100.0;852.036361763166
105.0;289.458539651224;105.0;276.627161174263;105.0;302.919691832012;105.0;615.256645745909;105.0;608.667364388537;105.0;602.973264454109;105.0;840.53715422399;105.0;909.480802748605;105.0;826.24647062362
110.0;300.98429659697;110.0;309.325307912624;110.0;304.937617328371;110.0;595.315838506423;110.0;586.703920355813;110.0;621.746674923678;110.0;808.629454437499;110.0;875.826922898367;110.0;862.164803701654
115.0;311.167280876844;115.0;316.077729930181;115.0;310.431935067407;115.0;594.856531988783;115.0;607.561202557501;115.0;627.921550093007;115.0;864.742434117981;115.0;893.582626403984;115.0;856.25871213634
120.0;318.246671459189;120.0;316.303158780282;120.0;313.732826804176;120.0;614.408697586762;120.0;603.247064529044;120.0;643.404643380557;120.0;888.369201035817;120.0;902.98474741225;120.0;876.008606300281
125.0;316.089309688973;125.0;328.610299593083;125.0;308.123060971019;125.0;610.35123707962;125.0;627.10703326825;125.0;616.065237821021;125.0;919.696513182816;125.0;923.459351200456;125.0;937.687886490326
130.0;312.169603193452;130.0;323.962874711709;130.0;319.992127695254;130.0;617.843939889433;130.0;655.689833047153;130.0;654.267849177146;130.0;897.674424953482;130.0;955.262746292755;130.0;976.827720915409
135.0;331.7241635072;135.0;333.65229475125;135.0;326.710445918581;135.0;643.501604141521;135.0;636.9856424101;135.0;656.056444008495;135.0;930.791560957667;135.0;891.831896852856;135.0;970.83724984281
