Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Polyamide PA12;;;;E2A-2;Cable containment;;ISO 5660;TRANSFEU;;TRANSFEU;1;2012-06-20 13:18:17
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;19;733.24;88.9;;;;;26.86;;1071.89;;276.06;0.00943;;2011-06-18;c_EW_E2A-2_2;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s))
0;4.348519294;0.374942476
2;3.326543457;0.117648755
4;2.605048957;0.127972352
6;1.829377162;0.157479927
8;1.522508839;0.305416213
10;1.083867395;0.590419484
12;0.683658689;0.921812791
14;0.880775016;0.825901814
16;3.20347742;0.74703006
18;6.390136079;0.560261251
20;9.805102942;0.482333249
22;13.75622779;0.383160466
24;17.61656538;0.275559177
26;24.96966714;0.364094637
28;33.65329378;0.617390599
30;56.91748016;0.790478437
32;80.62845414;1.148552904
34;104.8108034;1.628096363
36;128.3035914;1.804224741
38;145.8144264;2.017780089
40;163.4109448;2.049070262
42;183.6671326;2.212130007
44;198.7483974;2.370271182
46;211.9248698;2.546542363
48;222.929086;2.453989359
50;227.1433093;2.373385838
52;230.9261784;2.553692591
54;231.6783013;2.687308688
56;231.7264105;2.740511989
58;233.5313806;2.948066306
60;236.1221133;2.964851488
62;237.218402;2.905807389
64;237.5149876;2.886759487
66;239.4108599;2.862085357
68;240.2080022;2.863092483
70;240.6704557;3.132744804
72;243.5590867;3.23538527
74;244.0902364;3.393560434
76;246.2183862;3.321084573
78;248.1132546;3.244697803
80;252.0616403;3.399913358
82;255.5536254;3.419010747
84;259.9218596;3.360943249
86;264.4039657;3.540157417
88;267.0112019;3.734055194
90;272.6864458;3.783934411
92;276.4089324;3.712059346
94;276.1302314;3.653507922
96;274.1062162;3.4417131
98;270.0674635;3.78336668
100;269.8958952;3.867379272
102;271.072737;3.926031045
104;271.2770296;3.831808873
106;271.3615559;3.77158939
108;274.0350951;4.288154137
110;277.0508773;4.721267981
112;295.1119508;5.186193839
114;333.2149215;5.398741391
116;383.3081921;5.285316569
118;439.3551288;5.599062
120;479.4682369;5.937107162
122;520.3904181;6.32815243
124;557.4658279;6.683079832
126;602.464908;7.282642563
128;658.9954001;8.100442176
130;699.3741777;8.262822202
132;721.3501814;8.118424281
134;733.2429842;8.655208887
136;715.4244281;8.185302168
138;686.5049851;7.952163694
140;642.6841197;7.3333352
142;591.3183664;6.624918174
144;547.1115267;6.57587991
146;498.2253771;6.259316099
148;452.9383655;5.887740199
150;427.289297;5.8487983
152;394.1773627;5.330366301
154;367.1598418;5.108823826
156;346.2006784;4.98577882
158;324.2335169;4.927335716
160;303.8447006;4.477830155
162;289.2928545;4.467430627
164;272.4237484;4.611532287
166;255.9391949;4.665132508
168;243.9597077;4.479172186
170;236.5672178;4.146655809
172;224.0720346;4.125883873
174;215.0871824;4.387553842
176;204.1893957;4.408805727
178;199.0958482;4.082524882
180;193.8165638;3.983738681
182;187.0730048;3.695932268
184;179.9795091;4.055584259
186;174.0545851;3.968284506
188;167.7262424;3.615974061
190;162.7581873;3.697073211
192;156.6621596;3.381284018
194;151.7606315;3.528222262
196;146.8519259;3.21873251
198;143.727772;3.231017529
200;139.3162335;3.231841687
202;134.824148;3.14005293
204;131.7817066;2.908050458
206;128.8782432;3.004565259
208;125.7503298;3.055917215
210;123.3023105;2.664484407
212;121.5299025;2.744648982
214;118.5906446;2.516143411
216;116.8849029;2.622857107
218;115.2230323;2.495285871
220;113.1095511;2.512722796
222;111.5405744;2.515802046
