Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PVC wall carpet;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000025_EUREFIC10;;1;2003-08-05 13:25:23
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
25;39;88;3.7;18;12;9.3;4.0;NA;NA;231;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.32; 0.6049; -0.0051; 51.9487
3.378; 0.8756; -0.0044; 104.247
5.46; 0.8662; -0.0109; 107.941
7.518; 1.8909; -0.0017; 112.243
10.098; 3.2008; -0.0069; 219.631
12.12; 4.5763; -0.0039; 192.125
14.46; 5.1997; -0.0007; 196.577
16.518; 5.3917; 0.0034; 173.628
18.582; 6.5832; -0.0015; 140.562
21.12; 5.9245; 0.0034; 17.2211
23.118; 5.7195; 0.0021; -11.6901
25.14; 4.6018; 0.0046; -46.8378
27.198; 2.9972; -0.0014; 26.6221
29.262; 2.4273; 0.0076; 54.3994
31.818; 1.4492; 0.0049; 77.5211
33.798; 1.9922; 0.0256; 153.987
35.82; 28.4386; 0.04; 208.751
38.118; 72.9088; 0.0671; 213.582
40.14; 89.7657; 0.0728; 242.408
42.678; 76.9642; 0.0823; 253.516
44.7; 55.8004; 0.0727; 327.397
46.74; 31.4962; 0.064; 363.332
48.702; 18.75; 0.0387; 435.201
50.742; 12.9996; 0.0333; 537.351
53.322; 8.9052; 0.0277; 670.733
55.302; 7.8805; 0.0266; 691.989
57.36; 5.718; 0.0206; 691.441
