Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Fabric;Interliner;Foam;;F3;Mattresse upholstery;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-11-09 13:10:41
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;;;55.37;;;;23.74;;;;;82.76;;;;F3_2;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);Mass (g)
1020;86.84544599;15.341111
1025;87.29718119;15.148462
1030;86.26530233;14.967663
1035;86.09422306;14.857609
1040;88.39300229;14.743657
1045;86.18885391;14.545076
1050;86.33620159;14.410647
1055;87.02714512;14.252426
1060;84.99078879;14.151291
1065;82.63735751;13.963499
1070;82.56127246;13.822846
1075;84.24963957;13.738058
1080;83.58334745;13.534975
1085;80.01810736;13.347092
1090;81.33322486;13.161019
1095;79.87140466;13.051373
1100;80.14846743;13.022215
1105;79.30418617;12.813752
1110;75.60790539;12.622553
1115;76.3608231;12.622488
1120;76.93441986;12.449164
1125;74.42429938;12.332017
1130;73.74210318;12.224349
1135;73.97112264;12.029365
1140;72.77797924;11.928475
1145;70.41721655;11.813199
1150;69.17720923;11.640207
1155;68.67992604;11.528003
1160;67.58264378;11.328998
1165;67.55529834;11.240295
1170;68.35164947;11.197222
1175;68.54078696;11.125018
1180;67.16180982;10.94463
1185;65.15038557;10.836549
1190;61.86328161;10.724153
1195;61.10019742;10.653872
1200;60.14889708;10.641586
1205;61.67328108;10.435605
1210;61.20088085;10.231689
1215;60.79707871;10.120133
1220;56.92903721;10.027401
1225;54.66292396;10.014768
1230;54.25500994;9.92025
1235;53.61034135;9.660977
1240;51.85217314;9.570507
1245;50.73901627;9.560332
1250;49.49036784;9.449001
1255;50.32683672;9.267902
1260;49.1323941;9.249172
1265;46.32239842;9.158017
1270;44.90775199;9.04691
1275;42.94796086;8.869902
1280;40.57580788;8.920044
1285;41.27201069;8.837872
1290;39.89341549;8.707864
1295;37.04497429;8.70586
1300;33.54636543;8.528119
1305;31.34908577;8.507343
1310;29.55327116;8.440413
1315;26.7718072;8.422243
1320;26.45599394;8.420421
1325;21.05551235;8.330028
1330;17.12490271;8.217385
1335;15.89949558;8.13298
1340;16.40384608;8.112796
1345;17.07919168;8.117173
1350;16.81028647;8.016197
1355;16.65579105;8.021422
1360;16.93259604;7.907636
1365;16.13529757;7.89975
1370;16.54841392;7.822287
1375;18.25131346;7.803549
1380;18.18331151;7.724267
1385;18.25081103;7.622788
1390;18.29498962;7.619368
1395;18.56408711;7.617126
1400;19.32013059;7.430232
1405;17.58584933;7.504237
1410;17.54492236;7.391557
1415;18.02486476;7.342626
1420;17.31895075;7.31355
1425;18.6489975;7.239197
1430;27.78918994;7.309444
1435;22.60233114;7.213234
1440;22.41690278;7.104643
1445;21.66829683;7.113519
1450;22.73178297;7.106809
1455;33.60875322;7.014549
1460;26.44377517;6.928129
1465;19.75202936;6.988545
1470;16.29903922;6.897805
1475;15.94332423;6.883461
1480;15.95099574;6.816628
1485;20.11272519;6.712816
1490;26.09080967;6.711679
1495;31.2795998;6.701059
1500;28.46074191;6.632019
1505;24.28283819;6.5951
1510;23.19870679;6.504921
1515;25.98268958;6.682602
1520;19.55716328;6.628137
1525;16.79682607;6.518693
1530;15.69969703;6.41719
1535;12.8930425;6.339734
1540;14.75825135;6.251103
1545;15.31929861;6.317203
1550;14.06424909;6.228341
1555;12.2222963;6.229062
1560;10.18109496;6.220815
1565;9.100973369;6.133446
1570;9.213592588;6.112586
1575;13.52869287;6.040741
1580;12.18259821;6.027799
1585;10.21878214;6.02956
1590;9.53662201;6.035791
1595;8.812110774;6.019881
1600;7.878256527;6.030232
1605;7.875875145;6.031475
1610;7.930843512;5.936317
1615;7.083816131;5.937155
1620;7.322434765;5.941305
1625;6.743681323;5.824231
1630;9.063669148;5.827564
1635;10.113781;5.824047
1640;9.808049016;5.821203
1645;9.885727795;5.82333
1650;9.206497957;5.734119
1655;9.338053525;5.71698
1660;9.733096202;5.738351
1665;9.801622006;5.648059
1670;9.754761892;5.624477
1675;8.597086956;5.537111
1680;8.707301871;5.534289
1685;7.822049427;5.538666
1690;8.946362432;5.44845
1695;7.320213582;5.536027
1700;9.518962191;5.446099
1705;9.564571458;5.461041
1710;9.37855018;5.443771
1715;9.342306533;5.444914
1720;9.674589092;5.334114
1725;8.946515124;5.336198
1730;8.956655278;5.333582
1735;9.171434364;5.337979
1740;8.79009347;5.334747
1745;7.501857542;5.249685
1750;8.434464985;5.248682
1755;8.443696573;5.329675
1760;7.513876518;5.329431
1765;7.865473476;5.325836
1770;7.94618695;5.326447
1775;7.764170286;5.313562
1780;7.644489612;5.223579
1785;7.593620155;5.290077
1790;7.56641516;5.226729
1795;7.85728899;5.248036
1800;8.161396696;5.220473
1805;8.336096539;5.211333
1810;9.150728345;5.212619
1815;5.721213935;5.209131
1820;5.702960579;5.232635
1825;5.782704837;5.230229
1830;6.954311714;5.222534
1835;7.201485532;5.155482
1840;7.193039664;5.197702
1845;7.619403687;5.037685
1850;6.425937817;5.105721
1855;4.816260669;5.026021
1860;5.865346026;5.020869
1865;6.047099514;5.039394
1870;6.335233765;5.018886
1875;7.384553978;5.016
1880;7.116219498;5.020258
1885;6.884097114;5.014898
1890;5.685164416;5.019253
1895;6.823516105;4.949108
1900;7.984757853;4.941863
1905;8.09313531;4.93517
1910;7.639326868;5.003844
1915;7.025509487;5.011421
1920;6.511521333;4.935708
1925;6.497571669;4.934668
1930;5.902781492;4.847903
1935;6.965773479;4.848396
1940;6.117657847;4.754896
1945;6.891796456;4.73573
1950;6.784396608;4.738574
1955;7.932720361;4.737635
1960;7.855802769;4.738901
1965;7.986514272;4.7342
1970;7.081866103;4.737206
1975;7.329123181;4.73892
1980;7.554633924;4.64685
1985;7.133096431;4.650306
1990;6.013194539;4.73829
1995;5.706967997;4.650551
2000;6.806239022;4.649139
2005;7.561625133;4.6473
2010;8.32749979;4.726746
2015;9.133276946;4.650388
2020;8.524234421;4.533763
2025;7.989015282;4.649916
2030;6.857175484;4.648956
2035;7.137252872;4.626832
2040;7.282182444;4.53787
2045;7.677077454;4.535624
2050;7.547365947;4.533065
2055;7.285033541;4.530099
2060;7.067053622;4.536091
2065;7.022242645;4.53378
2070;8.178392303;4.629938
2075;8.317453892;4.537091
2080;7.41867754;4.458013
2085;7.438202793;4.514649
2090;7.248767872;4.439968
2095;8.356052597;4.439415
2100;7.027718116;4.442503
2105;8.334587608;4.519109
2110;8.40314683;4.354687
2115;7.200589827;4.421379
2120;6.521906344;4.443281
2125;6.725937558;4.442708
2130;7.115787956;4.443547
2135;8.105588701;4.442197
2140;8.032882974;4.442236
2145;8.203847373;4.437456
2150;8.332535278;4.447452
2155;7.509382669;4.353934
2160;6.820512466;4.327368
2165;6.884377423;4.254365
2170;6.681481773;4.256164
2175;6.877679231;4.314781
2180;7.160836833;4.254325
2185;6.400073845;4.333933
2190;6.410103477;4.330927
2195;7.33984416;4.257636
2200;7.208906668;4.310325
2205;8.220169247;4.236357
2210;7.741293256;4.217364
2215;7.258215892;4.254732
2220;6.716948755;4.238793
2225;6.777106353;4.243779
