Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PUR rigid;Plastic faced steel sheet;;;;;;ISO 5660;EUREFIC;CDK09412_EUREFIC9;;1;2003-07-24 12:41:08
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;43;47;7.9;31;29;NA;9.9;NA;NA;566;0.01;79;170
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -0.819447; 0; 0
5; -0.811996; 0; 0
10; -0.815009; 0; 0
15; -5.67997; 0; 0
20; -0.806329; -0.00147908; 0
25; 4.05434; 0.0103536; 143.137
30; 18.5645; 0.00591532; 521.265
35; 37.9085; 0.0266301; 545.147
40; 47.1482; 0.0458613; 541.396
45; 37.0211; 0.0547353; 920.695
50; 18.2983; 0.0547353; 513.593
55; 13.6251; 0.0458613; 659.12
60; 8.84936; 0.0251505; 832.04
65; 8.84304; 0.0162725; 1079.98
70; 8.8533; 0.0192312; 746.106
75; 4.02379; 0.0044398; 3401.4
80; 8.87262; 0.0295883; 336.296
85; 4.03293; 0.0266296; 773.756
90; 8.84311; 0.0281092; 598.165
95; 4.02213; 0.0147929; 1380.62
100; 18.4913; 0.0266301; 943.349
105; 28.0308; 0.0384628; 649.276
110; 32.5672; 0.0251465; 627.889
115; 42.0685; 0.0251505; 467.345
120; 42.03; 0.0355077; 365.659
125; 37.099; 0.0473404; 299.896
130; 41.8666; 0.032545; 505.804
135; 41.9283; 0.0458613; 411.424
140; 41.8061; 0.0458613; 456.129
145; 46.4815; 0.0340246; 607.01
150; 41.8625; 0.0355042; 590.094
155; 46.6407; 0.0355042; 588.515
160; 46.5979; 0.0369832; 510.483
165; 41.7679; 0.023671; 785.993
170; 41.739; 0.0355077; 490.413
175; 41.7737; 0.0473404; 367.61
180; 41.7355; 0.0355042; 488.315
185; 41.8931; 0.0251465; 665.584
190; 37.0783; 0.0251505; 652.35
195; 37.0916; 0.0369873; 404.325
200; 37.043; 0.0369827; 429.212
205; 41.8205; 0.0236715; 618.989
210; 37.2516; 0.0369832; 394.705
215; 37.0105; 0.0384628; 363.681
220; 32.4126; 0.0133138; 1068.1
225; 32.4553; 0.0266296; 530.373
230; 32.5034; 0.0384669; 327.135
235; 37.1384; 0.0251465; 489.496
240; 32.392; 0.0266261; 491.983
245; 32.2655; 0.0266301; 486.932
250; 27.6376; 0.0266296; 485.258
255; 32.1923; 0.0266296; 423.036
260; 27.6389; 0.0266301; 435.058
265; 32.5827; 0.0266256; 438.348
270; 32.3969; 0.0266301; 410.039
275; 27.7599; 0.0281092; 412.042
280; 22.902; 0.0162725; 634.408
