Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Plywood;;;;;;;ISO 5660;EUREFIC;CS000005_EUREFIC2;;1;2003-07-24 15:03:44
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;26;304;80.2;173;170;66.9;12.0;NA;NA;85;0.01;12;600
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.302; -0.5762; 0.0093; -0.7832
3.318; -0.5177; 0.018; -0.4157
5.82; 0.0881; 0.0211; 1.3096
7.818; 0.9367; 0.0297; 4.1295
9.822; 0.3335; 0.029; 10.01
11.82; -0.1957; 0.034; 17.4209
14.058; 0.0205; 0.0289; 32.1164
16.56; 0.7371; 0.0262; 51.088
18.558; 0.5589; 0.0277; 68.6759
20.58; -0.1107; 0.0358; 85.038
22.578; 1.3818; 0.0595; 85.7172
24.582; 18.0253; 0.0827; 80.1132
27.06; 72.2406; 0.1151; 69.6561
29.058; 128.314; 0.1538; 61.3564
31.062; 178.081; 0.1738; 51.2301
33.06; 200.026; 0.182; 54.4334
35.082; 212.245; 0.198; 57.8772
37.8; 221.586; 0.2043; 58.9701
39.798; 224.891; 0.2134; 57.6424
41.802; 232.332; 0.2197; 57.748
43.8; 237.964; 0.2307; 57.3967
45.822; 241.74; 0.2402; 55.9527
48.282; 256.835; 0.2498; 55.2884
50.28; 267.103; 0.2536; 56.1984
52.278; 275.246; 0.2514; 53.7779
54.282; 265.357; 0.2432; 53.4132
56.28; 256.642; 0.2332; 54.516
59.058; 243.979; 0.2191; 56.9215
61.062; 240.374; 0.2027; 57.1334
63.06; 226.932; 0.1931; 59.2682
65.058; 215.598; 0.184; 59.1618
67.062; 202.501; 0.1767; 58.374
69.54; 194.208; 0.1708; 57.1204
71.538; 188.545; 0.1662; 59.3447
73.542; 180.229; 0.1667; 63.2602
75.54; 180.946; 0.1662; 66.9956
77.538; 178.298; 0.1662; 71.0262
80.082; 178.827; 0.169; 75.716
82.302; 178.854; 0.1749; 80.1501
84.3; 184.735; 0.1751; 79.4986
86.298; 189.483; 0.1773; 79.6544
88.302; 189.131; 0.1796; 77.7936
90.762; 188.039; 0.1808; 75.2246
92.76; 187.688; 0.1777; 70.3184
94.758; 186.109; 0.1764; 69.4742
96.738; 184.581; 0.1727; 69.1847
98.742; 184.778; 0.1677; 69.3135
101.178; 185.096; 0.1637; 66.6568
103.182; 181.335; 0.1591; 62.919
105.36; 177.462; 0.1563; 58.2582
107.358; 170.756; 0.1554; 52.3704
109.362; 171.623; 0.1527; 48.6304
111.858; 168.11; 0.15; 49.1248
113.862; 166.997; 0.1496; 52.4175
115.86; 165.992; 0.1496; 56.3019
117.858; 162.151; 0.147; 61.1119
119.88; 159.996; 0.1479; 64.5554
122.382; 157.06; 0.1472; 66.0238
124.398; 155.727; 0.1448; 66.0887
126.618; 152.073; 0.1434; 65.2289
128.64; 151.151; 0.1446; 64.258
130.638; 147.83; 0.1459; 65.2551
133.098; 152.009; 0.1485; 65.8188
135.102; 160.76; 0.15; 65.5852
137.1; 158.897; 0.1524; 67.5745
139.098; 156.813; 0.1533; 68.7734
141.12; 160.327; 0.1524; 67.3408
143.562; 160.824; 0.1519; 67.8143
145.56; 161.238; 0.1527; 68.9252
147.558; 162.507; 0.1504; 68.4733
149.742; 159.166; 0.1494; 67.7416
151.722; 160.319; 0.1487; 66.4363
154.2; 158.782; 0.1466; 65.3576
156.18; 156.944; 0.1439; 65.066
158.16; 153.962; 0.1428; 62.5726
160.182; 152.554; 0.1428; 60.452
162.162; 150.749; 0.1421; 58.3651
164.682; 151.162; 0.1407; 56.5115
166.662; 148.473; 0.1405; 55.1658
168.66; 148.587; 0.1412; 55.8093
170.682; 149.454; 0.1386; 56.1188
172.878; 149.048; 0.1372; 57.5454
175.362; 148.012; 0.138; 57.3201
177.36; 147.74; 0.1379; 57.038
179.358; 147.964; 0.138; 55.0447
181.362; 147.974; 0.1378; 53.4381
183.36; 147.992; 0.1396; 51.1659
185.778; 147.972; 0.14; 50.1465
187.8; 147.662; 0.1415; 49.3644
189.798; 147.69; 0.142; 51.0255
191.802; 148.93; 0.1435; 53.9838
194.022; 146.592; 0.1433; 57.72
196.458; 150.117; 0.1459; 60.1744
198.438; 150.413; 0.1449; 61.9615
200.418; 151.707; 0.1453; 64.193
202.398; 154.137; 0.1468; 65.6801
204.402; 154.544; 0.1467; 67.1124
206.802; 153.618; 0.1437; 68.9551
208.8; 151.585; 0.1429; 70.7288
210.822; 150.533; 0.1414; 70.6272
212.82; 149.613; 0.1384; 68.7827
214.842; 146.705; 0.1359; 66.5732
217.578; 145.465; 0.1332; 64.0371
219.6; 144.791; 0.1304; 60.9934
221.598; 140.43; 0.1292; 57.9935
223.602; 138.072; 0.1272; 55.8465
225.6; 136.875; 0.1263; 52.9045
228.042; 136.582; 0.1256; 50.6208
230.04; 136.438; 0.1251; 49.0318
232.038; 133.659; 0.1224; 47.8321
234.018; 133.458; 0.1219; 47.113
235.998; 131.53; 0.1207; 46.523
238.44; 132.016; 0.1196; 45.7405
240.642; 133.821; 0.1197; 45.3399
242.658; 133.1; 0.121; 44.8785
244.662; 133.24; 0.1218; 45.5855
246.66; 133.142; 0.1229; 47.8188
249.18; 135.86; 0.1243; 49.6842
251.16; 136.48; 0.1252; 50.9599
253.158; 136.484; 0.1269; 52.9113
255.162; 137.7; 0.1278; 53.2281
257.16; 138.368; 0.1291; 54.3305
259.602; 142.845; 0.132; 57.1169
261.84; 144.18; 0.1341; 59.1398
263.838; 147.258; 0.1358; 61.1266
265.86; 149.877; 0.1379; 65.0063
267.9; 151.289; 0.1397; 67.3747
270.36; 155.27; 0.1409; 68.8329
272.358; 157.38; 0.1448; 71.6744
274.362; 161.612; 0.1468; 75.1812
276.36; 164.111; 0.1496; 75.7287
278.358; 166.6; 0.1507; 75.346
280.8; 166.479; 0.1524; 73.4319
282.798; 170.572; 0.1537; 72.2511
285; 172.128; 0.1552; 70.4408
286.98; 172.835; 0.1561; 70.4063
288.96; 175.298; 0.1595; 71.9112
291.402; 182.805; 0.1619; 74.6751
293.4; 188.312; 0.1656; 77.5357
295.398; 188.732; 0.1668; 80.43
297.402; 190.508; 0.1682; 83.1199
299.4; 194.63; 0.1709; 85.5274
301.8; 196.88; 0.1728; 88.2707
303.798; 200.001; 0.1769; 90.5853
305.802; 206.031; 0.1787; 92.8154
307.98; 208.756; 0.1838; 95.541
309.978; 214.486; 0.186; 97.0424
312.48; 215.016; 0.1905; 99.2482
314.478; 220.535; 0.1927; 100.132
316.482; 224.623; 0.1954; 100.952
318.462; 232.764; 0.1999; 101.908
320.46; 233.418; 0.2031; 104.212
322.98; 238.346; 0.2059; 105.118
324.96; 238.062; 0.2119; 108.202
326.94; 245.668; 0.2163; 111.606
329.202; 252.82; 0.2177; 116.627
331.182; 258.157; 0.2223; 120.03
333.618; 265.811; 0.225; 124.281
335.622; 266.638; 0.2281; 127.029
337.62; 270.093; 0.2289; 129.959
339.618; 276.005; 0.2311; 129.83
341.622; 275.981; 0.233; 131.071
344.058; 281.722; 0.2339; 131.19
346.062; 288.367; 0.2331; 130.866
348.06; 287.771; 0.2333; 131.586
350.058; 286.455; 0.2338; 134.578
352.26; 286.412; 0.2333; 135.379
354.762; 292.416; 0.2351; 139.054
356.742; 288.122; 0.2364; 142.682
358.74; 295.875; 0.2374; 146.769
360.738; 298.954; 0.2374; 151.248
362.742; 300.557; 0.2369; 158.322
365.22; 304.12; 0.2369; 161.384
367.242; 304.272; 0.2346; 165.339
369.24; 300.608; 0.2329; 168.264
371.238; 301.245; 0.2325; 171.528
373.242; 301.288; 0.2302; 173.45
375.942; 300.002; 0.2265; 178.287
377.922; 297.296; 0.2234; 184.096
379.902; 294.933; 0.2185; 187.17
381.918; 289.77; 0.2121; 187.387
383.922; 286.471; 0.2057; 189.415
386.4; 283.167; 0.198; 190.414
388.398; 278.499; 0.1866; 191.341
390.402; 266.022; 0.1809; 195.085
392.4; 257.284; 0.1709; 200.056
394.398; 248.977; 0.1632; 206.234
397.182; 238.532; 0.1536; 212.609
399.18; 235.238; 0.1436; 214.165
401.178; 222.305; 0.1368; 213.101
403.182; 212.64; 0.1293; 210.72
405.18; 206.863; 0.1213; 203.177
407.598; 197.944; 0.1139; 192.461
409.62; 190.99; 0.1068; 184.15
411.642; 184.195; 0.1016; 172.206
413.658; 180.213; 0.0964; 159.76
415.68; 176.309; 0.0889; 147.593
418.08; 169.045; 0.084; 139.71
420.3; 161.984; 0.075; 130.629
422.298; 157.331; 0.0706; 120.484
424.302; 151.204; 0.0638; 104.993
426.318; 147.256; 0.0561; 87.7698
428.778; 137.61; 0.0506; 67.8808
430.782; 130.814; 0.0435; 47.6567
432.762; 123.857; 0.0383; 32.5157
434.76; 118.023; 0.0352; 23.2246
436.758; 113.113; 0.0337; 18.1701
439.2; 108.427; 0.031; 14.481
441.198; 105.791; 0.0282; 13.4922
443.382; 101.39; 0.0274; 13.529
445.38; 96.855; 0.0261; 14.1105
447.402; 94.9131; 0.0252; 14.2713
449.82; 91.8515; 0.0252; 13.7777
451.818; 89.4017; 0.0243; 13.2593
