Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Plywood;;;;;;;ISO 5660;EUREFIC;CS000003_EUREFIC2;;1;2003-07-24 15:00:17
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;46;255;74.3;140;132;62.8;11.8;NA;NA;59;0.01;12;600
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.518; 0.0945; 0.0092; -43.3455
3.9; 0.2014; 0.012; -22.3613
5.898; 0.4987; 0.0179; 9.9552
7.92; 0.7527; 0.018; 9.709
9.9; 0.3344; 0.0231; 8.8084
11.898; 0.1785; 0.025; 11.2823
14.658; 0.4573; 0.0222; 13.2498
16.638; 0.1155; 0.0264; 18.5445
18.618; 0.5537; 0.0228; 28.6654
20.598; 0.5434; 0.0205; 44.8488
22.578; 0.7666; 0.0168; 65.0933
24.978; 1.2025; 0.0145; 89.0823
26.982; 1.3837; 0.0131; 123.389
28.998; 1.5714; 0.0134; 162.049
30.978; 1.3376; 0.0149; 190.413
32.982; 0.7131; 0.0158; 216.824
35.46; 0.0472; 0.0208; 231.465
37.602; -0.0392; 0.0236; 224.097
39.6; 0.9477; 0.0307; 203.431
41.598; 1.3549; 0.0458; 171.444
43.602; 22.2501; 0.0656; 129.931
46.038; 74.8351; 0.0866; 93.9834
48.06; 114.906; 0.1185; 67.168
50.04; 158.288; 0.1366; 44.0246
52.038; 174.403; 0.1501; 34.729
54.042; 179.666; 0.1608; 32.4285
56.46; 183.743; 0.1672; 31.2581
58.698; 184.328; 0.1709; 30.2267
60.702; 181.538; 0.1708; 29.4121
62.7; 180.201; 0.1711; 29.4363
64.698; 178.635; 0.1744; 29.3032
67.062; 180.984; 0.1762; 29.5026
69.06; 186.284; 0.1785; 29.7243
71.082; 189.102; 0.1801; 30.2086
73.08; 191.567; 0.1819; 31.1281
75.078; 190.785; 0.1813; 32.8386
77.4; 197.51; 0.1814; 33.759
79.38; 198.688; 0.1814; 34.6164
81.558; 204.228; 0.1807; 34.9963
83.58; 205.687; 0.1804; 34.9583
85.578; 201.274; 0.1765; 33.2258
87.918; 193.964; 0.1698; 31.6717
89.922; 181.206; 0.1612; 30.7144
91.938; 170.658; 0.1558; 29.5332
93.918; 165.077; 0.1494; 28.4917
95.922; 160.428; 0.1447; 28.6526
98.34; 151.982; 0.1414; 30.5598
100.338; 149.241; 0.1373; 32.1101
102.342; 147.8; 0.1358; 34.6999
104.46; 145.951; 0.1331; 35.9216
106.458; 143.674; 0.1331; 37.0136
108.84; 139.997; 0.1333; 36.0503
110.838; 137.686; 0.1322; 35.19
112.842; 135.976; 0.1318; 34.4792
114.84; 134.751; 0.1318; 34.9803
116.82; 135.988; 0.13; 35.4068
119.16; 135.277; 0.1302; 35.956
121.158; 131.952; 0.1302; 35.3166
123.162; 128.012; 0.1299; 34.2166
125.28; 131.819; 0.1297; 32.9028
127.26; 133.634; 0.1281; 32.3978
129.642; 134.456; 0.1256; 31.3012
131.622; 132.974; 0.1243; 30.3993
133.602; 128.499; 0.1229; 27.9977
135.6; 128.042; 0.1204; 24.9682
137.598; 128.001; 0.119; 20.3803
140.022; 127.018; 0.1172; 16.4782
142.02; 127.963; 0.1161; 13.4224
144; 127.132; 0.1165; 12.0476
145.998; 126.299; 0.117; 11.4784
148.158; 125.819; 0.1181; 11.5055
150.582; 127.165; 0.1195; 12.0295
