Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Plywood;;;;;;;ISO 5660;EUREFIC;CS000004_EUREFIC2;;1;2003-07-24 15:02:14
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;56;266;76.6;150;136;64.3;11.9;NA;NA;50;0.01;12;600
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0.96; 1.1586; 1.0506; 4.5019
2.958; 1.6465; 0.4714; -1.0972
5.382; 1.629; 0.2173; -1.9504
7.362; 1.5164; 0.087; -3.0748
9.642; 0.3723; 0.0569; -3.6452
11.64; 0.8486; 0.0361; -4.3052
13.638; 1.559; 0.0309; -4.8438
16.062; 1.8888; 0.0287; -4.4863
18.042; 1.1466; 0.0241; -4.0535
20.022; 0.172; 0.023; -3.1125
22.002; 0.284; 0.0221; -1.6622
23.982; -0.3135; 0.0216; 1.8506
26.382; -0.2181; 0.0203; 5.8506
28.362; -0.3321; 0.023; 12.9787
30.36; 0.4733; 0.0207; 24.2702
32.502; 0.1054; 0.0229; 40.7719
34.482; -0.1106; 0.0262; 59.2282
36.978; -0.9667; 0.0257; 79.1841
39; -0.8156; 0.0292; 99.5409
40.98; -0.9249; 0.0323; 116.857
42.96; -0.0734; 0.0351; 129.399
44.958; 0.1723; 0.0351; 138.213
47.382; 0.3838; 0.039; 148.518
49.38; 0.7759; 0.0418; 147.442
51.36; 0.4433; 0.0489; 141.434
53.622; 8.2011; 0.0697; 121.896
55.602; 38.1818; 0.0892; 99.5335
58.038; 100.026; 0.1145; 72.6724
60.018; 150.799; 0.1486; 54.3514
62.022; 189.014; 0.167; 39.6192
64.038; 203.703; 0.1776; 37.9436
66.042; 213.074; 0.1894; 39.6377
68.502; 219.716; 0.1965; 41.5844
70.482; 225.701; 0.2031; 43.6357
72.462; 231.945; 0.2081; 46.8725
74.46; 235.951; 0.2136; 50.259
76.662; 242.843; 0.2205; 53.815
79.158; 247.092; 0.225; 58.917
81.162; 253.002; 0.23; 64.3296
83.16; 256.431; 0.2271; 65.0362
85.158; 257.501; 0.2217; 64.9313
87.138; 251.811; 0.2117; 63.635
89.58; 239.88; 0.2003; 60.476
91.578; 216.031; 0.1815; 55.4839
93.582; 194.796; 0.1711; 53.2535
95.58; 182.044; 0.16; 51.6203
97.578; 173.796; 0.1504; 48.7759
100.218; 167.455; 0.1424; 46.4826
102.198; 159.844; 0.1382; 44.0594
104.202; 147.066; 0.137; 41.1418
106.218; 149.103; 0.1362; 37.986
108.198; 149.34; 0.1379; 36.1607
110.598; 149.826; 0.1386; 33.8374
112.602; 150.036; 0.1396; 32.7244
114.582; 148.498; 0.1412; 31.8922
116.58; 149.016; 0.1433; 31.4715
118.578; 150.588; 0.1438; 30.7653
121.38; 153.049; 0.1454; 30.5697
123.36; 154.198; 0.1453; 30.3634
125.34; 154.286; 0.146; 31.2933
127.32; 154.2; 0.1456; 31.7257
129.3; 155.592; 0.1448; 32.5604
131.7; 153.08; 0.145; 33.9346
133.68; 152.963; 0.1446; 34.6379
135.678; 154.221; 0.1446; 33.3255
137.682; 151.994; 0.1435; 32.1137
139.68; 151.863; 0.1443; 30.4348
142.158; 153.861; 0.1425; 27.861
144.378; 153.199; 0.1416; 25.7295
146.358; 152.195; 0.1393; 24.9687
148.362; 149.315; 0.1376; 24.4138
150.36; 148.288; 0.1343; 24.1707
152.76; 146.564; 0.1336; 23.8396
154.74; 143.505; 0.1317; 23.6055
156.762; 141.83; 0.1307; 22.8618
158.778; 140.658; 0.1296; 21.7968
160.758; 139.962; 0.1294; 21.6518
163.182; 138.234; 0.1288; 22.2185
165.18; 137.637; 0.1294; 23.3449
167.28; 136.595; 0.1289; 25.0499
169.278; 136.167; 0.1296; 27.4415
171.282; 134.999; 0.1297; 28.7299
173.76; 133.241; 0.1288; 29.9541
175.74; 131.943; 0.1287; 30.303
177.762; 136.653; 0.1288; 30.0522
179.76; 135.482; 0.1298; 29.2675
181.74; 134.632; 0.1286; 28.7456
184.2; 135.779; 0.1293; 27.9853
186.18; 133.523; 0.1282; 27.309
188.478; 130.587; 0.1273; 26.4485
190.458; 127.944; 0.1246; 25.557
192.48; 126.911; 0.1233; 25.0771
194.862; 127.046; 0.1216; 24.31
196.842; 124.755; 0.1177; 23.4991
198.84; 120.826; 0.1164; 22.1961
200.838; 117.426; 0.1134; 20.6359
202.818; 117.22; 0.1137; 18.0768
205.218; 116.585; 0.1107; 16.1971
207.222; 117.215; 0.1107; 13.6842
209.202; 115.654; 0.1094; 12.2939
211.398; 114.266; 0.1096; 11.5821
213.378; 113.394; 0.1091; 11.4655
215.802; 113.706; 0.1105; 11.2413
217.782; 112.583; 0.1101; 11.8667
219.762; 111.058; 0.1097; 12.9027
221.742; 111.87; 0.1099; 13.4741
223.722; 112.286; 0.1079; 14.4558
226.14; 111.975; 0.1065; 15.315
228.138; 112.879; 0.1048; 16.9625
230.142; 111.634; 0.1056; 18.4327
232.158; 112.925; 0.1058; 19.9795
234.342; 113.095; 0.1056; 21.7574
236.76; 111.232; 0.1071; 23.7798
238.74; 110.965; 0.1086; 24.4285
240.72; 111.3; 0.1092; 25.1978
242.718; 111.193; 0.1085; 25.6343
244.722; 111.524; 0.1102; 25.9672
