Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
polyester fabric;;;;IN8-3;Curtain;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-03-17 14:23:53
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
35;127;105.64;5.76;;;1.80;1.63;30.05;;276.35;;14.53;0.0088;Distortion. Melting. End flame at 169s.
;2010-07-23;c_LSFIRE_IN8-3_35a;0.4;;;;;;;;;;;;;;
VectorData
THR (MJ/m2);HRR (kW/m2);Mass (g);SPR (m2/(m2*s))
869;3.172321434;0.18050962;0.145266283
871;3.220531426;0.172099;0.194556029
873;3.181156455;0.17768166;0.216717797
875;3.148941003;0.18611905;0.160836286
877;3.12563252;0.19552339;0.107336432
879;3.153330929;0.18052524;0.077287308
881;3.184709534;0.17798216;0.027997562
883;3.199165698;0.17793976;0.001187688
885;3.18561941;0.14963078;0.105372728
887;3.14092039;0.14008809;0.147087244
889;3.174331014;0.17409687;0.230799509
891;3.171722193;0.13763538;0.251765155
893;3.176069104;0.16833385;0.279077203
895;3.138834305;0.18887226;0.173704476
897;3.150663344;0.1687991;0.13198996
899;3.121131322;0.16029848;0.048277695
901;3.241567719;0.15262238;0.027312048
903;3.131357577;0.21405203;4.21885E-16
905;3.182794778;0.13293526;0.038584257
907;3.149817166;0.13192033;0.10923436
909;3.136507523;0.14300085;0.186409506
911;3.145658344;0.19203865;0.262924829
913;3.185154185;0.18360684;0.281700216
915;3.123068066;0.16690164;0.243115959
917;3.128275345;0.20574704;0.172465856
919;3.152337416;0.18334762;0.09529071
921;3.15393362;0.18433577;0.018775387
923;3.162132851;0.1697296;0.012755819
925;3.14180794;0.19964;0.072550588
927;3.157205741;0.15519075;0.135950436
929;3.186483313;0.19101257;0.157035581
931;3.1769281;0.15433946;0.183086831
933;3.130417059;0.14649972;0.170331012
935;3.181373311;0.19296357;0.110536243
937;3.232207269;0.21043043;0.047136395
939;3.148579691;0.15100385;0.036398652
941;3.150928994;0.13350502;0.039181533
943;3.215856255;0.10833528;0.068128389
945;3.155142931;0.12157842;0.113458807
947;3.169171274;0.16332653;0.153057356
949;3.131753501;0.14789548;0.142709953
951;3.147962722;0.13943131;0.113875822
953;3.192649628;0.17879997;0.084928967
955;3.127624757;0.1880775;0.039598549
957;3.173700609;0.12214371;0.018518057
959;3.177090539;-0.12758699;0.065962992
961;3.120891002;0.12489841;0.096266234
963;3.21388025;0.11985018;0.096266234
965;3.128232866;0.17266765;0.096266234
967;3.213346353;0.16147556;0.077748177
969;3.180786592;0.17832914;0.030303241
971;3.1267926;0.14195766;0.042100783
973;3.152600651;0.10131485;0.122896296
975;3.154940941;0.09693753;0.159644486
977;3.17633867;0.11574213;0.183148437
979;3.173732095;0.11975423;0.183148437
981;3.193845443;0.16335777;0.141047654
983;3.196432112;0.26556262;0.060252141
985;3.16411294;0.1363538;0.023503951
987;3.14496604;0.19435227;4.21885E-16
989;3.176956206;0.11169209;0.039665675
991;3.135137819;0.13537012;0.063658847
993;3.143020999;0.10524253;0.13675918
995;3.184423985;0.12015031;0.155211545
997;3.107288328;0.12721314;0.195598108
999;3.12756001;0.13059673;0.155932433
1001;3.148670503;0.12928539;0.131939261
1003;3.192131969;0.13124644;0.058838928
1005;3.12001882;0.13691947;0.040386563
1007;3.116909571;0.13092363;4.05231E-16
1009;3.223522472;0.12155611;4.05231E-16
1011;3.194612952;0.13172731;4.05231E-16
1013;3.171325187;0.13432841;0.006239514
1015;3.118094424;0.09185137;0.006239514
1017;3.124281133;0.09875057;0.025107821
1019;3.183861067;0.12175768;0.06565702
