Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR Particle board;;;;;;;ISO 5660;EUREFIC;CDK8206_EUREFIC8;;1;2003-08-06 10:13:31
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
75;134;86;30;60;50;NA;6.6;NA;NA;67;0.01;12;754
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -4.23579; -0.0236689; 0
5; 0.83553; 0.0547414; 0
10; 5.7947; 0.0591751; 0
15; 5.76838; 0.109471; 0
20; 5.74443; 0.139059; 0
25; 5.72266; 0.122788; 0
30; 5.69271; 0.124267; 0
35; 10.6127; 0.125751; 0
40; 10.6028; 0.112434; 0
45; 10.6127; 0.127226; 0
50; 10.6703; 0.118349; 0
55; 5.7331; 0.0843216; 0
60; 5.73562; 0.0887639; 0
65; 5.70476; 0.0872843; 0
70; 5.72277; 0.099117; 0
75; 5.71961; 0.100596; 0
80; 5.71429; 0.0769308; 0
85; 10.635; 0.0769308; 0
90; 10.6194; 0.102076; 0
95; 10.6107; 0.0872803; 0
100; 10.6162; 0.0872843; 0
105; 10.6187; 0.10208; 0
110; 10.6185; 0.0754476; 0
115; 15.4797; 0.0887599; 0
120; 25.2627; 0.100597; 0
125; 30.0621; 0.0858048; 0
130; 44.7176; 0.0991211; 0
135; 49.5368; 0.0976374; 143.016
140; 63.355; 0.0976374; 39.8025
145; 63.1353; 0.0991211; 66.3684
150; 58.4657; 0.0858048; 73.7369
155; 62.8944; 0.0976379; 60.6692
160; 67.3509; 0.107991; 69.2614
165; 67.1062; 0.106516; 71.1074
170; 72.1972; 0.106516; 59.5602
175; 71.5986; 0.105036; 75.7847
180; 76.5344; 0.118352; 63.9164
185; 76.5431; 0.105036; 79.1559
190; 81.0086; 0.105036; 75.5796
195; 81.2613; 0.119828; 65.1239
200; 85.8361; 0.0946787; 72.6405
205; 85.3833; 0.0961624; 67.2829
210; 85.2961; 0.109474; 51.5348
215; 80.9168; 0.0976374; 56.2834
220; 81.0151; 0.0858053; 54.2063
225; 75.9633; 0.100597; 32.7628
230; 66.9964; 0.0887599; 28.2132
235; 62.3462; 0.0784063; 29.6658
240; 58.0287; 0.081369; 21.4268
245; 57.843; 0.0695323; 30.0789
250; 58.1222; 0.0710073; 24.8052
255; 53.2761; 0.0710119; 24.308
260; 43.8093; 0.0710119; 17.9656
265; 44.0535; 0.0710078; 14.7395
270; 43.8658; 0.0724874; 19.0327
275; 44.1183; 0.0606547; 28.6814
280; 44.0094; 0.0606542; 33.3412
285; 39.1958; 0.0739706; 16.2665
290; 34.5293; 0.0606542; 31.9487
295; 39.3012; 0.0621338; 39.293
300; 29.7513; 0.0636134; 32.3305
305; 29.7534; 0.0517761; 53.3494
310; 29.7715; 0.0517807; 47.6415
315; 29.7751; 0.0636129; 50.3766
320; 29.8674; 0.0621338; 47
325; 29.6909; 0.0621338; 28.2384
330; 29.8324; 0.0636129; 30.7634
335; 29.6857; 0.0517807; 54.9034
340; 29.7369; 0.0532557; 46.2386
345; 29.6968; 0.0532557; 45.7489
350; 29.7482; 0.0532598; 50.9419
355; 24.8752; 0.0517802; 41.847
360; 29.8507; 0.0636129; 37.4103
365; 34.5764; 0.0636134; 45.8221
370; 34.4407; 0.0517766; 35.3534
375; 34.4216; 0.0517766; 19.2111
380; 34.3398; 0.0636134; 20.6098
385; 39.4157; 0.0621338; 13.4386
390; 34.5084; 0.0636129; 11.5788
395; 39.1809; 0.0517802; 22.5712
400; 34.3959; 0.0517802; 25.132
405; 34.5344; 0.0636129; 32.3074
410; 39.2665; 0.0621338; 20.5427
415; 44.1034; 0.0606547; 20.1575
420; 44.0875; 0.0710078; 24.0256
425; 53.6292; 0.0828446; 16.7905
430; 58.0445; 0.0695328; 35.7522
435; 62.6648; 0.0710073; 43.3053
440; 62.2349; 0.0695323; 47.6631
445; 67.182; 0.0798899; 54.9882
450; 67.0982; 0.091718; 51.1837
455; 66.9973; 0.0784063; 60.7096
460; 71.7843; 0.0798899; 51.1107
465; 71.5439; 0.081365; 45.9461
470; 71.3468; 0.0680491; 46.5531
475; 71.5683; 0.0813655; 34.4237
480; 71.4294; 0.0798859; 6.68935
485; 71.4602; 0.0798859; 12.7089
490; 71.6375; 0.081365; -2.44946
495; 67.0468; 0.0695323; 13.0846
500; 62.4179; 0.0724909; 11.9142
505; 62.2109; 0.0606542; 7.79894
510; 62.3923; 0.0606547; 13.5772
515; 53.3125; 0.0739665; 4.75175
520; 53.1638; 0.0606547; 10.3986
525; 53.3181; 0.0606542; 7.52381
530; 43.5291; 0.0739706; 15.0172
535; 43.8853; 0.0621338; 18.0882
540; 43.9072; 0.0488174; 30.0778
545; 39.3013; 0.0739706; 31.1955
550; 39.0471; 0.0724909; 22.3844
555; 34.4084; 0.0591751; 35.2984
560; 39.2268; 0.0739665; 24.9599
565; 39.2351; 0.0606547; 43.625
570; 44.0328; 0.0606542; 9.59527
575; 44.1816; 0.0724909; 34.926
580; 44.2898; 0.0724909; 47.1674
585; 39.3569; 0.0606542; 65.0415
590; 43.8154; 0.0606547; 53.6327
595; 43.9688; 0.0724869; 54.8652
600; 43.7024; 0.0710119; 52.7663
605; 43.9269; 0.0710119; 57.156
610; 39.2725; 0.0710078; 55.7116
615; 43.9196; 0.0710078; 69.9707
620; 43.8934; 0.0710119; 68.3523
625; 43.9782; 0.0710119; 61.8731
630; 44.0677; 0.0724869; 63.5624
635; 43.9897; 0.0591751; 82.7876
640; 39.1165; 0.0710119; 81.7818
645; 29.6129; 0.082844; 68.7022
650; 24.8472; 0.0710119; 83.8947
655; 24.9489; 0.0591751; 163.85
660; 25.0028; 0.0724869; 180.337
665; 25.0457; 0.714541; 18.391
670; 20.0923; -5.01361; -2.47634
675; 24.9873; -0.375761; -32.8244
680; 25.039; 4.72957; 2.73638
685; 20.1938; -0.116872; -102.077
690; 20.2376; 0.461566; 25.5868
695; 25.0225; 0.0399442; 292.205
700; 25.1831; 0.0606542; 203.964
705; 20.2732; 0.041423; 273.494
710; 25.1321; 0.0458613; 242.162
715; 15.4355; 0.0340243; 324.243
720; 25.19; 0.0325472; 337.622
725; 25.1644; 0.057696; 187.954
730; 20.2365; 0.0429003; 257.01
735; 25.0904; 0.044382; 233.206
740; 20.2933; 0.0458611; 213.552
745; 25.1372; 0.0340263; 281.515
750; 25.097; 0.0355059; 273.456
755; 20.2962; 0.0562136; 171.258
760; 20.323; 0.0355075; 237.364
