Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR Particle board;;;;;;;ISO 5660;EUREFIC;CDK8205_EUREFIC8;;1;2003-08-06 10:12:34
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;272;34;7.2;22;18;NA;4.2;NA;NA;117;0.01;12;754
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; 4.27468; 0.0636058; 0
5; 4.2358; -0.0310628; 0
10; 9.27139; 0.00739848; 0
15; 4.21079; 0.0384623; 0
20; 4.19574; 0.0443822; 0
25; 4.19556; 0.0532557; 0
30; 4.18533; 0.0621338; 0
35; -0.838125; 0.0710119; 0
40; -0.837447; 0.0798854; 0
45; 4.17268; 0.0932022; 0
50; 4.19231; 0.0680491; 0
55; -0.838295; 0.0695282; 0
60; 4.1698; 0.0828486; 0
65; -0.835011; 0.0710114; 0
70; 4.19184; 0.0621338; 0
75; 4.17287; 0.050297; 0
80; 4.17328; 0.0621338; 0
85; 4.17957; 0.0739706; 0
90; 4.19113; 0.0606542; 0
95; 4.17192; 0.0621338; 0
100; 4.17646; 0.0621338; 0
105; 4.17725; 0.0621338; 0
110; 4.17094; 0.0621338; 0
115; 4.18111; 0.0621338; 0
120; 4.16765; 0.0621338; 0
125; 4.18769; 0.0591751; 0
130; 4.18434; 0.0828446; 0
135; 4.16223; 0.0828446; 0
140; 9.18699; 0.0591751; 0
145; 9.1761; 0.0621338; 0
150; 4.18192; 0.0621338; 0
155; 4.1625; 0.0606547; 0
160; 4.17721; 0.0710078; 0
165; 9.18807; 0.081365; 0
170; 9.16146; 0.081369; 0
175; 14.2072; 0.0695323; 0
180; 9.17361; 0.0710073; 0
185; 9.17486; 0.0710119; 0
190; 9.204; 0.0695323; 0
195; 9.16571; 0.081365; 0
200; 9.19412; 0.0813655; 0
205; 14.207; 0.0680491; 0
210; 14.1604; 0.0813655; 0
215; 9.14999; 0.081365; 0
220; 14.1639; 0.0680527; 0
225; 14.1219; 0.081369; 0
230; 14.181; 0.081365; 0
235; 14.1001; 0.0680491; 0
240; 14.18; 0.0813655; 0
245; 14.1975; 0.081365; 0
250; 14.1893; 0.0695323; 0
255; 14.1373; 0.0710119; 0
260; 14.1404; 0.0710073; 0
265; 14.1331; 0.0724915; 0
270; 14.1556; 0.0591751; 230.747
275; 9.18017; 0.0710078; 213.225
280; 14.1321; 0.0828446; 183.594
285; 9.16847; 0.0710114; 220.343
290; 14.1707; 0.0606583; 253.719
295; 9.22842; 0.0606542; 263.788
300; 9.16814; 0.0739665; 201.727
305; 9.19816; 0.0606547; 255.781
310; 4.16338; 0.0621338; 241.975
315; 4.17758; 0.0621338; 254.845
320; 14.1824; 0.0636134; 240.794
325; 14.1885; 0.0517761; 306.026
330; 14.0635; 0.0503011; 145.825
335; 28.8505; 0.0754496; -8.70356
340; 23.9978; 0.0621338; 64.797
345; 23.8716; 0.050297; 88.8214
350; 28.9942; 0.0621338; 76.3599
355; 28.806; 0.0754501; 42.5053
360; 28.7973; 0.050297; 81.1848
365; 28.8306; 0.0532557; 51.6811
370; 33.8728; 0.0532598; 41.4762
375; 28.7292; 0.0517802; 49.8886
380; 33.8471; 0.0650925; 39.8606
385; 28.7852; 0.0517766; 37.7896
390; 28.8706; 0.0532557; 49.8845
395; 28.9403; 0.0532603; 55.6766
400; 28.8702; 0.0532557; 28.7772
405; 33.7441; 0.0547353; 18.7449
410; 28.8262; 0.041423; 54.7341
415; 28.8544; 0.0562185; 36.1271
420; 28.9226; 0.0429026; 61.1378
425; 23.9307; 0.042898; 64.7985
430; 28.9936; 0.0576981; 49.2022
435; 19.0248; 0.0310694; 72.8862
440; 24.012; 0.0443817; 49.6464
445; 23.9792; 0.0562149; 49.5868
450; 18.9831; 0.0443777; 62.2972
455; 19.0121; 0.03107; 118.692
460; 19.0445; 0.0562185; 56.1067
465; 28.9628; 0.0562144; 63.7861
470; 24.0842; 0.0310659; 100.526
475; 19.1223; 0.0458613; 88.356
480; 24.0795; 0.0473404; 88.0853
485; 28.8468; 0.0207123; 190.012
490; 24.0277; 0.0458613; 68.171
495; 19.1048; 0.057694; 73.4145
500; 19.1223; 0.0325455; 125.041
505; 24.1492; 0.0355042; 103.8
510; 19.1212; 0.0562149; 63.8565
515; 24.0847; 0.0355042; 111.562
