Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Alu sheet with primer paint spryed on sound insulation;;;;EX3-1;External body shell, underframe;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-11-09 15:51:55
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;49;82.01;21.82;;;130.4;13.1;14.40;;;;50.8;0.00884;;2011-08-17;BRD6011c2;8;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s));Mass (g)
0;3.26113674840293;0.409478628081709;130.4
2;2.74723158956306;0.403571772023786;130.390581
4;3.37177744736411;0.405412911956167;130.309541
6;3.10248111068227;0.399787778057287;130.21292
8;1.78463863251572;0.417721539731537;130.284855
10;1.91557840284664;0.421038654106141;130.214151
12;0.605310283066307;0.420660957266775;130.285904
14;0.457667547469415;0.410910841680525;130.281447
16;1.03696826155383;0.427506356425032;130.26544
18;0.357679558273943;0.44219923609567;130.194171
20;0.713498679439889;0.476449738301128;130.283603
22;0.85767768411514;0.466909863195946;130.213045
24;0.268268748222246;0.491447177747632;130.285663
26;0.357303017580624;0.538483548092906;130.266714
28;1.19472394333272;0.570294075100428;130.211677
30;1.97292962009017;0.63921472433281;130.165106
32;2.3390053285965;0.616080694511726;130.194555
34;3.51450148726408;0.749386821928397;130.195187
36;4.60722688906225;0.752674337984378;130.086919
38;6.31736418606141;0.755812272319934;130.014168
40;7.6891245605228;0.589098653407627;130.012989
42;8.07869040295383;0.57058334653096;130.064244
44;10.8094822679733;0.80527973159223;129.900152
46;14.7818757449394;0.663422848211295;129.99423
48;23.133032531878;0.532811093285886;129.908294
50;32.7373575267886;0.621384243218822;129.886085
52;40.5616728260167;0.432288958432649;129.712105
54;45.3641720003083;0.436138651701481;129.685771
56;53.3560452102239;0.429849738536145;129.766036
58;60.6507265839877;0.436610009453588;129.685729
60;65.2155193950654;0.439502599352592;129.505968
62;68.9166153703148;0.433195652530095;129.493611
64;73.4571555802741;0.44577031002023;129.312666
66;74.9721092466092;0.428306381102469;129.289509
68;79.074934477575;0.440021628674287;129.19812
70;81.3116550086583;0.450713052427319;129.110353
72;78.3291522003294;0.455199969553423;128.937319
74;80.08803928457;0.462431201346761;128.908255
76;81.2058536532546;0.453701933956124;128.772271
78;82.0086753314941;0.461801260782849;128.682394
80;80.3701168830769;0.465368534753899;128.59873
82;78.7793599163731;0.454007133416437;128.572915
84;78.3260568026549;0.457525786639331;128.484508
86;79.4794195577267;0.483089634931941;128.389264
88;78.2834692830656;0.467344516825356;128.28678
90;77.0179525157577;0.46292918672623;128.201498
92;75.8722187507324;0.443833936169796;128.088711
94;76.3804200818172;0.452727524895149;128.001746
96;75.0097294902331;0.445081992771272;127.980159
98;75.7802183562814;0.460051813922746;127.881198
100;75.2000485350033;0.45289808417859;127.775107
102;74.0454716916663;0.43267488781865;127.683679
104;73.2854828056797;0.41973596867887;127.573654
106;72.8000245487818;0.428333772268185;127.502617
108;72.5662180829334;0.45583724705757;127.483628
110;71.6977180580771;0.435879329999598;127.301137
112;71.858941757735;0.435081653218914;127.282662
114;71.9937530778189;0.469979363953357;127.145386
116;68.0812697530683;0.414815617614507;127.086822
118;68.550420802346;0.426712654192796;126.976796
120;67.344381287161;0.451940894044474;126.974884
122;66.7953078412458;0.456632949363827;126.800285
124;66.7482603296716;0.43374946525792;126.884992
126;64.7919070262787;0.444048510086844;126.708253
128;68.0118764622296;0.442356943694219;126.700837
130;67.3401676761406;0.45312501171573;126.580352
132;65.2826025171119;0.448805511946084;126.508549
134;64.2502545813927;0.428127869139951;126.374409
136;63.6816445171347;0.430078590384948;126.375288
138;62.9276625102044;0.428300798878906;126.303415
140;62.3533500506564;0.429420397660006;126.27886
142;62.1478128116893;0.430479049313358;126.172294
144;60.4553505639943;0.440208421726907;126.167131
146;61.0664863625236;0.401472847043382;126.083817
148;60.3920892050286;0.425965038811008;125.995982
150;61.1440228505969;0.421413045684623;125.883736
152;60.6182365943409;0.415122587047906;125.882429
154;59.0172964298787;0.412432394568399;125.771923
156;59.5614171601008;0.436074610203032;125.674536
158;58.2067206563586;0.412869139756479;125.573959
160;56.8382750681377;0.41604273563718;125.570749
162;56.6326975867851;0.426819825001194;125.484208
164;56.1841459511238;0.41225091039429;125.399885
166;56.2340614783451;0.424024048696665;125.376547
168;57.5438321296346;0.420771880490895;125.308146
170;58.6823054591515;0.426774614786447;125.17269
172;55.9574229298884;0.40413657631588;125.204697
174;56.6832156244805;0.380929110754494;125.159927
176;57.4418093268843;0.412301050010383;125.087731
178;56.5681409211063;0.414260763108688;124.977
180;56.7068790909984;0.436380227171712;124.888021
182;56.0370008197072;0.41905691922468;124.885018
184;54.6467784544632;0.408567335807746;124.707675
186;56.1128167823348;0.413451768504856;124.769271
188;55.7192696221393;0.427972061600614;124.598732
190;55.0404559948153;0.42049537365036;124.575309
192;53.6673325687235;0.412219089204482;124.46213
194;53.8562178429669;0.400587162789582;124.464148
196;53.2997528262929;0.393435495048281;124.395525
198;55.2086635479411;0.415183909937443;124.341777
200;54.5356626341281;0.419882837482849;124.262937
202;53.4196709671813;0.406827963327935;124.172799
204;54.1223260453415;0.420793165138537;124.062888
206;52.9293905611884;0.410986637099811;124.087689
208;52.2419906708933;0.410207650735543;123.975788
210;53.6864438648493;0.431843790745934;123.972896
212;52.8342305775165;0.415931292664113;123.863394
214;52.3716781149312;0.426501455320245;123.793856
216;54.240837753702;0.436739424865359;123.778478
218;53.0242937904484;0.434254543566605;123.690107
220;53.1824191775943;0.437462313796382;123.576409
222;52.5824539436107;0.431709672609295;123.486267
224;54.2042673753078;0.427142110990528;123.463363
226;53.1272639213478;0.423336480588065;123.394898
228;53.9194266777195;0.449543318090826;123.277664
230;53.2718483698777;0.437271632917605;123.286321
232;54.6515255946095;0.460074374244169;123.261118
234;53.0468649732871;0.453394028610511;123.192101
236;54.0153049834852;0.458505265582715;123.147596
238;53.7166771921667;0.465930539853039;122.970608
240;55.0479861638571;0.458560878219863;122.938615
242;53.1413189462436;0.450773553322719;122.859862
244;52.9949701772279;0.452797961901102;122.861349
246;54.4439929321138;0.476583107434234;122.772194
248;53.1005723732983;0.466571574716311;122.769788
250;52.2255037365935;0.458427547168341;122.593379
252;52.919400738368;0.476601424020898;122.594259
254;51.4606214138911;0.449849288989073;122.487079
256;51.7853670928608;0.462728132538499;122.44911
258;51.8112722706084;0.454343616065846;122.378535
260;51.2519443718133;0.455690195956083;122.378376
262;50.441646985439;0.450846332769082;122.266244
264;51.5013474511574;0.468339604529016;122.19649
266;51.4243685891927;0.466349076879505;122.151146
268;51.1047973184907;0.465876195586558;122.085106
270;50.7259945904576;0.456630006601214;122.034562
272;51.7323162115884;0.470282176826887;121.886615
274;51.2305085404985;0.449183568048458;121.974044
276;50.8667327835089;0.470562710531851;121.791731
278;51.0019863902786;0.45324751142034;121.842357
280;51.1521279109861;0.45958022718968;121.686357
282;50.2294809096765;0.444807174708124;121.645547
284;48.4023824258425;0.460218146338205;121.590337
286;48.5339627323038;0.447803550442714;121.568898
288;48.2839895594351;0.446286729034825;121.485229
290;46.7054693162157;0.43851705793732;121.443703
292;47.6534300126009;0.442852168007603;121.393835
294;47.3476881113298;0.449342268089474;121.370622
296;46.7237132402454;0.444284102365003;121.289517
298;47.1563560981424;0.450691641303587;121.326112
300;47.7669717823566;0.457020184537776;121.194207
302;47.4001590130386;0.464306949561183;121.262941
304;47.5359003894398;0.457371523018759;121.175175
306;47.8494529611406;0.450509102482241;121.174831
308;47.6535808214885;0.449697236196438;121.065615
310;46.0408017261329;0.464776012244207;120.999995
312;46.5966687315652;0.42727324782831;120.974282
314;46.3430772931379;0.448815464703523;120.892358
316;46.7906175474533;0.467647361390581;120.977195
318;46.6608777302036;0.467723719041001;120.865645
320;46.0210513105582;0.456982654035121;120.847182
322;45.3227632863548;0.476902181555387;120.794701
324;44.6335426218304;0.467621531601158;120.771332
326;43.3725146989709;0.450029628811973;120.687213
328;43.2768413014956;0.463097309129759;120.659137
330;44.6546307310959;0.465921337827377;120.593409
332;44.2035844790853;0.445965305654389;120.646317
334;45.6789637667771;0.472366936517127;120.485305
336;44.4637755765861;0.460634649680008;120.574283
338;45.0396520437986;0.451904020064159;120.462657
340;45.3507742061966;0.454397417665735;120.433859
342;45.6352395510876;0.463093008359629;120.375472
344;46.6039252888554;0.46299813062681;120.373629
346;47.7617886249161;0.508418621606939;120.267042
348;47.8088507580619;0.485375823351541;120.264168
350;46.4324235938746;0.467887838879201;120.085192
352;44.2522985300926;0.448470884624936;120.151506
