Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Linoleum floor covering 2.5 mm;Minerit board;;;Floor;;;ISO 5660;SP Report 2007:29 The Influence of floor materials on room fires;;;1;2007-06-28 14:15:53
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;27;400;53.6;189.3;130.1;31.8;14.17;9.7;710;187;0.0088;2.5;
VectorData
Time (s);HRR (kW/m2);SEA (m2/kg);MLR (g/s);SPR (m2/s)
406;38.05968959;0;-0.001455;-0.000966035
408;38.87667991;-32.30673234;0.02621175;-0.000846816
410;39.85997338;-7.929047802;0.057864833;-0.000458813
412;39.40071099;-33.23063625;0.016352583;-0.000543407
414;39.43236474;-8.54514886;0.026330583;-0.000224999
416;39.21840475;-1.817481105;0.055961917;-0.00010171
418;39.95841459;-11.7575008;0.034874583;-0.000410038
420;39.70135924;-32.30028738;0.012953542;-0.000418403
422;39.9273598;-79.64583095;0.0099585;-0.000793153
424;39.20033167;-18.54948319;0.034213667;-0.000634646
426;38.04746697;3.996358269;0.059934667;0.00023952
428;38.15958801;-272.1725789;0.00215975;-0.000587825
430;37.6271198;-23.94975269;0.033422625;-0.000800464
432;37.40697032;-12.94697707;0.079952208;-0.001035139
434;37.94852581;-48.09926332;0.005104625;-0.000245529
436;38.02607452;-13.49154088;0.0225405;-0.000304106
438;38.39442411;-24.72002201;0.039049625;-0.000965308
440;39.22482235;-35.42297906;0.025877167;-0.000916646
442;39.93446909;-38.05404347;0.026003417;-0.000989535
444;37.76201928;-9.010844699;0.023710833;-0.000213655
446;37.21392123;-84.78339653;0.0072395;-0.000613789
448;37.58555615;-24.50748265;0.028549083;-0.000699666
450;37.57337421;-15.30596776;0.038694667;-0.000592259
452;38.00579437;-17.14075847;0.057516542;-0.000985877
454;36.9655027;-108.2605824;0.006333083;-0.000685623
456;36.05766876;0;-0.009711625;-0.000835862
458;36.02968771;-18.69137161;0.06256525;-0.00116943
460;36.14860846;6.541207318;0.01902825;0.000124468
462;35.31949666;-47.08799773;0.011630625;-0.000547663
464;34.50240674;-7.255472954;0.029632542;-0.000214998
466;33.51709816;-8.111437768;0.02475925;-0.000200833
468;33.70944536;-13.54884295;0.019874417;-0.000269275
470;33.57579538;-25.71711398;0.039275667;-0.001010057
472;32.36172978;3.02833695;0.042931417;0.000130011
474;32.20895122;-28.93573072;0.023034333;-0.000666515
476;32.40445937;0;-0.00082475;-0.0009379
478;32.01980616;0;-0.016177083;-0.000431075
480;32.95109173;0;-0.004770167;-0.000888159
482;32.9976165;-99.87503309;0.011551083;-0.001153665
484;32.78105272;-22.61425167;0.032400458;-0.000732712
486;32.92893894;-32.89908845;0.029240542;-0.000961987
488;32.80692662;-12.22573789;0.029140875;-0.000356269
490;33.41254344;0;-0.004940083;-0.000812605
492;33.34308954;-131.262172;0.004597375;-0.000603461
494;32.19939841;-13.87027772;0.047699667;-0.000661608
496;33.40204622;-14.22956843;0.026099583;-0.000371386
498;32.31610293;-27.67280655;0.018911708;-0.00052334
500;32.47022531;-11.26923459;0.053003375;-0.000597307
502;31.12874849;-3.995885783;0.074514292;-0.000297751
504;31.07159899;-301.518177;0.002312083;-0.000697135
506;30.74443856;0;-0.006545708;-0.001273939
508;30.19150813;-17.31526085;0.039728333;-0.000687906
510;29.34566429;-9.511301695;0.019282458;-0.000183401
512;29.55606618;-15.71733759;0.02893775;-0.000454824
514;28.18072685;-42.40486273;0.010932833;-0.000463605
516;28.68190261;-52.98720968;0.012170458;-0.000644879
518;29.95966697;0;-0.021134;-0.000508749
520;29.64229777;-12.42071397;0.022950083;-0.000285056
522;30.27397741;-6.415083188;0.060926833;-0.000390851
524;30.90846281;-306.0819633;0.003127542;-0.000957284
526;29.62884911;0;-0.001750375;-0.000214883
528;28.96128947;0;-0.005253625;-0.000998044
530;28.65381332;-22.56333368;0.034727458;-0.000783567
532;28.82194111;-31.97179095;0.015621625;-0.000499451
534;30.28470368;-12.71855766;0.042592792;-0.000541719
536;29.9221949;-3.798761626;0.056579042;-0.00021493
538;29.62021622;-42.17263431;0.00841;-0.000354672
540;30.01674056;-53.54552463;0.019292167;-0.001033009
542;29.44265111;0;-0.008724417;-0.000890004
544;28.76051157;-21.08882565;0.031517208;-0.000664661
546;29.32295114;-28.69641002;0.027850958;-0.000799223
548;29.45477037;0;-0.003528583;-0.000435798
550;29.40590057;0;-0.011251417;-0.000939449
552;28.61481396;4.027449032;0.001914792;7.71E-06
554;27.27869457;-13.46801858;0.057860542;-0.000779267
556;26.58090222;-20.14192748;0.051545875;-0.001038233
558;26.24142033;0;-0.003389;-0.000600811
560;26.51694595;0;-0.029049458;-0.000236134
562;26.10740818;-127.8097639;0.00436875;-0.000558369
564;25.81312392;0;-0.004470875;-0.000760586
566;25.13718951;-7.857128812;0.022609417;-0.000177645
568;26.36128853;-8.070171427;0.055260125;-0.000445959
570;25.73982289;-6.65282059;0.058331875;-0.000388071
572;25.34280048;0;-0.005057667;-0.000833909
574;25.55080753;0;-0.034939917;-0.000902881
576;25.77760951;-33.25026615;0.026844875;-0.000892599
578;26.60862938;-7.328567332;0.058515208;-0.000428833
580;27.00316501;-16.00214207;0.030940208;-0.00049511
582;25.96151428;0;-0.0281095;-0.000497471
584;25.33504479;0;-0.008815917;-0.000912013
586;26.13115747;-19.75908332;0.052654917;-0.001040413
588;24.92390275;-14.80784655;0.0334085;-0.000494708
590;24.50964068;0;-0.000778333;0.000540791
592;23.49232826;0;-0.003229042;-0.001045376
594;23.96209295;-18.58791653;0.022742708;-0.00042274
596;22.91991742;-5.166277335;0.025061083;-0.000129473
598;23.81542894;0;-0.0032695;-5.61E-05
600;23.9882051;-14.98718408;0.050188;-0.000752177
602;23.9764979;-15.55459221;0.05785825;-0.000899961
604;25.32679385;0;-0.029443125;-0.000712326
606;24.44544171;0;-0.000999125;-0.000994362
608;24.00046192;-32.48126923;0.024522375;-0.000796518
610;24.09326248;5.27625969;0.028349875;0.000149581
612;24.30081779;-13.89377209;0.037249542;-0.000517537
614;24.10381219;0;-0.041653917;-0.000461731
616;23.62359529;-36.898176;0.026606958;-0.000981748
618;24.72433369;1.141207524;0.032906542;3.76E-05
620;22.6246742;0;-0.005505333;-0.000411822
622;22.47933845;-28.22762522;0.024517458;-0.00069207
624;22.55521075;0;-0.005703125;-0.000241031
626;22.10736498;-23.31564204;0.031462;-0.000733557
628;23.2625972;-52.45105436;0.028971958;-0.00151961
630;22.47150263;0;-0.002113792;0.00023953
632;23.46789494;0;-0.002782458;0.000284591
634;23.59561721;-27.45204649;0.029010708;-0.000796403
636;22.96759645;0;-0.002861;-0.000456666
638;22.822481;0;-0.001846208;-0.000711751
640;22.38225688;17.56006521;0.02423475;0.000425564
642;22.09574512;-23.00323733;0.02387075;-0.000549105
644;22.05480318;-11.81908638;0.063097958;-0.00074576
646;22.8486341;0;-0.008853333;-0.000380871
648;21.57088298;0;-0.001725833;-0.000380129
650;20.85538573;-29.26172519;0.00431775;-0.000126345
652;20.69623102;0;-0.033255125;7.90E-05
654;20.35028949;-32.59477653;0.029896542;-0.000974471
656;20.71330057;-47.39808845;0.019069958;-0.00090388
658;20.94159519;-0.281815163;0.058779417;-1.66E-05
660;20.23509577;-31.05556674;0.028872333;-0.000896647
662;20.8483281;0;-0.009265;0.000718737
664;20.30553962;-34.86513515;0.024139417;-0.000841624
666;19.58297843;3.262685186;0.031963833;0.000104288
668;19.92557134;0;-0.00410825;-0.000800006
670;20.30202019;0;-0.003228708;0.000199151
672;20.29111881;-3.540329443;0.034299;-0.00012143
674;20.29817428;-50.19878588;0.024069083;-0.001208239
676;21.31356411;0;-0.001944417;-0.000925436
678;21.43787167;0;-0.002299542;-0.000347334
680;18.54705031;11.47419596;0.026103792;0.00029952
682;19.25350167;-16.6569871;0.029192833;-0.000486265
684;18.39057715;0;-0.004552208;-0.000323663
686;17.68121353;0;-0.004281208;-0.000941533
688;19.61398616;7.211923244;0.063476917;0.000457791
690;18.88801842;-30.53431035;0.022206375;-0.000678056
692;18.08267278;0;-0.007512958;-0.000216156
694;19.51360763;-681.5700722;0.001310917;-0.000893482
696;18.91721686;0;-0.001036708;-2.43E-05
698;19.99135773;0;-0.030301625;-0.000878016
700;19.07924038;0;-0.000604875;-0.000989678
702;18.82131458;-10.40641885;0.065298083;-0.000679519
704;19.53104501;-28.10245349;0.029523917;-0.000829694
706;19.34151762;-42.64053491;0.02006025;-0.00085538
708;18.28345592;0;-0.006742208;-0.000800705
710;17.45256629;-189.7846535;0.000505083;-9.59E-05
712;17.09670152;-924.1808731;0.0006025;-0.000556819
714;16.33059177;-26.74454866;0.033846167;-0.0009052
716;17.35718326;-44.08194761;0.018770583;-0.000827444
718;18.10212253;0;-0.008493292;-0.00112452
720;17.38457082;3.972544917;0.03400325;0.000135079
722;17.85860004;31.07641734;0.014522292;0.000451301
724;18.15793861;-23.27276678;0.026373208;-0.000613778
726;17.75228849;-115.7205524;0.002979208;-0.000344756
728;17.44379507;-3046.799811;0.0002175;-0.000662679
730;17.11482331;0;-0.000716708;1.19E-05
732;16.57904447;-743.2406677;0.00200575;-0.001490755
734;17.26672177;-23.00139625;0.028428417;-0.000653893
736;16.96504012;-16.44492169;0.053718792;-0.000883401
738;17.15823195;0;-0.006450625;-0.000624617
740;18.69768657;0;-0.008079208;-0.000935379
742;18.69913523;-62.41731904;0.007310292;-0.000456289
744;18.70366533;0;-0.001547625;-0.000841972
746;18.13120462;-13.15098889;0.058587208;-0.00077048
748;17.20310488;-119.5870841;0.004845292;-0.000579434
