Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PVC wall carpet;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000028_EUREFIC10;;1;2003-08-05 13:30:37
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;22;107;10.8;51;36;15.5;7.0;NA;NA;135;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0.282; 0.5468; -0.968; -0.2833
2.28; 3.1162; -0.4385; -0.6843
4.278; 4.2153; -0.1903; -1.1541
6.858; 4.1524; -0.0855; -4.8549
8.862; 1.8532; -0.0281; -11.7585
11.22; 1.6022; -0.014; -0.469
13.218; 1.7028; -0.0058; 7.868
15.222; 1.7048; 0.0098; 21.1564
17.778; 2.669; 0.0353; 85.3636
19.782; 40.8215; 0.0709; 172.089
21.858; 107.156; 0.0892; 203.926
23.862; 104.645; 0.1102; 230.387
25.878; 94.5562; 0.1218; 299.539
28.422; 94.5629; 0.1188; 345.731
30.42; 100.864; 0.1098; 381.931
32.442; 103.581; 0.1081; 487.606
34.758; 106.552; 0.106; 601.614
36.882; 106.198; 0.101; 656.84
39.402; 103.095; 0.0977; 678.053
41.478; 98.9525; 0.094; 684.575
43.5; 95.0436; 0.0913; 653.648
45.498; 92.2303; 0.0872; 622.66
47.52; 90.6842; 0.0845; 602.774
50.082; 86.9049; 0.0808; 577.204
52.062; 81.7237; 0.0755; 541.424
54.018; 76.0647; 0.0726; 503.749
56.34; 73.0193; 0.0699; 455.914
58.338; 69.6365; 0.066; 408.289
61.002; 66.1773; 0.0625; 367.689
62.982; 64.3742; 0.059; 336.488
64.962; 61.3804; 0.0579; 307.483
67.038; 59.0608; 0.056; 285.126
69.018; 57.7655; 0.054; 255.781
71.58; 55.8237; 0.0532; 234.643
73.578; 54.7258; 0.0517; 215.764
75.6; 54.3153; 0.0502; 199.348
77.658; 54.394; 0.049; 186.275
80.022; 54.2083; 0.0491; 176.259
82.62; 53.5636; 0.0498; 166.449
84.678; 52.453; 0.0498; 161.128
86.682; 55.4989; 0.0502; 160.264
88.68; 57.7991; 0.0514; 158.362
90.678; 57.8021; 0.0524; 157.263
93.258; 57.7714; 0.0514; 154.859
95.262; 55.9678; 0.0516; 152.269
97.242; 54.4481; 0.0515; 144.525
99.258; 52.7009; 0.0494; 137.693
101.298; 52.3991; 0.0502; 133.527
104.142; 51.5128; 0.0492; 130.81
106.2; 51.0112; 0.0485; 123.962
108.198; 48.9745; 0.0483; 119.868
110.262; 47.5119; 0.049; 114.969
112.26; 46.9702; 0.0467; 109.83
114.822; 45.7487; 0.0484; 102.553
116.922; 44.3556; 0.0482; 96.7736
118.92; 43.7528; 0.0481; 90.4182
120.918; 41.1284; 0.0475; 85.2628
122.94; 40.6145; 0.0475; 77.7339
125.778; 39.9912; 0.0463; 72.0982
