Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PUR rigid;Plastic faced steel sheet;;;;;;ISO 5660;EUREFIC;CDK09409_EUREFIC9;;1;2003-07-24 12:39:39
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;24;89;15.3;59;54;NA;11.8;NA;NA;679;0.01;79;170
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -2.04433; -0.0591695; 0
5; -2.01459; -0.0355057; 0
10; -2.01024; 0.0118368; 218.467
15; 36.4406; 0.0192312; 40.1445
20; 88.6153; 0.0118342; 33.7158
25; 88.0205; 0.0532598; 869.529
30; 62.6887; 0.0961604; 612.595
35; 35.5642; 0.0858032; 397.038
40; 16.9744; 0.0295863; 889.727
45; 12.2851; 0.0236715; 1026.67
50; 12.271; 0.0384628; 616.9
55; 7.55536; 0.0207082; 1056.65
60; 31.4719; 0.0591777; 479.712
65; 41.0627; 0.0443817; 799.018
70; 54.4594; 0.0310654; 679.403
75; 58.9515; 0.0562185; 468.296
80; 63.309; 0.0532598; 472.217
85; 62.9733; 0.0532557; 563.705
90; 63.1549; 0.0532557; 613.961
95; 62.895; 0.0532603; 729.339
100; 67.9819; 0.0517761; 811.632
105; 67.8975; 0.0650925; 661.052
110; 67.5356; 0.0517807; 848.923
115; 67.5893; 0.050297; 890.408
120; 67.3857; 0.0769251; 595.037
125; 72.0573; 0.0503011; 922.485
130; 71.899; 0.0503011; 882.437
135; 67.5171; 0.0769251; 586.437
140; 72.0682; 0.0517766; 902.022
145; 72.0567; 0.041423; 984.915
150; 71.9497; 0.0547389; 756.971
155; 76.6188; 0.0517802; 813.716
160; 72.0535; 0.0636129; 652.663
165; 76.9333; 0.0636134; 613.831
170; 72.2082; 0.0517766; 718.707
175; 67.5823; 0.0532557; 692.971
180; 67.3584; 0.0547394; 640.955
185; 62.8449; 0.0443817; 747.271
190; 63.3184; 0.0310659; 996.756
195; 63.1617; 0.057694; 506.666
200; 67.7459; 0.0443817; 626.944
205; 63.0369; 0.032549; 835.871
210; 58.7068; 0.0473404; 531.056
215; 58.9992; 0.032545; 804.898
220; 58.521; 0.0443822; 583.265
225; 58.6621; 0.0562144; 436.641
230; 58.6682; 0.0458613; 527.789
235; 53.9817; 0.0236715; 975.188
240; 58.7236; 0.0251465; 869.843
245; 54.0878; 0.0369832; 560.392
250; 54.0843; 0.0355077; 560.865
255; 49.5611; 0.0369873; 495.957
260; 54.2899; 0.0251465; 657.766
265; 40.1484; 0.0251465; 572.092
270; 40.1408; 0.039946; 359.856
275; 35.4654; 0.0162766; 787.582
