Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Wool carpet "Velcro";Glue;Plywood;;IN16-4;Floor composite;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-03-17 14:53:59
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;32;133.64;21.73;;;125.96;29.82;6.39;;1818.34;;52.69;0.0088;Distortion of the surface. End flame at 89s. 2nd ignition at 216s. End flame at 765s.
;2010-08-05;c_LSFIRE_IN16-4_25c;24;24;;;;;;;;;;12.46;;;
VectorData
THR (MJ/m2);HRR (kW/m2);Mass (g);SPR (m2/(m2*s))
1;4.154931414;125.96;0.66034071
3;3.624949391;125.8862932;0.599825812
5;4.053732508;125.8462494;0.518819279
7;4.268703185;125.873772;0.503802543
9;4.39898639;125.8576514;0.544239141
11;3.992892901;125.919212;0.644297765
13;3.157995294;125.855353;0.83239558
15;2.085669287;125.8057211;1.10285962
17;1.47848579;125.7360068;1.301374587
19;1.11409173;125.7340233;1.481579948
21;1.465424928;125.7133363;1.620777447
23;2.300934291;125.7318584;1.667317528
25;2.725337459;125.687187;1.727855267
27;2.923158009;125.6716361;1.841812541
29;-0.158648604;125.6667718;1.647437582
31;-5.667860062;125.6234259;1.53864199
33;11.92803575;125.5751556;1.595387658
35;52.04513278;125.3743176;1.532667146
37;86.33234363;125.154602;1.272253352
39;111.993708;124.9945466;1.327728487
41;124.3854879;124.8652808;1.327988136
43;133.6413824;124.8291082;1.109160884
45;131.8338325;124.694627;1.030117364
47;133.3268219;124.5539937;1.113432945
49;130.7703571;124.4635871;1.146690513
51;124.8588401;124.2908898;1.138902712
53;119.3825209;124.171902;1.164962904
55;110.4322344;124.0553084;1.023920561
57;99.5221948;124.0303741;0.849027824
59;90.50942273;124.0435006;0.767898921
61;81.31485926;123.9560498;0.654366335
63;72.1402155;123.7618611;0.650855862
65;63.4878957;123.8925791;0.705940153
67;54.18700507;123.8487672;0.720129076
69;47.51034708;123.6308538;0.68978164
71;41.06274149;123.6472941;0.662296747
73;35.33668924;122.9061334;0.553375911
75;30.91184048;123.5431009;0.486643877
77;27.53311244;123.579291;0.548795464
79;23.30765753;123.579291;0.672901832
81;19.68070315;123.4186132;0.80725539
83;16.62321238;123.4726308;0.904092307
85;14.11232305;121.8456745;1.001376399
87;11.67139298;123.440554;0.989910014
89;10.64889084;123.4410375;0.891845975
91;9.178271299;123.4398024;0.88503648
93;8.244003813;123.3138456;0.941116483
95;6.867688842;123.5623539;0.954084629
97;5.160941525;123.4449008;1.039978915
99;4.282178084;123.4449008;1.13785238
101;3.700692486;123.3337943;1.13369282
103;3.113642757;123.2852517;1.058645128
105;2.518855106;123.3338677;0.956164757
107;2.296196576;123.2017716;0.845099155
109;1.571046587;123.3106222;0.735756533
111;0.852178826;123.3196913;0.734483058
113;1.265315887;122.9724514;0.802904428
115;0.397731396;123.1512455;0.921853968
117;0.210540198;123.1872973;0.955502712
119;0.687798879;123.1102937;0.991252296
121;1.116370874;123.0706473;0.912262376
123;0.892415551;123.014634;0.800161979
125;0.697414186;122.7933158;0.714348188
127;0.572250589;123.1091017;0.70636774
129;0.543043133;123.0960183;0.744510688
131;0.719624335;123.0760999;0.840911529
133;0.580953275;122.8875543;0.908016983
135;0.533178602;122.8875543;0.915573558
137;0.710244203;123.0061739;0.896628208
139;0.573002349;122.9500138;0.824124731
141;0.539901438;122.9887831;0.705934743
143;0.712697229;122.9546542;0.707575043
145;0.581171693;122.9453085;0.783653754
147;0.534581855;122.9453085;0.871325517
149;0.725015858;122.9217481;0.951942821
151;0.573180769;122.8078034;1.028788663
153;0.546861855;122.8078034;0.990419798
155;0.71556149;122.8300027;0.829162441
157;0.589611323;122.8065763;0.739672323
159;0.529590084;122.7742745;0.632491706
161;0.709572334;122.7829723;0.579100548
163;0.570221844;122.731902;0.617779939
165;0.534484863;122.6832078;0.788883506
167;0.704917537;122.3900456;0.822421846
169;0.577944023;122.6795051;0.876311819
171;0.529264651;122.5689604;0.915936982
173;0.727191849;122.3673793;0.850246658
