Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Textile wall covering;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000023_EUREFIC3;;1;2003-08-05 13:19:58
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;25;163;8.5;46;NA;11.4;7.4;NA;NA;25;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.86; 0.6825; -26.9377; 0.0065
3.858; 0.5898; -13.6966; 0.01
6.402; 0.1973; -5.5313; -0.0745
8.418; 0.3775; -1.6762; -0.3591
10.698; 0.5795; -0.7816; -2.4921
12.702; 0.3394; -0.3235; -13.5884
14.7; 0.8192; -0.1192; 483.186
17.178; 0.7794; -0.0436; 558.126
19.158; 0.5424; 0.0015; 596.738
21.138; 1.0641; 0.0143; 617.156
23.142; -0.054; 0.0403; 634.048
25.14; -3.7384; 0.0584; 139.114
27.642; 13.5852; 0.0761; 65.4224
29.7; 42.4444; 0.1029; 28.3939
31.698; 72.76; 0.1157; 12.6214
33.882; 109.776; 0.1256; 10.8741
35.862; 125.465; 0.1281; 17.9086
38.4; 138.069; 0.1316; 29.8786
40.38; 150.157; 0.1295; 45.6155
42.36; 159.847; 0.126; 63.0839
44.34; 163.146; 0.1194; 80.8326
46.338; 158.018; 0.1145; 95.963
48.858; 151.609; 0.1107; 104.5
50.862; 145.129; 0.1073; 105.565
52.86; 140.922; 0.1042; 99.6279
55.08; 135.635; 0.1044; 87.6159
57.06; 131.012; 0.1003; 70.3585
59.562; 124.632; 0.0972; 52.7512
61.542; 119.599; 0.0924; 37.077
63.54; 114.528; 0.0883; 23.9973
65.52; 104.855; 0.0814; 17.0581
67.482; 97.225; 0.0764; 25.909
70.002; 88.5078; 0.0715; 39.7037
71.982; 78.2021; 0.0657; 57.6886
73.98; 63.4968; 0.0653; 74.3845
76.002; 51.4723; 0.062; 87.0533
78.222; 44.7565; 0.0621; 84.4258
80.658; 39.4011; 0.0602; 76.2949
82.662; 35.5842; 0.0598; 64.2275
84.642; 32.3123; 0.0593; 53.39
86.682; 29.674; 0.0601; 43.3635
88.662; 28.857; 0.0578; 34.7181
91.14; 28.3162; 0.058; 28.5459
93.162; 26.798; 0.0574; 23.6133
95.142; 26.2104; 0.057; 19.9511
97.14; 25.7317; 0.0562; 17.3619
99.138; 26.4357; 0.0552; 15.1613
101.922; 26.331; 0.0552; 13.7363
103.92; 25.6772; 0.0534; 12.1278
105.918; 25.3803; 0.0533; 10.6852
107.922; 24.6091; 0.0532; 9.8149
109.92; 23.6927; 0.0532; 9.2628
112.422; 23.2957; 0.0527; 8.7679
114.438; 23.5409; 0.0537; 8.6849
116.442; 24.031; 0.0527; 8.7895
118.44; 23.6377; 0.0528; 7.9666
120.438; 23.2702; 0.0522; 7.4332
123.222; 22.622; 0.0523; 6.8717
125.22; 22.6463; 0.0509; 6.385
127.26; 22.3149; 0.0513; 5.5363
129.24; 22.0934; 0.0509; 4.7426
131.238; 22.9368; 0.052; 4.2327
133.698; 23.6925; 0.0504; 3.5962
135.678; 23.8841; 0.0523; 2.6116
137.682; 23.7006; 0.0503; 2.3482
139.698; 21.5485; 0.0496; 2.0478
141.702; 21.5582; 0.0496; 2.0473
144.198; 21.0445; 0.0506; 1.8696
146.418; 20.9834; 0.0497; 2.4126
148.422; 20.4993; 0.0504; 2.4729
150.42; 20.1653; 0.0492; 2.7028
152.418; 20.3029; 0.0474; 2.671
154.92; 20.7666; 0.0479; 3.0966
156.918; 19.9421; 0.045; 3.3213
158.922; 18.6089; 0.0449; 3.2059
160.902; 20.1693; 0.0454; 3.235
162.858; 19.9333; 0.0458; 3.1353
165.522; 20.125; 0.0429; 2.6095
167.502; 18.8049; 0.0451; 2.214
169.722; 18.635; 0.0445; 1.8145
171.72; 18.0536; 0.0458; 1.9895
173.7; 17.9123; 0.0441; 1.7749
176.22; 18.352; 0.0459; 1.7833
178.2; 17.6362; 0.0453; 1.1679
180.198; 17.398; 0.0448; 0.8302
182.202; 17.3894; 0.0429; 0.4619
184.2; 17.2725; 0.0457; 0.3562
186.642; 17.0774; 0.0438; 0.0731
188.64; 17.1248; 0.044; 0.3699
190.902; 16.2301; 0.045; 0.5349
192.9; 14.1109; 0.0448; 0.2979
194.88; 14.0981; 0.0416; 0.0163
197.34; 14.3309; 0.0422; 0.0761
199.398; 13.6157; 0.0404; -0.8503
201.378; 13.3452; 0.0394; -1.7308
203.34; 12.1288; 0.0397; -2.0939
