Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PVC wall carpet;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000029_EUREFIC10;;1;2003-08-05 13:32:11
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;14;137;15.7;63;46;21.6;7.3;NA;NA;133;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.002; -0.1336; -0.0027; 35.1369
3.138; -0.5302; 0.0025; 49.9823
5.922; -0.4201; 0.0041; 69.4206
8.022; -0.7701; 0.0189; 144.582
10.26; 1.8234; 0.0504; 154.414
12.48; 47.9976; 0.084; 151.844
15.342; 113.921; 0.1154; 222.334
17.538; 128.195; 0.1561; 372.699
19.542; 137.13; 0.1646; 516.97
22.02; 133.323; 0.1559; 587.947
24.12; 130.287; 0.152; 717.843
27.258; 133.796; 0.1491; 793.069
29.358; 130.654; 0.1287; 783.684
31.8; 122.047; 0.126; 768.582
33.858; 118.435; 0.1201; 743.198
36.822; 107.687; 0.1158; 675.255
39.282; 96.0689; 0.0991; 620.825
41.682; 93.5637; 0.0965; 562.295
43.8; 90.5229; 0.0931; 522.082
46.422; 90.7779; 0.0915; 498.066
48.582; 89.7378; 0.0893; 484.356
50.58; 88.0518; 0.0895; 474.77
53.1; 85.245; 0.0885; 483.602
55.14; 86.0877; 0.0886; 486.921
58.218; 86.5937; 0.0892; 481.345
60.342; 86.3641; 0.0813; 472.639
62.538; 84.9885; 0.0808; 456.334
64.98; 85.0913; 0.0798; 432.702
67.602; 78.6976; 0.076; 394.19
69.822; 77.0834; 0.0718; 358.154
72.12; 74.2898; 0.0717; 328.723
74.34; 70.4719; 0.07; 305.806
77.178; 68.253; 0.0672; 285.005
79.482; 65.8034; 0.0699; 271.71
81.48; 63.4615; 0.0659; 260.72
84.06; 62.4625; 0.0655; 251.97
86.142; 62.0059; 0.066; 251.49
89.202; 62.1047; 0.0681; 240.958
91.578; 60.7716; 0.0627; 230.317
93.78; 58.6449; 0.0655; 219.155
95.88; 58.4514; 0.0649; 208.909
98.64; 56.6844; 0.065; 193.795
100.782; 55.8939; 0.0644; 185.136
103.038; 54.7365; 0.0646; 176.008
105.162; 54.948; 0.0643; 165.041
107.16; 53.2078; 0.0657; 155.118
110.262; 53.5169; 0.0699; 143.614
112.32; 51.2054; 0.0666; 131.501
114.942; 51.0955; 0.0696; 120.309
117.018; 49.7218; 0.0713; 113.01
119.838; 48.9796; 0.0736; 102.67
121.98; 47.0165; 0.0688; 95.6733
124.422; 45.6644; 0.0693; 91.9932
126.558; 45.2106; 0.0685; 89.4611
129.3; 45.834; 0.0669; 87.1831
131.538; 44.6958; 0.0661; 82.8576
133.542; 44.8034; 0.066; 77.8099
135.858; 44.0128; 0.067; 72.8931
137.94; 44.2573; 0.067; 69.0239
141.36; 43.4774; 0.0712; 64.2329
143.358; 41.4815; 0.067; 62.6474
145.62; 40.488; 0.0671; 62.0132
147.738; 40.0114; 0.0675; 61.3118
150.438; 40.365; 0.0656; 59.659
152.58; 40.0522; 0.0611; 58.295
154.938; 39.2015; 0.0632; 56.3673
157.098; 39.0654; 0.0634; 54.1841
159.48; 38.1773; 0.0626; 52.3758
162.162; 38.9219; 0.0665; 50.5168
164.262; 38.2752; 0.0643; 48.0376
166.842; 38.6527; 0.0626; 46.8713
168.882; 38.5852; 0.0655; 45.9232
171.738; 38.2453; 0.0674; 45.7832
174.042; 37.226; 0.0615; 44.7885
176.28; 36.2502; 0.062; 45.2962
179.28; 34.3583; 0.0634; 44.2202
182.718; 33.7092; 0.058; 42.2759
185.538; 34.0317; 0.0554; 40.6969
188.52; 34.3108; 0.0549; 39.2403
191.76; 34.8368; 0.0562; 36.6267
194.898; 33.7741; 0.0519; 34.8423
198.3; 33.8425; 0.052; 33.0903
200.382; 33.5382; 0.0513; 30.5294
202.842; 33.8454; 0.0527; 28.4073
204.978; 32.32; 0.0538; 26.9876
206.982; 32.1322; 0.0528; 26.3519
209.262; 31.4293; 0.0518; 24.4959
211.242; 31.7408; 0.0526; 23.2743
214.14; 32.107; 0.0534; 22.4423
216.222; 30.9601; 0.0482; 21.0437
218.238; 30.3285; 0.0496; 19.7284
220.68; 29.9221; 0.0497; 19.5068
223.242; 29.4708; 0.0482; 19.1989
225.48; 29.3365; 0.0476; 19.5354
227.538; 28.4698; 0.0464; 19.8809
229.86; 29.4381; 0.0479; 19.6355
231.858; 28.7132; 0.0473; 19.595
234.72; 28.3177; 0.0458; 19.3162
236.718; 27.5513; 0.0451; 18.2495
238.722; 26.7817; 0.0456; 17.5492
240.798; 26.5894; 0.0438; 17.1219
242.862; 26.7777; 0.0444; 17.0204
245.76; 25.8853; 0.0436; 16.6036
247.758; 25.8846; 0.0422; 16.3362
250.02; 25.8358; 0.0432; 16.7488
252.078; 25.8755; 0.0432; 16.4383
254.58; 25.7757; 0.0412; 15.7234
256.818; 25.0527; 0.0449; 15.8933
258.822; 23.7617; 0.0427; 17.4283
261.078; 23.3201; 0.0409; 18.613
263.1; 20.7519; 0.0414; 21.2392
266.022; 20.6046; 0.0441; 23.4296
268.338; 19.438; 0.0379; 24.6072
270.318; 18.4445; 0.0392; 24.725
272.418; 18.0964; 0.0402; 24.6434
274.902; 17.1564; 0.0384; 23.3529
277.098; 17.6454; 0.039; 22.9381
279.12; 17.9374; 0.0389; 22.909
281.1; 17.8849; 0.0387; 22.9667
283.26; 17.1358; 0.0384; 22.5337
285.78; 17.5654; 0.039; 22.5918
287.778; 17.2706; 0.0365; 22.0039
289.782; 17.2684; 0.039; 21.2584
292.062; 16.7938; 0.0384; 20.1994
294.222; 16.8818; 0.0391; 19.9767
296.28; 15.6551; 0.04; 19.8628
298.578; 16.5055; 0.0376; 20.1433
300.642; 17.2491; 0.0373; 21.0955
302.682; 15.8744; 0.0369; 21.8379
305.262; 16.4334; 0.0363; 22.3059
307.278; 16.6316; 0.0358; 22.7407
309.582; 15.9494; 0.0358; 22.9909
311.58; 15.8891; 0.0348; 22.6242
313.62; 15.5907; 0.0361; 23.0739
316.542; 15.8008; 0.036; 22.7587
318.582; 15.8094; 0.034; 22.178
320.742; 16.1585; 0.0332; 21.6052
322.758; 17.2896; 0.0333; 21.1502
325.602; 16.0856; 0.0328; 20.523
327.66; 15.9688; 0.0355; 20.0571
329.658; 15.356; 0.0339; 19.5351
331.86; 15.3266; 0.0366; 19.1189
333.882; 15.3508; 0.0358; 19.6166
336.498; 15.5154; 0.0347; 19.6954
338.802; 14.5143; 0.0318; 20.3771
341.082; 15.1292; 0.0336; 21.0031
343.08; 15.4126; 0.0314; 21.2665
345.54; 14.8984; 0.0319; 21.1761
347.718; 15.0303; 0.0346; 21.453
349.782; 14.8818; 0.0323; 21.1317
352.038; 14.8134; 0.0316; 21.0168
