Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
polyester fabric;;;;IN8-3;Curtain;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-03-17 14:29:30
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
35;69;65.50;6.27;;;1.81;1.60;34.72;;320.19;;16.98;0.0088;Distortion. Melting. End flame at 120s.;2010-07-23;c_LSFIRE_IN8-3_35c;0.4;;;;;;;;;;;;;;
VectorData
THR (MJ/m2);HRR (kW/m2);Mass (g);SPR (m2/(m2*s))
1;6.491511469;1.81;0.2151179
3;5.095261678;1.75149879;0.224284725
5;4.044651663;1.73815471;0.257182434
7;3.993376308;1.74601125;0.231569055
9;4.005927597;1.73526065;0.243558837
11;4.029060633;1.79096387;0.167826582
13;4.042663504;1.83549942;0.118707849
15;3.997510601;1.75349407;0.045858233
17;3.977901923;1.75687197;0.031519704
19;3.871572835;1.72538333;1.66533E-17
21;3.950545677;1.72271417;1.66533E-17
23;4.008349125;1.7610717;0.034874706
25;3.962246876;1.69754255;0.0658444
27;4.008596822;1.84282833;0.113752463
29;3.980233384;1.72717963;0.176275627
31;4.043293521;1.72583272;0.247576233
33;3.93144776;1.74398409;0.212701527
35;3.994563463;1.72920381;0.186160002
37;3.917975458;1.74599807;0.138251939
39;3.94293507;1.75865892;0.075728776
41;3.999136289;1.80694097;0.004428169
43;4.020897696;1.72445902;0.004428169
45;4.015026984;1.71445755;0.000877744
47;3.993166958;1.71897148;0.095885208
49;3.941102238;1.67815269;0.230159508
51;4.021541887;1.69679767;0.292564235
53;4.013394942;1.6814226;0.373010031
55;3.98265482;1.74633012;0.412723694
57;4.009959979;1.77316326;0.335387351
59;3.981645899;1.703718;0.219696977
61;3.969116211;1.73833498;0.15729225
63;4.016479334;1.72622386;0.185668347
65;4.005609036;1.63731179;0.222064908
67;3.827906099;1.72155816;0.323215495
69;1.864529039;1.63619319;0.982502643
71;-1.307205331;1.64633965;1.623785522
73;5.422257852;1.67311327;2.376626463
75;15.0329664;1.58704722;3.143325513
77;22.01147934;1.61107642;4.384239601
79;28.84429778;1.60138234;4.945817462
81;36.49014053;1.45476029;5.520705111
83;41.85009917;1.31198848;5.775625305
85;47.48997326;1.33185282;6.167640131
87;54.3976203;1.25190951;5.715842441
89;60.48761372;1.17428671;5.497727165
91;62.8157751;1.10436868;5.685668655
93;64.11932429;0.98507635;5.748233472
95;65.49996167;0.90936975;5.213639572
97;63.84996305;0.86044146;4.767798796
99;57.41437291;0.78055256;3.962211769
101;47.48965948;0.68516827;2.6735309
103;39.5776148;0.76424171;1.494383054
105;31.76666181;0.78411923;0.79327511
107;24.77715149;0.77140354;0.331177779
109;20.06006317;0.76772888;0.115431148
111;16.28445207;0.73097802;0.000769123
113;13.81815394;0.74105857;0.025241929
115;11.51293149;0.76027709;0.104818829
117;9.689473756;0.73319566;0.181349367
119;8.329934247;0.80082803;0.286018966
121;6.618248397;0.71053801;0.310582517
123;5.596274982;0.75742937;0.286109711
125;4.887988847;0.74739686;0.206532811
127;3.884319846;0.74461716;0.13609754
129;3.983555868;0.70071681;0.034009425
131;3.876732872;0.82218043;0.083473876
133;3.866681696;0.71124548;0.125842847
135;3.911846235;0.70703299;0.191097066
137;3.951315436;0.69359197;0.248381535
139;3.861040504;0.74580166;0.291371096
141;3.933886704;0.69215281;0.216573971
143;3.804871933;0.72890366;0.174205001
145;3.837335485;0.74686498;0.108950781
147;3.845964962;0.5718452;0.051545225
149;3.784914928;0.6795468;0.073183677
151;3.826020441;0.66311521;0.109578031
153;3.858158441;0.66427547;0.14987454
155;3.809986033;0.6732506;0.16540227
157;3.720164299;0.69048023;0.165840024
159;3.863117428;0.71187387;0.098630527
161;3.810728316;0.74401896;0.126038268
163;3.859424655;0.70112794;0.091824241
165;3.875899142;0.64037211;0.165338103
167;3.726728413;0.66631709;0.262487767
169;3.829725931;0.71267019;0.264788833
171;3.797689435;0.7089781;0.200986739
173;3.872301218;0.67368384;0.194904257
175;3.852206316;0.6772858;0.105862663
177;3.852644142;0.72986452;0.002301066
179;3.828403338;0.65261035;0.056328926
181;3.81919823;0.6661415;0.143416902
183;3.88492573;0.65538409;0.235788514
185;3.850953261;0.63382719;0.251412266
187;3.839972162;0.634456;0.251412266
189;3.825536289;0.66092648;0.19508334
191;3.837023068;0.62733074;0.107995364
193;3.749933452;0.61178688;0.015623752
195;3.833786118;0.62664751;0.012540606
197;3.820926255;0.64620446;0.064099008
199;3.820032382;0.65178851;0.11057788
201;3.895397874;0.64485075;0.190683972
203;3.896097863;0.60933243;0.244812411
205;3.884296351;0.65067672;0.255627775
207;3.906361003;0.62736645;0.204069373
209;3.867462;0.64602206;0.175351346
211;3.93241878;0.65577099;0.095245254
213;3.950481201;0.65379527;0.045169781
215;3.878430654;0.61880883;0.021813812
217;3.926395787;0.62016254;0.070581178
219;3.910182253;0.60062982;0.163387093
221;3.881488176;0.58442016;0.234714206
223;3.955832257;0.6219142;0.302910816
225;3.902188044;0.61295224;0.323381726
227;3.910107263;0.58497627;0.329237997
229;3.886546586;0.59980161;0.2264939
231;3.934115934;0.64808367;0.155166787
233;3.958229823;0.62436227;0.082917209
235;3.913715413;0.60681846;0.063774677
237;3.913419234;0.55109737;0.03485247
239;3.93047436;0.58301331;0.084886842
241;3.912239313;0.58526155;0.126335627
243;3.996149945;0.57571288;0.151222837
245;4.008732925;0.61772084;0.19071265
247;3.965131836;0.59556446;0.16501122
249;3.876973222;0.58629937;0.107154185
251;4.045078634;0.61306661;0.0657054
253;3.938074259;0.60339677;0.136934257
255;3.964714549;0.58051081;0.153190016
257;3.95722536;0.53661046;0.211626986
259;3.973990426;0.58950338;0.24815095
261;3.981489799;0.56525053;0.267562482
263;3.9948628;0.56611403;0.196746003
265;4.000802333;0.59092299;0.139672054
267;3.936512055;0.59422223;0.081235085
269;3.942424585;0.57458153;0.04471112
271;3.853114453;0.54773053;0.060069187
273;3.951933025;0.56083312;0.124699722
275;4.008230344;0.5720497;0.212159557
277;4.000442936;0.53030108;0.270477454
279;4.092764579;0.59555341;0.270477454
281;3.942205755;0.57922938;0.235707855
283;3.976103962;0.56013841;0.145777732
285;3.967744656;0.55025768;0.061291578
287;3.939365626;0.58569692;0.027813308
289;3.990518033;0.5188732;0.109684594
291;3.948940054;0.53920351;0.211603461
293;3.994392541;0.52043821;0.21603488
295;3.975868438;0.57393528;0.213061198
297;3.939587777;0.58657828;0.188221571
299;3.971592566;0.6264834;0.106350286
301;4.016575667;0.55880893;0.065816567
303;3.889691994;0.53808534;0.082730994
305;3.979749362;0.54671525;0.152872427
