Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Plywood;;;;;;;ISO 5660;EUREFIC;CS000002_EUREFIC2;;1;2003-07-24 14:56:48
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
25;170;301;76.4;154;144;61.6;12.4;NA;NA;53;0.01;12;600
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.182; -0.6585; 0.0028; 12.0917
3.198; -0.283; 0.009; 14.0851
5.202; -0.4885; 0.0078; 13.4198
7.818; 0.5266; 0.0119; 9.0892
9.798; 0.5296; 0.0123; 9.7544
11.802; 0.8147; 0.0106; 6.3974
13.8; 0.571; 0.0165; 7.9145
16.14; 0.9627; 0.0152; 8.1347
18.702; 0.2843; 0.0147; 4.9033
21.18; 0.0967; 0.0122; 5.5316
23.22; 0.813; 0.017; 6.4651
25.242; 0.3255; 0.012; 7.2645
27.798; -0.7872; 0.016; 8.4516
29.82; -0.4013; 0.0119; 9.4103
31.878; 0.4573; 0.0163; 10.0248
33.942; -0.0181; 0.0097; 10.662
35.94; 0.7872; 0.0128; 14.4917
38.442; 0.7162; 0.0079; 21.2474
40.86; 0.6047; 0.0115; 24.7196
42.9; 0.0181; 0.0064; 24.5536
44.898; -0.2782; 0.0129; 24.5381
46.938; 0.428; 0.0098; 21.3459
49.518; -0.2788; 0.0154; 16.0851
51.582; 0.0053; 0.0117; 18.8065
53.622; -0.4831; 0.0153; 23.1935
57.162; -0.0444; 0.0127; 27.8968
59.718; 0.3154; 0.0137; 37.1435
64.002; 0.7235; 0.0158; 43.9187
66.342; -0.2083; 0.0155; 49.6926
68.838; 0.9801; 0.0187; 54.5211
70.842; 0.1905; 0.0165; 67.847
72.882; -0.075; 0.0205; 75.618
74.88; -0.132; 0.0141; 87.5252
76.878; 1.0594; 0.0182; 92.4351
79.398; 0.5754; 0.0187; 104.564
81.462; 0.1957; 0.0228; 101.588
83.46; -0.3029; 0.0186; 102.017
85.44; 0.4273; 0.0223; 108.31
87.438; 0.4479; 0.0263; 117.942
90.318; 0.6053; 0.0234; 118.49
92.322; 0.3572; 0.0246; 123.552
94.338; 0.736; 0.0274; 130.703
97.182; 0.7903; 0.0303; 135.021
99.678; 1.1611; 0.0286; 140.959
103.998; 0.5718; 0.0273; 144.76
106.062; 0.554; 0.0282; 157.275
108.06; 0.8965; 0.0322; 165.137
110.622; 0.1532; 0.0282; 161.103
112.68; -0.1462; 0.0299; 160.643
114.72; 0.5678; 0.0346; 165.919
117.06; 1.2096; 0.031; 158.64
119.082; 0.6539; 0.0301; 157.243
121.638; 0.6051; 0.0357; 168.394
123.702; 0.6466; 0.0331; 172.514
125.76; 1.2674; 0.031; 177.222
127.758; 1.3123; 0.0351; 186.283
132; 0.6283; 0.0343; 187.703
134.562; 0.7345; 0.0348; 182.357
136.578; 0.3448; 0.0382; 181.425
138.642; -0.146; 0.0368; 177.809
141; 2.0124; 0.0374; 178.023
143.022; 1.0871; 0.0398; 184.65
145.578; 0.9807; 0.0365; 186.704
147.678; 0.9658; 0.0378; 187.142
149.7; 1.4446; 0.0402; 192.599
151.698; 1.2394; 0.0407; 194.725
153.72; 0.9432; 0.0404; 193.887
156.318; 0.9237; 0.0449; 195.621
160.998; 1.3998; 0.0427; 183.977
163.002; 2.1875; 0.0495; 171.322
165.498; 133.396; 0.0801; 152.486
168.06; 187.201; 0.0716; 119.453
170.1; 221.574; 0.0982; 89.0137
175.002; 221.901; 0.1278; 72.4751
177.582; 237.831; 0.1635; 50.7963
179.622; 267.252; 0.1626; 38.9005
181.62; 279.182; 0.2122; 39.2639
185.982; 279.623; 0.2239; 41.8753
188.58; 291.824; 0.2353; 42.3857
191.058; 296.71; 0.248; 42.8643
193.062; 298.466; 0.2481; 42.1989
195.06; 300.56; 0.2449; 43.4455
