Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR particle board;;;;;;;ISO 5660;EUREFIC;Type B1, EUREFIC6;;1;2003-07-24 11:06:09
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
75;10;75;3.1;17;11;NA;1.8;NA;NA;119;0.01;16;628
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; 3.19331; 0.0340286; 0
5; 36.1025; 0.03255; 0
10; 73.4968; 0.090243; 218.467
15; 75.0344; 0.142018; 40.1445
20; 73.6654; 0.124268; 33.7158
25; 60.4285; 0.112435; 32.1675
30; 47.8067; 0.127226; 71.0141
35; 25.4433; 0.116869; 112.097
40; 21.2316; 0.0946787; 229.736
45; 12.208; 0.097642; 204.305
50; 7.64429; 0.100596; 211.057
55; 16.8249; 0.0769267; 241.293
60; 7.67199; 0.0798899; 200.185
65; 7.69807; 0.081365; 161.79
70; 7.67504; 0.0695287; 167.815
75; 7.69419; 0.0710078; 151.59
80; 7.68194; 0.0710119; 152.227
85; 7.68846; 0.0695323; 145.37
90; 7.73127; 0.0798854; 125.921
95; 7.71115; 0.090243; 108.664
100; 7.71819; 0.090243; 103.872
105; 3.09025; 0.0784063; 122.766
110; 7.67149; 0.0784063; 113.922
115; 7.67552; 0.0917226; 99.044
120; 12.3688; 0.0784063; 108.81
125; 7.72104; 0.0784063; 101.823
130; 3.09048; 0.0887639; 86.5406
135; 7.69874; 0.100597; 72.9684
140; 7.68749; 0.0887599; 76.9639
145; 3.07705; 0.0769272; 84.0823
150; 7.65364; 0.090243; 71.3584
155; 7.70597; 0.0887634; 74.716
160; 7.68927; 0.0887634; 68.583
165; 7.71158; 0.0917221; 57.2817
