Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PVC wall carpet;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000031_EUREFIC10;;1;2003-08-05 13:34:43
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;13;85;11.7;53;39;12.5;9.4;NA;NA;155;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.602; -0.9026; -25.8104; -0.0215
3.6; -0.7679; -26.1311; -0.0373
6.102; -0.3279; -9.0532; -0.1263
8.1; 0.4203; -3.0856; -0.6765
10.422; 0.7271; -1.5712; -13.4369
12.378; 6.0912; -0.6623; -90.2487
14.382; 32.8289; -0.2571; 51.9198
16.878; 52.2375; -0.063; 130.444
18.882; 62.7231; 0.0396; 200.784
20.88; 71.8789; 0.064; 281.803
22.86; 80.6862; 0.0792; 421.426
24.858; 84.5837; 0.0851; 340.18
27.36; 84.558; 0.0814; 322.986
29.34; 80.9766; 0.08; 299.27
31.338; 75.8429; 0.0757; 261.373
33.558; 70.8427; 0.0715; 222.696
35.562; 64.5732; 0.0662; 183.783
38.058; 60.4264; 0.0638; 139.287
40.038; 57.8027; 0.0622; 112.408
42.018; 57.3694; 0.0665; 102.311
44.022; 58.5351; 0.0624; 100.684
46.038; 57.3871; 0.0587; 103.991
48.558; 58.3026; 0.0577; 117.77
50.538; 57.9131; 0.0578; 125.892
52.518; 59.2403; 0.0531; 181.921
54.84; 60.5534; 0.061; 341.816
56.838; 52.5875; 0.0622; 536.098
59.358; 37.7081; 0.0641; 702.707
61.338; 25.3844; 0.0641; 788.542
63.36; 30.0273; 0.0647; 782.197
65.358; 39.6751; 0.0613; 689.369
67.362; 44.3419; 0.0664; 574.772
69.9; 47.3295; 0.0638; 479.14
71.898; 45.9272; 0.0698; 426.303
73.902; 48.5386; 0.0638; 391.68
75.882; 54.0673; 0.0621; 346.422
78.222; 57.5458; 0.0642; 284.417
80.718; 59.2115; 0.0613; 272.44
82.698; 60.0951; 0.055; 265.813
84.72; 55.0824; 0.0605; 267.963
86.718; 56.5641; 0.0606; 267.112
88.698; 58.9039; 0.0549; 260.923
91.2; 57.6937; 0.0585; 207.523
93.162; 57.1853; 0.0594; 200.192
95.16; 56.3855; 0.0575; 195.177
97.158; 57.1138; 0.0588; 184.947
99.138; 57.3024; 0.0591; 210.126
101.898; 57.4681; 0.0582; 217.748
103.878; 55.573; 0.0568; 202.101
105.9; 55.4644; 0.0579; 192.643
107.898; 60.3364; 0.0547; 177.956
109.878; 61.1747; 0.0549; 132.068
112.422; 62.6062; 0.0559; 116.767
114.402; 61.4488; 0.055; 122.147
116.382; 58.8883; 0.0549; 134.563
118.362; 57.3073; 0.0564; 164.882
120.342; 58.8029; 0.0613; 181.137
123.198; 59.909; 0.0547; 189.303
125.16; 62.6829; 0.0549; 175.632
127.158; 63.6789; 0.0547; 168.801
129.198; 63.176; 0.0599; 149.049
131.16; 62.1749; 0.0509; 147.463
133.662; 61.5489; 0.0574; 139.392
135.66; 61.8536; 0.058; 151.564
137.64; 62.2664; 0.0577; 153.494
139.638; 62.5326; 0.0524; 155.867
141.642; 62.644; 0.0562; 157.716
144.138; 62.4731; 0.06; 155.419
146.418; 62.2664; 0.0536; 146.21
148.38; 62.0003; 0.0576; 136.996
150.42; 61.5707; 0.0537; 130.924
152.442; 60.7388; 0.0576; 118.738
154.998; 59.5448; 0.0466; 116.064
157.002; 59.8196; 0.0548; 112.169
159; 57.3193; 0.0467; 110.488
160.998; 56.1686; 0.0477; 101.122
163.002; 54.8786; 0.043; 98.4187
165.522; 53.452; 0.0496; 89.5323
167.502; 51.2042; 0.0419; 116.999
169.902; 44.0227; 0.0466; 152.893
172.02; 36.7889; 0.042; 191.291
174.018; 30.1277; 0.0403; 225.935
176.52; 25.8576; 0.0405; 252.479
178.518; 25.0067; 0.0391; 243.282
180.522; 23.3027; 0.0401; 220.166
182.52; 22.3933; 0.0402; 202.156
184.542; 22.5392; 0.0431; 178.071
187.062; 22.1928; 0.0344; 167.572
189.018; 21.6991; 0.041; 149.764
191.322; 21.0426; 0.033; 140.569
193.32; 21.0433; 0.0412; 123.24
195.3; 20.1105; 0.0338; 112.419
197.898; 21.6082; 0.0397; 95.4027
199.878; 21.2699; 0.0355; 86.4067
201.9; 21.2681; 0.0397; 73.9098
203.898; 21.169; 0.0365; 65.7379
205.878; 20.9745; 0.0393; 58.3866
208.362; 21.3819; 0.0367; 53.4334
210.342; 21.0186; 0.037; 48.437
212.322; 21.2738; 0.0363; 44.6057
214.578; 20.7508; 0.0366; 39.2938
216.582; 20.4472; 0.0366; 35.4015
219.078; 20.8442; 0.0392; 31.5539
221.082; 20.7664; 0.0374; 28.803
223.08; 20.9907; 0.0378; 26.2953
225.078; 20.9134; 0.0356; 24.8595
227.058; 21.3038; 0.0361; 21.7188
229.56; 20.5722; 0.0343; 20.2983
231.54; 20.3877; 0.0353; 18.1721
233.52; 20.5008; 0.0353; 16.5292
235.518; 20.2278; 0.0372; 15.5709
237.78; 20.9648; 0.0386; 15.3102
240.282; 19.8858; 0.0386; 14.1308
242.262; 20.2654; 0.0377; 12.8461
244.242; 19.0208; 0.0372; 12.5912
246.222; 18.779; 0.0349; 11.4886
248.178; 18.7646; 0.0345; 10.3768
250.722; 19.0135; 0.0335; 9.7478
252.702; 19.3636; 0.0356; 9.9681
254.682; 19.629; 0.0352; 9.3616
256.68; 19.0379; 0.0352; 8.6413
258.942; 18.4933; 0.0352; 8.5792
261.498; 18.7372; 0.0363; 8.2917
263.478; 18.8288; 0.0355; 7.545
265.458; 19.3995; 0.0348; 6.9877
267.54; 19.0163; 0.0356; 6.812
269.52; 19.4697; 0.0356; 5.9904
272.058; 19.3516; 0.0356; 5.7746
274.062; 19.2254; 0.0342; 5.6048
276.042; 18.3739; 0.0354; 5.8868
277.998; 19.1034; 0.0349; 6.3749
279.978; 18.7428; 0.0345; 6.102
282.798; 19.0432; 0.0339; 5.7853
284.802; 18.4857; 0.0357; 6.2097
286.782; 19.0837; 0.0342; 5.671
288.78; 19.1317; 0.0342; 4.7818
290.76; 18.3419; 0.0341; 5.0673
293.322; 17.5658; 0.0341; 4.7695
295.32; 18.0137; 0.0345; 3.8831
297.318; 18.0781; 0.0357; 3.1199
299.322; 17.5418; 0.0371; 2.7937
301.302; 18.0824; 0.0375; 2.5824
303.822; 17.762; 0.0393; 2.3937
306.042; 17.5095; 0.0362; 1.2894
308.04; 17.1965; 0.0375; 0.8469
310.038; 17.2008; 0.0352; 0.2728
312; 17.2541; 0.0335; 0.0805
314.562; 17.383; 0.0321; -0.3441
316.56; 16.7614; 0.034; 0.5814
318.54; 17.1312; 0.0333; 0.7691
320.538; 17.087; 0.0339; 1.141
322.5; 17.0468; 0.0343; 1.5883
325.062; 17.3276; 0.0348; 2.2407
327.3; 17.486; 0.0341; 2.2295
329.28; 17.511; 0.0331; 2.439
331.278; 17.1528; 0.034; 2.4599
333.282; 15.6872; 0.0343; 1.9585
335.82; 16.2098; 0.0343; 1.8633
337.8; 16.1049; 0.0349; 2.2887
339.798; 15.4085; 0.0357; 3.4949
341.802; 15.0107; 0.0343; 4.597
343.782; 15.4628; 0.034; 5.3724
346.278; 14.9607; 0.0332; 6.8152
348.282; 15.1578; 0.0341; 5.9494
350.622; 15.4908; 0.034; 4.5055
