Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Textile wall covering;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000021_EUREFIC3;;1;2003-08-05 13:17:08
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;20;332;10.7;59;NA;12.9;8.2;NA;NA;31;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.038; -0.4781; -0.3365; 0.1577
3.042; -0.4335; -0.14; -5.4571
5.502; -0.8391; -0.0539; 25.7174
7.5; -0.3192; -0.0059; 45.3948
9.522; 0.396; 0.0037; 72.9571
11.52; -0.242; 0.0115; 94.959
13.758; -0.3263; 0.0211; 121.499
16.2; 0.6882; 0.0384; 105.47
18.198; -7.1683; 0.0816; 91.2108
20.178; 42.23; 0.1089; 68.4055
22.182; 135.775; 0.149; 51.4548
24.18; 187.599; 0.1844; 39.7508
26.622; 230.117; 0.2099; 41.9013
28.62; 256.95; 0.2259; 69.0007
30.6; 295.121; 0.23; 117.889
32.58; 324.306; 0.2185; 165.387
34.578; 313.594; 0.2026; 207.9
37.338; 280.797; 0.1848; 230.818
39.318; 231.833; 0.155; 230.708
41.322; 188.207; 0.1383; 202.126
43.32; 160.827; 0.1273; 168.568
45.3; 147.015; 0.1184; 131.463
47.718; 133.452; 0.1104; 100.955
49.698; 123.545; 0.1005; 76.1458
51.678; 107.891; 0.0974; 55.874
53.658; 100.089; 0.0917; 40.4476
55.662; 92.2448; 0.0856; 28.3461
58.482; 83.9184; 0.0806; 20.2071
60.48; 76.3978; 0.0766; 15.2293
62.478; 64.1293; 0.074; 13.8925
64.458; 55.678; 0.071; 13.4322
66.438; 46.1071; 0.0702; 13.5824
68.94; 42.6035; 0.0678; 14.2405
70.92; 39.051; 0.0652; 13.1696
72.9; 35.632; 0.0637; 10.689
74.898; 33.8054; 0.0631; 8.9072
76.92; 33.1591; 0.062; 7.0053
79.422; 33.543; 0.0625; 5.3319
81.66; 31.8282; 0.0622; 4.65
83.658; 29.7458; 0.0627; 4.2876
85.662; 29.641; 0.062; 3.4417
87.66; 28.9221; 0.0618; 3.3873
90.12; 28.2206; 0.0609; 3.2329
92.1; 27.7282; 0.0611; 2.6956
94.122; 26.6147; 0.0602; 2.2751
96.12; 26.1107; 0.0611; 2.0638
98.1; 24.9654; 0.0591; 1.4259
100.602; 24.3422; 0.0597; 0.9495
102.582; 24.4786; 0.0579; 0.616
104.718; 24.1215; 0.0581; 0.157
106.698; 23.3911; 0.0566; 0.2216
108.678; 22.6971; 0.057; 0.4654
111.12; 21.8426; 0.0552; 0.9467
113.118; 21.5652; 0.0546; 1.5911
115.098; 22.4618; 0.0535; 2.6129
117.078; 22.8568; 0.0527; 2.7732
119.082; 22.5144; 0.0525; 2.7544
121.602; 23.1858; 0.0541; 2.8105
123.582; 23.0602; 0.0546; 2.7564
125.76; 22.4905; 0.0533; 2.4906
127.782; 22.0171; 0.0541; 2.7516
129.78; 21.7428; 0.0519; 3.3557
132.258; 20.879; 0.0501; 3.8226
134.262; 20.2843; 0.0495; 4.1076
136.26; 19.1119; 0.0506; 4.0548
138.282; 19.1312; 0.0497; 3.9279
140.298; 19.1281; 0.0491; 3.8244
142.782; 19.1975; 0.0488; 3.7709
144.78; 18.4425; 0.0468; 3.7028
146.802; 18.2844; 0.046; 4.1367
149.082; 18.8762; 0.0465; 4.4404
151.062; 18.6352; 0.0483; 4.694
153.54; 17.654; 0.0478; 4.7498
155.538; 17.2439; 0.0487; 5.0241
157.56; 16.6522; 0.0473; 5.047
159.558; 14.9868; 0.0469; 5.5411
161.538; 15.8061; 0.046; 6.001
163.998; 14.4105; 0.045; 6.457
166.002; 15.4092; 0.0432; 6.4637
168.018; 14.3743; 0.0434; 6.5129
170.022; 13.8082; 0.0435; 6.5453
172.278; 14.167; 0.0422; 6.2819
174.798; 13.9952; 0.0431; 6.3597
176.778; 14.5004; 0.044; 6.9797
178.782; 13.9675; 0.0438; 7.2258
180.78; 14.1519; 0.0409; 7.4334
182.778; 13.7652; 0.0424; 8.199
185.238; 13.278; 0.0405; 8.5656
187.242; 13.8577; 0.0391; 9.0294
