Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR particle board;;;;;;;ISO 5660;EUREFIC;Type B1, EUREFIC6;;1;2003-08-06 09:54:23
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;42;96;4.6;24;17;NA;3.2;NA;NA;246;0.01;16;628
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -2.91763; -1.56961; 0
5; -2.90435; -0.761879; 0
10; 2.0757; -0.00443827; 0
15; -2.88719; -0.0147929; 0
20; 2.07212; 0.0103536; 0
25; -2.89233; 0.0295848; 0
30; 21.7314; 0.0266301; 0
35; 71.3521; 0.0221919; 0
40; 95.5631; 0.0502965; 469.452
45; 92.9651; 0.1006; 78.5874
50; 86.187; 0.130189; -10.9234
55; 72.6441; 0.116869; 15.2555
60; 63.5259; 0.0946793; 16.8168
65; 44.8029; 0.0976379; 20.8105
70; 40.0817; 0.102076; 11.6091
75; 25.9263; 0.0695323; 34.6938
80; 11.6847; 0.0488215; 92.0595
85; 11.7387; 0.0636129; 204.07
90; 11.8128; 0.0636134; 434.131
95; 11.8141; 0.0517766; 550.179
100; 11.8284; 0.0532557; 559.515
105; 11.8889; 0.0517807; 557.045
110; 11.8016; 0.0621338; 497.342
115; 11.8466; 0.0739665; 382.567
120; 11.8325; 0.0606547; 456.467
125; 6.94897; 0.0636129; 421
130; 11.8495; 0.0517802; 475.338
135; 11.8705; 0.0503011; 474.629
140; 16.7698; 0.0754456; 277.757
145; 11.8642; 0.0621338; 339.989
150; 11.8587; 0.0517807; 375.766
155; 11.8289; 0.0532557; 384.608
160; 11.8347; 0.0517766; 373.98
165; 11.8341; 0.0621338; 287.372
170; 11.8627; 0.0739706; 238.689
175; 11.8902; 0.0606542; 295.905
180; 6.93231; 0.0621338; 267.928
185; 11.855; 0.0636134; 267.645
190; 12.2541; 0.0488174; 211.756
195; 7.20868; 0.0754501; 100.548
200; 12.2906; 0.0621338; 118.937
205; 12.2643; 0.050297; 154.463
