Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR Particle board;;;;;;;ISO 5660;EUREFIC;CDK9306_EUREFIC9;;1;2003-08-06 10:21:11
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
25;33;244;24;133;48;NA;13.4;NA;NA;1000;0.01;79;170
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; 2.52439; -0.0192347; 0
5; 2.51459; 0.00739797; 0
10; 7.49434; -0.0103572; 0
15; 2.49886; -0.0118368; 0
20; 7.48927; 0.0118368; 0
25; 32.4138; 0.00887756; 0
30; 102.064; -0.00147807; 0
35; 124.927; 0.0724909; 30.1218
40; 68.8198; 0.137582; 647.459
45; 55.0768; 0.102076; 738.58
50; 90.8464; 0.0340225; 850.232
55; 151.912; 0.0473384; 1000.02
60; 224.795; 0.0991211; 471.934
65; 243.31; 0.131666; 887.766
70; 243.669; 0.181961; 978.672
75; 229.81; 0.199718; 1087.88
80; 203.393; 0.18788; 1148.67
85; 191.656; 0.168649; 1119.05
90; 182.362; 0.147939; 1175.06
95; 169.167; 0.152373; 1075.32
100; 164.509; 0.143499; 1002.97
105; 168.94; 0.121309; 1087.08
110; 155.477; 0.125747; 1021.46
115; 151.226; 0.113914; 1067.49
120; 151.031; 0.113914; 993.772
125; 147.188; 0.125747; 939.404
130; 151.888; 0.124268; 934.368
135; 152.355; 0.125747; 909.532
140; 141.993; 0.116869; 986.947
145; 142.572; 0.0961584; 1167.73
150; 124.455; 0.0887639; 1109.81
155; 120.054; 0.0798854; 1161.84
160; 115.876; 0.0695323; 1085.63
165; 110.52; 0.0724909; 1064.16
170; 95.8181; 0.0636129; 883.332
175; 92.7736; 0.0429026; 1320.47
180; 73.7116; 0.0340246; 1478.51
185; 69.4171; 0.0369832; 1119.05
190; 64.6461; 0.0266301; 1391.29
195; 55.193; 0.0162725; 1783.26
