Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Melamine face;Calcium silicate board;;;;;;ISO 5660;EUREFIC;CS000042_EUREFIC4;;1;2003-08-06 09:11:14
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
75;53;162;14.5;65;NA;15.6;9.3;NA;NA;24;0.01;12.5;1055
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.14; 0.9507; 0.006; 19.2896
3.138; 0.7929; 0.0041; 17.9061
5.64; 0.2172; 0.0046; 17.1522
7.662; -0.0941; 0.0198; 14.3537
9.84; -0.0742; 0.0305; 6.7463
11.838; 0.2657; 0.0421; 24.9043
13.818; -0.1193; 0.0594; 72.6166
16.278; -0.1695; 0.0836; 146.364
18.258; 0.4508; 0.1181; 199.204
20.262; -0.2733; 0.1447; 248.492
22.26; 2.548; 0.1788; 302.544
24.258; 27.5178; 0.2165; 345.259
26.718; 53.3387; 0.2465; 349.717
28.698; 56.8064; 0.2641; 352.799
30.72; 42.3059; 0.264; 339.435
32.838; 29.5331; 0.2617; 294.297
34.818; 23.8949; 0.2518; 230.813
37.26; 21.8564; 0.2382; 178.054
39.258; 18.4786; 0.2229; 145.661
41.262; 15.8346; 0.2145; 134.458
43.26; 16.0575; 0.2059; 130.186
45.258; 16.6459; 0.1945; 131.013
47.742; 18.5063; 0.1874; 134.633
49.74; 19.6296; 0.1769; 147.04
51.738; 17.52; 0.1749; 166.662
53.982; 27.8345; 0.1727; 190.547
55.998; 53.5591; 0.174; 213.943
58.458; 79.7026; 0.1766; 237.674
60.462; 101.873; 0.1798; 255.006
62.46; 119.369; 0.1774; 262.11
64.458; 132.396; 0.1752; 263.233
66.462; 135.541; 0.1715; 255.028
68.862; 141.766; 0.165; 236.893
70.86; 147.728; 0.1523; 211.425
72.858; 156.53; 0.1447; 179.17
74.838; 162.471; 0.1343; 141.768
76.998; 160.06; 0.1222; 106.897
79.398; 154.753; 0.1124; 76.8877
81.402; 151.322; 0.0997; 52.0614
83.418; 142.621; 0.0938; 34.798
85.422; 133.115; 0.0873; 22.8323
87.402; 124.447; 0.0821; 15.3031
89.838; 115.967; 0.0767; 10.7361
91.86; 109.104; 0.0724; 7.6539
93.84; 99.9646; 0.0697; 5.8961
95.838; 92.4263; 0.0659; 4.7023
97.842; 90.1569; 0.0622; 4.1899
100.482; 85.0035; 0.0586; 3.7555
102.462; 81.7307; 0.0565; 3.5023
104.442; 77.809; 0.0543; 3.4132
106.422; 71.696; 0.0524; 3.201
108.402; 69.2624; 0.0515; 3.0723
110.838; 66.7019; 0.0528; 2.9691
112.842; 64.6989; 0.051; 3.0084
114.822; 62.2546; 0.0508; 2.9718
116.802; 59.7582; 0.0517; 3.1848
118.782; 59.1267; 0.0511; 3.464
121.542; 58.7525; 0.0487; 3.765
123.54; 57.9944; 0.0495; 3.7239
125.538; 55.6013; 0.049; 3.3636
127.542; 54.1483; 0.048; 3.0363
129.54; 51.8822; 0.0486; 2.5461
132; 51.3801; 0.0487; 2.0921
133.998; 51.3016; 0.0488; 1.9602
135.978; 50.3136; 0.0496; 2.1444
137.958; 49.8052; 0.0491; 2.1694
139.938; 49.5123; 0.0481; 2.47
142.38; 48.6029; 0.0493; 3.1029
144.6; 47.9304; 0.0469; 3.7662
146.598; 48.8628; 0.0465; 4.1072
148.602; 47.4803; 0.0466; 4.3891
150.6; 46.88; 0.0466; 4.0318
153.06; 45.2484; 0.0457; 3.1677
155.058; 46.097; 0.0461; 2.3793
157.062; 47.4776; 0.0456; 1.6774
159.06; 46.4464; 0.0446; 1.4735
161.058; 46.5258; 0.0444; 1.0968
163.458; 47.0063; 0.0426; 0.9256
165.462; 46.408; 0.0435; 0.4468
167.622; 45.119; 0.0426; 0.3145
169.62; 43.3377; 0.0435; -0.2731
171.618; 42.946; 0.0425; -0.3774
174.06; 42.7311; 0.0429; -0.6082
176.058; 41.218; 0.0411; -0.428
178.038; 40.3426; 0.0415; -0.5108
180.06; 39.6188; 0.0415; -0.6915
182.058; 38.7909; 0.0412; -1.3034
184.458; 38.0326; 0.0404; -1.9678
186.462; 38.4033; 0.0404; -2.3483
188.64; 38.484; 0.041; -2.5552
190.638; 37.015; 0.0388; -2.5359
192.642; 36.959; 0.0391; -1.7313
195.078; 37.4581; 0.0396; -0.8711
197.058; 35.9114; 0.0404; -0.988
199.038; 34.528; 0.0382; -1.3151
201.042; 35.3274; 0.0391; -1.7622
203.058; 35.0214; 0.039; -2.5974
205.458; 35.7133; 0.0387; -3.3967
207.462; 35.9126; 0.037; -4.4639
209.46; 35.3372; 0.0387; -5.392
211.662; 34.5464; 0.0381; -5.8869
213.66; 33.8783; 0.0382; -6.2918
216.138; 34.1293; 0.0385; -6.9095
218.178; 32.992; 0.0391; -6.3083
220.14; 32.3114; 0.038; -6.0933
222.138; 32.5241; 0.0394; -5.4617
224.118; 33.4545; 0.0384; -4.1102
226.578; 34.0495; 0.0375; -2.2287
228.6; 33.3614; 0.0376; -0.6112
230.58; 34.3027; 0.0382; 1.4764
232.578; 33.7808; 0.0369; 3.2127
234.738; 32.5962; 0.0378; 4.1483
237.258; 32.2946; 0.0382; 4.5097
239.238; 32.9917; 0.0381; 4.5999
241.242; 32.1401; 0.0382; 4.436
243.24; 31.9061; 0.0385; 4.0902
245.238; 32.0586; 0.0385; 3.8799
247.74; 32.5066; 0.0395; 4.2083
249.738; 32.7807; 0.0385; 4.7272
251.742; 32.837; 0.0386; 5.5043
253.74; 31.4351; 0.0381; 6.3608
255.96; 31.9719; 0.0382; 7.0154
258.438; 30.9858; 0.0378; 7.3773
260.442; 31.5089; 0.0391; 7.3274
262.422; 30.9969; 0.0388; 7.1997
264.402; 31.4173; 0.0393; 7.1374
266.418; 30.0789; 0.0384; 7.2597
268.878; 29.0267; 0.0388; 7.5789
270.858; 28.525; 0.0385; 7.9636
272.838; 26.8489; 0.0383; 8.0456
274.842; 26.9329; 0.0378; 7.6988
276.822; 27.3107; 0.04; 7.0391
279.678; 28.2674; 0.0382; 6.4219
281.682; 26.8205; 0.0385; 6.4483
283.68; 28.5458; 0.0384; 6.9089
285.678; 28.2195; 0.0389; 7.3977
287.682; 28.3074; 0.0366; 8.1699
290.142; 29.0557; 0.038; 9.2767
292.122; 28.6505; 0.0375; 9.8424
294.12; 27.5546; 0.0372; 10.2202
296.118; 27.4071; 0.0366; 11.1188
298.122; 26.8815; 0.037; 11.6979
300.558; 27.2572; 0.037; 12.0577
302.7; 27.1618; 0.0375; 12.3426
304.722; 27.4056; 0.0378; 12.4141
306.72; 27.9243; 0.0383; 11.9597
308.718; 27.0071; 0.0379; 11.583
311.16; 26.9234; 0.0375; 10.8667
313.158; 26.5608; 0.037; 10.6266
315.162; 26.0891; 0.0369; 10.6756
317.16; 25.8362; 0.0371; 10.2891
319.158; 26.4401; 0.0381; 10.5837
321.66; 27.0813; 0.0378; 10.8117
323.94; 26.1983; 0.0382; 10.5839
325.92; 25.9394; 0.0387; 8.2344
327.9; 26.4449; 0.0375; 6.4474
