Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Fabric: 100% Cotton FR Treated; ;HR Urethane Foam;;;;;;ISO 5660;CBUF - Fire Safety of Upholstered Furniture, EC Report EUR 16477 EN, contact SP for more information.;;;1;2005-11-02 12:26:09
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
 ;;232;44;;;22.5;19.420;0.0521;6.007;;;;
VectorData
Time (s);HRR (kW/m2);SEA (m2/kg);SPR (m2/s)
0; 4.5; 10; 0.0005
5; 12.5; 0; 0.0005
10; 121.0; 67; 0.0052
15; 232.0; 111; 0.0203
20; 190.5; 190; 0.0288
25; 134.2; 179; 0.0140
30; 105.2; 91; 0.0066
35; 92.1; 52; 0.0036
40; 86.8; 39; 0.0026
45; 85.7; 45; 0.0032
50; 85.2; 43; 0.0031
55; 85.6; 57; 0.0041
60; 85.1; 57; 0.0040
65; 83.2; 64; 0.0045
70; 79.2; 66; 0.0045
75; 75.3; 41; 0.0029
80; 70.8; 39; 0.0025
85; 65.5; 47; 0.0023
90; 63.7; 46; 0.0024
95; 66.4; 42; 0.0022
100; 73.5; 59; 0.0036
105; 83.5; 94; 0.0068
110; 92.2; 145; 0.0090
115; 100.6; 198; 0.0116
120; 115.0; 224; 0.0172
125; 141.2; 300; 0.0249
130; 171.6; 462; 0.0404
135; 189.5; 519; 0.0492
140; 196.8; 540; 0.0518
145; 197.6; 496; 0.0489
150; 199.1; 535; 0.0518
155; 202.9; 524; 0.0502
160; 205.0; 570; 0.0521
165; 209.4; 542; 0.0503
170; 214.0; 496; 0.0506
175; 219.2; 479; 0.0472
180; 220.0; 521; 0.0500
185; 218.5; 503; 0.0485
190; 215.3; 467; 0.0441
195; 208.9; 459; 0.0417
200; 201.2; 463; 0.0394
205; 193.2; 436; 0.0342
210; 181.2; 445; 0.0335
215; 172.4; 402; 0.0292
220; 164.4; 389; 0.0269
225; 156.3; 402; 0.0252
230; 148.8; 376; 0.0220
235; 142.0; 345; 0.0198
240; 133.4; 318; 0.0182
245; 126.3; 264; 0.0142
250; 119.3; 305; 0.0134
255; 110.0; 231; 0.0106
260; 103.2; 199; 0.0093
265; 96.2; 208; 0.0075
270; 89.9; 217; 0.0060
275; 83.8; 166; 0.0049
280; 78.1; 137; 0.0044
285; 71.4; 135; 0.0032
290; 65.2; 100; 0.0027
295; 59.7; 63; 0.0016
300; 55.7; 91; 0.0015
305; 52.0; 63; 0.0012
310; 48.6; 31; 0.0006
315; 46.0; 45; 0.0007
320; 43.7; 76; 0.0010
325; 41.1; 2; 0.0000
330; 38.5; 30; 0.0005
335; 36.5; 16; 0.0002
340; 35.0; 36; 0.0004
345; 34.2; 37; 0.0005
350; 33.0; 12; 0.0002
355; 30.8; 13; 0.0001
360; 29.9; 23; 0.0002
365; 28.8; 20; 0.0002
370; 27.5; 17; 0.0002
375; 26.6; 37; 0.0005
380; 25.7; 25; 0.0002
385; 25.1; 7; 0.0001
390; 23.4; 10; 0.0001
395; 22.2; 74; 0.0008
400; 20.9; 22; 0.0001
405; 19.4; 57; 0.0004
410; 16.9; 86; 0.0005
415; 15.1; 38; 0.0002
420; 14.7; 103; 0.0008
425; 14.8; 24; 0.0001
430; 14.3; 108; 0.0005
435; 13.7; 20; 0.0002
440; 13.5; 77; 0.0005
445; 12.9; 19; 0.0003
450; 12.9; 112; 0.0008
455; 12.9; 0; 0.0003
460; 12.8; 83; 0.0004
465; 13.5; 36; 0.0002
470; 13.5; 80; 0.0005
475; 13.3; 44; 0.0005
480; 13.2; 98; 0.0006
485; 13.0; 227; 0.0005
490; 12.6; 53; 0.0005
495; 12.0; 79; 0.0006
500; 12.0; 107; 0.0005
505; 11.8; 76; 0.0004
510; 11.5; 83; 0.0005
515; 11.4; 223; 0.0006
520; 11.5; 32; 0.0003
