Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Fabric;Foam;;;F1A-2-1;Upholstery for passenger seats for trains, not vandalise protected;;ISO 5660;TRANSFEU;;TRANSFEU;1;2012-06-20 12:58:46
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;9;183.73;53.7;;;;;18.48;;1002.44;;62.65;0.00943;;2011-06-18;c_EW_F1A-2-1_2;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s))
84;37.32248439;0.83365321
86;36.14093111;0.801172361
88;35.90002084;0.853333251
90;35.00648371;0.821642583
92;34.83017592;0.861451748
94;35.82415889;0.90048604
96;36.6355936;0.88215284
98;37.32684463;0.900577424
100;37.4432813;0.998514741
102;37.98560185;0.970364996
104;38.00111666;0.938828175
106;37.02868796;0.908602461
108;37.08600949;0.887332394
110;35.83079508;0.957702963
112;35.32666669;0.955834337
114;34.2837867;0.949305045
116;33.92828373;0.950314638
118;33.1457451;0.920384861
120;32.27978045;0.898802841
122;31.61310146;0.869087681
124;30.80759516;0.860041233
126;30.46605545;0.828971737
128;28.76539363;0.830339246
130;28.06789315;0.866247834
132;27.26513549;0.867767066
134;26.78951537;0.787268077
136;25.4817752;0.777158668
138;25.41599361;0.77870639
140;24.9845001;0.77130824
142;24.77308962;0.768909687
144;24.3163771;0.843620937
146;22.73736415;0.746652465
148;22.31463659;0.757537275
150;21.21366818;0.746062246
152;21.36161879;0.755661064
154;19.82488754;0.657584136
156;20.01585775;0.660426859
158;19.3085032;0.679312756
160;19.7083299;0.648454516
162;18.40796323;0.659561268
164;18.83037063;0.659265084
166;16.99747013;0.629810371
168;17.17396464;0.659995434
170;16.20100893;0.601040181
172;15.73375583;0.619632151
174;16.20401041;0.610499286
176;14.9784068;0.64016137
178;15.53544529;0.589834195
180;14.12081648;0.570966055
182;14.22524436;0.570716547
184;12.56064533;0.561066042
186;12.27714814;0.591272877
188;12.30540108;0.580666818
190;12.041424;0.541327295
192;12.35262178;0.560121642
194;12.14892173;0.501209982
196;12.88971873;0.520737982
198;12.66282442;0.540338666
200;13.45221007;0.579661393
202;12.90136177;0.589601729
204;14.57535947;0.607984633
206;13.67666075;0.591539151
208;14.05131644;0.531358732
210;14.46497965;0.549419347
212;15.24345702;0.520040453
214;16.65153214;0.559591811
216;17.01693076;0.550759586
218;19.16526023;0.550979566
220;17.67778197;0.570484795
222;19.87263995;0.581308173
224;20.09218042;0.601245541
226;19.93630807;0.591278802
228;19.43940503;0.531115309
230;19.24433188;0.540981308
232;19.11774496;0.552127861
234;18.75070371;0.551252878
236;20.47723357;0.570599875
238;19.6403984;0.878317581
240;19.315877;1.223064741
242;14.44475872;1.330368729
244;11.27811334;1.359390119
246;7.215961735;1.388254203
248;5.187241425;1.388033255
250;4.144354253;1.345653285
252;3.283500841;1.428174972
254;2.464898335;1.553991557
256;2.521134698;1.359167742
258;2.162780487;1.329869011
260;1.526534045;1.311779186
262;2.105292669;1.432411807
264;1.549576918;1.394762734
266;1.604467239;1.25760784
268;0.744131098;1.323433947
270;1.455841866;1.404853043
272;1.185805214;1.403930144
274;1.415955604;1.483142793
276;-0.152762863;1.386916119
278;1.252615665;1.504663118
280;0.391487792;1.475152375
282;1.502948589;1.384298742
284;0.968137658;1.276242484
286;1.602137948;1.374348941
288;1.380136947;1.426128961
290;1.418490766;1.337848842
292;1.555752147;1.305955367
294;1.361427562;1.339704788
296;1.340092948;1.256693726
298;1.295726508;1.22540919
300;1.267000713;1.256128593
302;1.305877924;1.374623812
304;0.827164143;1.384719501
306;0.901055998;1.364487701
308;1.489679138;1.393870045
310;1.289668633;1.325731569
312;1.300403761;1.37579227
314;1.842368659;1.318708491
316;1.147964591;1.389447269
318;1.707138757;1.404506939
320;1.214434704;1.367597917
322;1.767927667;1.444228266
324;1.49735199;1.39923471
326;2.033821305;1.338063406
328;0.830953106;1.399722537
330;1.825790733;1.374628025
332;1.087905387;1.449125733
334;1.091943418;1.396973505
336;0.692834996;1.364629524
338;1.642355237;1.315984915
340;0.858496392;1.274874521
342;1.676366062;1.318070321
344;1.795417056;1.267383988
346;1.47023055;1.325869412
348;1.432791852;1.306415197
350;1.378998653;1.316787208
352;1.643748562;1.303839492
354;1.337452996;1.326151301
356;2.011869605;1.355333177
358;0.984320208;1.365768306
360;1.393101215;1.149487803
362;0.863265298;1.328705768
364;0.679855785;1.309397447
366;1.193885968;1.384747578
368;1.374828598;1.240065972
370;1.770130485;1.267958015
372;0.901370374;1.240297366
374;1.714528657;1.240125383
376;1.072456044;1.279494443
378;1.046680006;1.44006516
380;1.218977591;1.286925517
382;0.549288856;1.328896715
384;0.620685203;1.226396097
386;0.475075762;1.20885747
388;1.04581183;1.316966675
390;0.699850939;1.238595144
392;1.40903753;1.277163068
394;0.327525299;1.190737002
396;1.180819503;1.250097851
398;1.40519943;1.434352368
400;1.500372134;1.395669664
402;1.598015023;1.318403747
404;1.638923559;1.30614341
406;1.849619021;1.353875995
408;1.205742744;1.318800319
410;1.667957585;1.43726506
412;0.727691473;1.405025467
414;1.471441761;1.424744679
416;1.104381337;1.42720869
418;1.819307658;1.34659107
420;1.174194297;1.278099838
422;1.903975747;1.289796964
424;2.188967551;1.356306431
426;1.229388161;1.462661966
428;1.633270538;1.533517405
430;1.055920499;1.486486466
432;1.482902493;1.481134884
434;0.906519092;1.435215007
436;1.428366828;1.609993561
438;0.879514724;1.592498843
440;1.915996218;1.651539549
442;1.395107892;1.654415685
444;2.297676128;1.48170664
446;1.119206354;1.563684344
448;2.178520427;1.690434837
450;1.675305177;1.795897173
452;1.927131589;1.678208453
454;2.028607548;1.651711345
456;2.357842149;1.651539549
458;2.011210853;1.591943707
460;1.352717712;1.552915907
462;2.347286923;1.641077773
464;2.143030465;1.491895689
466;2.143722122;1.325166742
468;1.854159647;0.79241604
470;2.935209106;0.655923836
472;6.212338979;0.626890569
474;10.78380402;0.607754302
476;13.87282036;0.638054743
478;16.5564906;0.53953957
480;17.67316529;0.462024418
482;19.57172059;0.442390027
484;20.01150856;0.432517233
486;21.05164996;0.373217451
488;21.34992234;0.432079072
490;21.82832271;0.354756194
492;22.99417957;0.374668025
494;23.65441363;0.364861983
496;23.75927989;0.315500267
498;24.55978444;0.266026163
500;26.26774718;0.245854785
502;26.58446959;0.295300451
504;27.91675626;0.275560409
506;28.7087949;0.383758462
508;29.2396176;0.393849625
510;28.26891555;0.355103846
512;28.43601812;0.393969265
514;29.1582145;0.402302027
516;29.98318062;0.451742392
518;31.06786039;0.452648135
520;32.55252198;0.442182357
522;33.95038028;0.471776186
524;34.31291673;0.492612509
526;35.79930163;0.501484972
528;37.04327228;0.549704119
530;38.33589519;0.542355028
532;40.04145231;0.540630865
534;41.23506054;0.492446678
536;42.72277683;0.550865224
538;44.20481746;0.560618063
540;45.47214393;0.618896548
542;47.67204601;0.669429816
