Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR EPS;Calcium silicate board;;;;;;ISO 5660;EUREFIC;CDK11315_EUREFIC11;;1;2003-08-06 09:40:52
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
25;109;355;21;117;70;NA;32.7;NA;NA;2077;0.01;25;37
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; 1.23279; -0.0251488; 0
5; -3.67481; -0.0547356; 0
10; 1.22399; 0.00147934; 0
15; 1.22207; 0.0207108; 0
20; 1.22275; 0.0177521; 0
25; 1.21367; 0.0207108; 741.07
30; 1.2237; -0.00295868; 1017.12
35; 1.21604; -0.00295868; 1724.26
40; 1.2194; 0.0221901; 1736.32
45; -3.65463; 0.0103554; 1392.57
50; -3.64762; -0.0133141; 1515.98
55; 1.214; 0; 881.521
60; 6.08053; 0.0118347; 19799.9
65; 1.21756; -0.00147934; 47995.9
70; 1.21821; 0; 8832.49
75; 6.07457; 0; 2441.18
80; 6.06154; 0; 2250.41
85; 6.08663; 0; 4166.75
90; 6.07932; 0; 2024.86
95; 1.21808; -0.00147959; 1668.7
100; 45.0273; 0.0103572; 3332.93
105; 141.439; 0.0133161; 1973.85
110; 201.973; -0.0192334; -1903.39
115; 279.183; -0.0414233; -3430.74
120; 327.318; -0.0192312; -6836.87
125; 338.428; 0.00295842; 59704
130; 354.553; 0.0591746; 3128.74
135; 340.87; 0.226346; 820.814
140; 302.851; 0.221908; 938.162
145; 265.82; 0.0828438; 2247.03
150; 240.099; 0.0784065; 2096.01
155; 227.141; 0.0724892; 2281.36
160; 212.963; 0.0502991; 3037.82
165; 198.295; 0.0517784; 2874.35
170; 178.314; 0.0606542; 2184.95
175; 151.027; 0.0858053; 1186.52
180; 125.875; 0.0621338; 1544.02
185; 93.1317; 0.041421; 1921.66
190; 64.5577; 0.0458613; 1307.91
195; 48.123; 0.0340266; 997.274
200; 34.8991; 0.0369832; 615.721
205; 28.5089; 0.0266279; 540.722
210; 19.1176; 0.0147952; 648.551
