Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Painted paper plasterboard;plasterboard;;;;;;ISO 5660;EUREFIC;CS000010_EUREFIC1;;1;2003-08-05 12:45:02
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;104;61;2.1;13;NA;6.6;3.3;NA;NA;19;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.422; 0.5723; 0.0053; 16.1059
5.58; -0.9904; 0.0062; 23.9048
8.058; -0.2017; 0.0086; 32.8571
10.062; -0.1616; 0.0088; 38.6519
12.06; 0.906; 0.0047; 45.7891
14.4; -0.4149; 0.0076; 55.5829
16.38; 0.598; 0.0067; 64.4096
18.9; 0.8242; 0.0102; 61.0946
23.4; 0.2697; 0.0105; 62.1401
25.398; 0.0776; 0.0128; 57.7393
27.402; -0.9035; 0.0126; 54.5686
29.862; -0.4035; 0.0144; 51.6307
31.842; -0.3866; 0.0153; 53.5328
33.84; 0.7111; 0.0147; 54.0152
35.862; -0.0744; 0.0137; 59.0926
37.86; -0.565; 0.0147; 62.5404
41.562; -0.8598; 0.0147; 64.793
43.602; -0.559; 0.0148; 64.1886
45.6; -1.0419; 0.0156; 65.6846
47.598; -0.2865; 0.0193; 65.1221
50.04; 0.2189; 0.0194; 66.3613
52.662; 0.3836; 0.0207; 67.7461
54.642; 0.8781; 0.0208; 75.8438
56.622; -0.62; 0.0209; 83.2582
58.62; 0.1852; 0.0209; 92.9499
63.582; 0.4421; 0.0232; 104.034
65.82; -0.1074; 0.0213; 112.82
67.8; 0.5433; 0.0241; 114.364
70.62; 0.6309; 0.0303; 120.361
72.642; 0.5689; 0.0336; 126.211
77.46; 0.3946; 0.0364; 129.94
81.402; 1.7401; 0.0429; 134.581
83.898; 0.647; 0.049; 142.426
85.878; 0.8349; 0.0555; 144.607
87.858; 1.5139; 0.0558; 142.692
89.862; 1.5776; 0.0601; 144.986
91.86; 2.6808; 0.0665; 149.711
94.68; 4.1796; 0.064; 153.962
99.558; 5.3; 0.0644; 149.875
101.538; 12.0135; 0.0741; 130.107
103.938; 28.0772; 0.0796; 102.689
106.518; 49.0878; 0.0897; 71.8284
108.498; 61.1355; 0.093; 39.7611
110.52; 53.1925; 0.0926; 17.225
112.5; 37.8492; 0.0904; 12.6472
115.002; 30.245; 0.0837; 12.607
117; 23.6529; 0.0705; 13.7828
119.022; 17.3067; 0.0666; 15.4671
121.278; 15.1485; 0.0635; 16.8916
123.3; 13.4694; 0.0588; 17.0351
125.778; 12.1653; 0.0566; 16.1855
128.478; 11.1145; 0.0537; 16.1658
130.458; 11.6491; 0.0537; 16.2969
132.462; 11.7197; 0.0498; 15.543
134.862; 11.5515; 0.0477; 15.2975
136.86; 10.6837; 0.049; 15.077
138.858; 10.967; 0.0459; 14.8106
142.56; 11.2778; 0.0459; 14.5282
147.438; 11.6775; 0.0477; 14.5658
149.418; 12.1625; 0.0455; 14.2411
151.422; 12.6864; 0.0442; 14.002
155.58; 12.7799; 0.0455; 13.2325
158.118; 13.4166; 0.0447; 12.4531
160.122; 13.194; 0.0451; 11.803
162.12; 12.8735; 0.044; 11.5802
164.1; 13.0918; 0.0455; 11.5982
166.098; 13.7366; 0.0444; 11.712
168.642; 14.0233; 0.0443; 11.7742
170.622; 13.5945; 0.0453; 11.8835
172.878; 13.1994; 0.0462; 11.4897
174.9; 12.1706; 0.0429; 11.1992
176.88; 11.4182; 0.0426; 11.2787
179.34; 12.2085; 0.0441; 11.4253
181.338; 13.0603; 0.0412; 11.0908
183.342; 14.4385; 0.0407; 11.2403
185.34; 16.2104; 0.0416; 11.1317
187.338; 15.8514; 0.0412; 10.9366
189.84; 14.7603; 0.04; 10.6551
191.838; 14.2521; 0.0403; 10.6509
193.842; 14.4896; 0.0405; 10.8152
196.098; 14.9058; 0.0402; 11.1363
199.578; 14.1592; 0.0406; 11.5315
204.438; 13.4568; 0.0427; 11.6624
206.418; 13.7288; 0.0399; 12.6623
208.422; 13.2893; 0.0404; 12.837
210.42; 14.0847; 0.0394; 13.2846
212.898; 14.1199; 0.0395; 13.7415
214.902; 13.6948; 0.0367; 14.1727
216.9; 13.9577; 0.0352; 14.004
218.88; 12.7272; 0.0356; 13.7997
223.458; 12.766; 0.0362; 14.2651
225.978; 13.3653; 0.0367; 11.1543
227.982; 12.4705; 0.0347; 8.3376
