Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Polyurethane, type PIR;;;;Self-supporting double skin steel faced polyurethane insulated sandwich element (sandwich panel);;;ISO 5660;SURSHIP-FIRE Project, VTT Research Report No. VTT-S-11586-09;test date 9.10.2008, specimen consisted of insulation material only (no steel faces); Owner Huurre Insulation Oy, Finland;;1;2009-04-06 13:17:39
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;3;79;18.7;35.5;30.7;12.09;13.6;7.1;475;344;0.00884;50;39
VectorData
Time (s);HRR (kW/m2);SPR (m2/s)
0;36.90563214;-0.001856683
1;49.95128051;0.002683769
2;60.95487248;-0.000642173
3;70.41831649;0.025122614
4;76.75672411;0.038088007
5;78.83447786;0.054687538
6;79.36082489;0.054011168
7;79.33057079;0.061593139
8;78.40489457;0.062564644
9;76.58623465;0.055892221
10;74.9211526;0.04550665
11;73.16680874;0.036992069
12;72.03944793;0.0396073
13;70.79124618;0.029376005
14;69.24565782;0.031485436
15;67.6254595;0.029097578
16;65.63322651;0.022133035
17;64.26050859;0.022935469
18;62.88964851;0.020396865
19;61.62573058;0.020073664
20;60.61481087;0.01655321
21;58.75470513;0.017142441
22;57.0031356;0.01738279
23;55.66058985;0.016428423
24;54.55350887;0.015414916
25;53.61825399;0.013565217
26;52.63849381;0.012860933
27;51.90129447;0.012229874
28;51.68090822;0.013448677
29;51.15974328;0.013418452
30;51.41132384;0.012631711
31;51.19368305;0.011655554
32;51.44810826;0.007920443
33;51.03059586;0.01264076
34;51.12439516;0.009921172
35;51.27365779;0.008877302
36;50.59121537;0.012007074
37;50.85991875;0.009300438
38;50.96273884;0.012587246
39;50.90225753;0.010613277
40;51.03332337;0.008708083
41;51.11611135;0.011118239
42;50.80799286;0.008446726
43;51.5006952;0.011100083
44;50.07575018;0.010289867
45;48.17958266;0.010581497
46;47.19499704;0.012218524
47;46.21278539;0.008622452
48;45.4555972;0.011566102
49;45.16564209;0.010505171
50;44.42493825;0.008680661
51;42.99708422;0.012491617
52;43.06502402;0.00839516
53;41.25086549;0.009378023
54;40.535293;0.010138054
55;39.75246167;0.007890384
56;39.49327426;0.013109006
57;38.65363892;0.009408078
58;38.57449014;0.00900842
59;38.67774488;0.01004656
60;37.9506008;0.007106953
61;37.55629019;0.008767507
62;37.1923253;0.009117247
63;37.15424267;0.007979868
64;36.40023041;0.010207539
65;35.99345361;0.010265386
66;36.22879634;0.011208198
67;35.8918435;0.011458976
68;35.65080975;0.008158934
69;35.45537711;0.010953473
70;34.5307687;0.009869303
71;34.59131286;0.010165866
72;34.69283025;0.009991416
73;34.68476177;0.008554659
74;33.94842358;0.009828267
75;33.49999341;0.009617437
76;33.68168343;0.009219935
77;34.12065679;0.012727583
78;33.47588474;0.006523761
79;33.0314171;0.009216481
80;33.20628843;0.010701268
81;32.18576189;0.007064144
82;32.07203475;0.010201702
83;31.52766897;0.008889936
84;31.4899555;0.007915074
85;30.71207816;0.009369431
86;30.38399158;0.009958672
87;29.57105809;0.008491624
88;28.95576527;0.009761413
89;28.40354765;0.006647977
90;28.20504465;0.00877405
91;27.49583541;0.010542886
92;27.44877368;0.00756497
93;26.75248393;0.011734186
94;26.30517041;0.009209561
95;26.54576098;0.006309801
96;26.73743738;0.011822448
97;25.77233191;0.007444177
98;25.28684043;0.008884094
99;25.50058603;0.011788219
100;25.56028372;0.00739613
101;25.5473174;0.010671702
102;25.77154681;0.010306464
103;25.52374968;0.007279512
104;25.26767092;0.009406347
105;25.24953107;0.009006019
106;24.94648127;0.006250077
107;25.25091055;0.009622878
108;25.34031601;0.006730097
109;25.10791898;0.008680928
110;24.91564909;0.009773146
111;23.95541179;0.009039032
112;23.69994818;0.010087502
113;24.06104256;0.009810274
114;24.02620861;0.006355928
115;23.72080213;0.009112067
116;23.54303439;0.008382486
117;23.3633257;0.007321015
118;23.65079521;0.01008319
119;23.63446043;0.007059975
120;23.20641266;0.007591209
121;23.16145284;0.009620128
122;23.01375724;0.006007133
123;22.8537508;0.010467467
124;22.7690173;0.0102293
125;22.56284922;0.006836394
126;22.20608324;0.010170919
127;22.03843368;0.008660351
128;21.81967707;0.007924624
129;21.90564082;0.009663171
130;21.87059966;0.00815807
131;22.0235885;0.007534455
132;21.89515623;0.008924889
133;21.61928989;0.00611678
134;21.40667453;0.007774981
135;21.36813469;0.008989466
136;21.3513543;0.006225902
137;21.58850432;0.009133002
138;21.3485398;0.007905329
139;21.36476894;0.005347295
140;21.34494824;0.008577494
141;21.26071041;0.007710259
142;21.46024446;0.00604969
143;21.6133166;0.007282227
144;21.32443128;0.005668486
145;21.55226048;0.005825771
146;21.49605734;0.00877444
147;21.35966106;0.005113
148;21.75107431;0.008887108
149;21.95001117;0.008482433
150;21.5328043;0.005369376
151;21.60673226;0.008527218
152;21.37045226;0.007554616
153;22.41699839;0.004554001
154;22.81924044;0.006862568
155;22.77882423;0.007682757
156;22.83091558;0.006974545
157;22.85277686;0.012832655
158;22.97196487;0.007480932
159;23.29480103;0.007526273
160;23.98633113;0.009056208
161;24.55673664;0.007054129
162;24.89459869;0.009781256
163;24.74805317;0.009260276
164;24.72911686;0.005704804
165;24.73857305;0.007110548
166;25.06404028;0.007273228
167;25.31566768;0.006078763
168;25.16826981;0.009226253
169;25.26365458;0.007307477
