Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR EPS;Calcium silicate board;;;;;;ISO 5660;EUREFIC;CDK11316_EUREFIC11;;1;2003-08-06 09:42:07
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
25;113;349;21;114;68;NA;24.2;NA;NA;1731;0.01;25;37
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -6.59102; -0.0547356; 0
5; -6.51373; -0.0369835; 0
10; -1.61681; 0.0133141; 0
15; -1.6238; 0.00887604; 0
20; -1.63256; 0.00739644; 0
25; -6.46324; 0.0221921; 741.07
30; -1.61754; -0.00295893; 1017.12
35; -1.617; 0; 1724.26
40; -1.62903; 0.00147959; 1736.32
45; -6.49745; -0.0118368; 1392.57
50; 3.24267; 0; 1515.98
55; -1.61539; 0.0103572; 881.521
60; -1.61477; 0.0103572; 19799.9
65; -1.61836; -0.00147959; 47995.9
70; -1.5964; 0; 8832.49
75; -1.61573; -0.00147934; 2441.18
80; -6.47671; 0.0118347; 2250.41
85; -6.47993; 0; 4166.75
90; -6.44463; -0.0133141; 2024.86
95; -6.48286; 0.0103554; 1668.7
100; 3.23054; 0.0207108; 3332.93
105; 51.6858; 0.0073967; 1973.85
110; 138.292; 0.0073967; -1903.39
115; 224.989; 0.0251488; 1808.11
120; 313.027; -0.0266281; -5164.15
125; 349.045; -0.0221906; -6779.27
130; 346.324; 0.158292; 1334.08
135; 336.594; 0.284042; 768.6
140; 311.07; 0.208593; 1019.53
145; 291.923; 0.113912; 1782.93
150; 273.226; 0.103555; 2017.59
155; 263.126; 0.110952; 1834.01
160; 261.022; 0.0828466; 2438.98
165; 254.661; 0.0295883; 6450.6
170; 222.786; 0.0177516; 10591.6
175; 177.648; 0.0754479; 2368.83
180; 123.562; 0.090243; 1529.22
185; 82.7047; 0.0991191; 906.05
190; 51.0159; 0.103555; 472.358
195; 35.4259; 0.0606544; 381.887
200; 29.5062; 0.0355059; 351.874
205; 18.8168; 0.00295842; 3357.22
