Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR-polyolefin;;;;E2A-1;Cable containment;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-11-09 15:21:46
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;21;279.5;66.94;;;25.94;25.4;23.35;;1878;;174.9;0.00884;Swell up approximately 100 mm. Touches the cone and disturb the weight measurement;2011-08-17;BRd6011d1;2.5;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s));Mass (g)
0;0.964304610458358;0.0206336900015237;25.94
2;1.28791865150825;0.0176039611029308;26.020741
4;1.38510040171892;0.0112458680406412;25.868713
6;1.59590777883554;0.00700541344241453;25.850742
8;0.937982762279131;-0.00160657585681263;25.736439
10;1.40832151174701;0.0721483264407661;25.849641
12;3.27981753452934;0.173243953821531;25.849603
14;9.20155267716253;0.345078713051754;25.919228
16;37.1074324386662;0.450404886468819;25.849291
18;62.1315371403566;0.626924314237672;25.844611
20;70.5831640942372;2.05824451483769;25.760671
22;71.1213207968345;4.74282391154535;25.554806
24;76.8464395730714;2.68902693137143;25.534562
26;83.9439764999054;3.87946546035676;25.559926
28;87.8231159499544;6.73267803297226;25.449589
30;90.7190820279669;5.99542330196426;25.337842
32;88.4389772339102;5.46670662683927;25.250737
34;87.4105823792368;6.11514412928948;25.221473
36;87.3750449681705;6.03149624108291;25.155231
38;87.7580739781517;5.9021868467952;25.126662
40;92.9260308295436;5.39977226403868;24.938704
42;97.1009900011601;6.06329421450493;24.939429
44;110.270307786856;6.28034535285997;24.758517
46;126.595687289882;6.52582978695904;24.656091
48;141.153829746261;8.92585757796469;24.456153
50;147.555226350906;8.02910149319375;24.231018
52;153.126690091662;9.71231470977348;24.139837
54;154.346610188948;8.92530719645158;24.158079
56;156.716956147508;8.28771703738222;23.938846
58;155.397960817448;8.23765401667139;23.757183
60;162.436792480695;7.26525952646249;23.73784
62;163.283817917011;7.422571314644;23.56083
64;168.105611184604;7.54083370413635;23.385246
66;169.938944102248;7.69555685330757;23.254907
68;174.936684529394;8.91813176763849;23.164352
70;180.58113437695;8.3549615642256;22.856725
72;181.864919947534;8.83386428987102;22.735225
74;187.020287313938;8.14526961870994;22.628858
76;192.28502422924;8.48068280047446;22.450786
78;194.378058698797;7.69804267115492;22.357871
80;204.638918794605;8.7651426882943;22.185877
82;207.501100004765;7.81481788493731;22.03341
84;212.76949671448;9.39534556097098;21.70532
86;209.605826555121;8.80726156859903;21.679259
88;214.430005542102;8.85255179135557;21.428424
90;220.73347498871;8.16039314015919;21.246894
92;216.825619204928;8.05677133261714;21.229685
94;219.336440922662;9.91112105709506;20.875534
96;219.862300983742;8.19183055228641;20.744324
98;223.805220530524;9.11800597063693;20.547037
100;228.624271260825;10.2046406591055;20.452756
102;228.400869627827;8.69249309142602;20.325112
104;233.155567367467;10.6749623084976;20.1467
106;234.49120655641;9.30938713983923;19.876837
108;237.105935595314;11.2886718657718;21.243973
110;235.246516790982;9.55471940221428;30.34218
112;233.058333389937;8.50141791044551;36.292919
114;233.095061815005;7.8975830067689;36.880457
116;236.887168109809;6.35732296167442;37.917798
118;240.082587958014;6.5778311585703;38.784863
120;235.653932011742;7.08900040549658;39.924769
122;235.208893679529;5.96039655116067;40.460407
124;236.35332212287;6.47948922649666;40.810972
126;240.047311526691;7.3141687511442;41.749288
128;253.507597196933;7.33896242073367;43.12894
130;254.923407522864;7.50106521145531;44.66069
132;256.835394616543;9.22220268513156;51.919087
134;256.309968983531;9.23055477008509;54.240493
136;260.825342796818;8.80229937467676;56.079438
138;258.866160779711;8.41852917914865;61.175443
140;260.333314899096;8.36804882675641;65.009579
142;265.630962851445;8.40769361648094;63.370971
144;271.029070963041;8.21612969574583;23.950272
146;279.541910621241;12.3272603065957;23.327941
148;279.15874181245;17.2879807507355;31.368007
150;271.722540565798;16.7944279858269;43.760201
152;261.195212221491;15.2617367796967;44.023818
154;242.03746659372;14.1481409832594;50.199366
156;235.455104633947;14.8977254965378;52.412704
158;229.080573203554;12.5649033177629;60.032045
160;223.118414738272;12.9391282299952;76.676625
162;218.642855947143;12.9694438753474;85.03475
164;209.764867256839;11.2178494171834;89.172432
166;199.804502047327;10.5216149632449;93.406471
168;195.881598991378;10.3861490496418;97.322194
170;201.12695769167;11.0515306944858;101.39181
172;192.453824263722;11.9168351933578;94.147187
174;192.743653904696;13.1492323016325;98.555804
176;186.234956753394;10.9012131307974;122.271967
178;187.261893765242;12.1672703375456;128.467698
180;186.160245268958;11.5103345234909;132.361998
182;177.373181450407;9.95932088514295;134.487946
184;175.511464616365;10.1182035975532;144.658371
186;175.652355694782;10.2645808390372;144.7113
188;171.327577224095;9.16743007131103;145.164086
190;174.055984799611;8.99504001828661;152.829093
192;172.192263252243;9.12409831240579;151.063009
194;171.492483909142;8.08694589404376;156.967936
196;168.021740174334;8.16615557721579;164.854343
198;168.675238254616;7.91964108803159;166.467106
200;168.274581476945;8.57810586231022;164.315576
202;166.082860501925;7.98674592621747;147.066611
204;162.430035237291;7.5478945981268;144.843253
206;157.132361885698;7.90953308654839;146.088526
208;152.262940318474;6.71728109399004;147.335256
210;150.244680897151;8.13010780920229;147.320169
212;148.042342454997;6.60604094775454;148.129533
214;145.863476970684;6.30641647906542;153.461454
216;139.743598016867;6.92991687410576;153.985565
218;142.979004598805;5.7690847254994;152.263938
220;141.680475011628;6.04733282398212;150.601191
222;143.249869319455;6.26369979473478;149.937255
224;143.957004036493;6.45971295293887;149.509958
226;140.744010744438;5.93414134801798;150.58313
228;138.573000690199;4.96243930754467;149.705101
230;141.092083889697;4.73864863362572;146.286975
232;138.718532297816;5.98463437110368;145.440102
234;132.571668660799;4.86796763205589;142.680374
236;129.299486093674;4.16375899086044;136.169693
238;125.797355509984;3.45986450015764;128.08231
240;117.202465518722;3.53305374957202;123.451071
242;111.556099745602;2.52664120362479;116.043122
244;103.261087828481;2.1698723739983;105.110986
246;95.3234944845191;1.85615673401692;103.801389
248;89.0491137086007;1.70039472590367;99.641559
250;82.4946633205043;1.29321461202402;96.399416
252;77.2744726749574;0.787090055003067;92.724468
254;75.0634706001007;0.679423727383195;91.481779
256;69.2550289376013;0.486371611669193;86.978159
258;65.7130482827206;0.340599624536087;83.68144
260;63.2683734262971;0.318813213750904;77.644689
262;60.6169566045526;0.155803194662078;76.477306
264;58.3412279850543;0.140782780004693;72.507718
266;57.3770765616193;0.0845437202913648;72.22497
268;57.3749508599379;0.0182027078405282;64.14026
270;57.3919753391959;0.00898288239376296;60.887186
272;56.9235948632788;-0.0367329894758599;52.623393
274;55.085688075629;-0.0428063288589606;51.617894
276;56.074908634311;-0.0609041621684829;42.569678
278;56.6369781354912;-0.0575448463163917;34.505688
280;56.7616206287777;-0.0905603717605424;31.480137
282;56.5850988656916;-0.0699806844301627;25.478978
284;56.0998741036528;-0.0782040950401331;20.806493
286;54.3543441954533;-0.0834642104972828;14.241459
288;54.6858940339915;-0.0857589697996664;12.218429
290;53.8350502906234;-0.0994908298025399;7.904144
292;54.9429379361879;-0.101085552467001;7.559609
294;53.7446021543101;-0.113391162757041;8.043317
296;56.1992503327082;-0.112704132179992;8.620128
298;56.3171335041749;-0.127107454488507;8.403127
300;57.1435834836084;-0.13139015496179;7.843069
302;60.3775911066933;-0.142678501913371;4.339418
304;59.6046551779311;-0.140576757295377;3.74722
306;60.4375898225065;-0.142545236122269;3.573518
308;59.769972659348;-0.124949122687775;4.043844
310;60.2194755726968;-0.131453054504876;5.065028
312;60.1074179653298;-0.146768682716188;-0.957581999999999
314;59.7087237040622;-0.148931074559043;-0.277753999999999
316;60.6034025731292;-0.148168856285583;0.150304000000001
318;60.6602404612164;-0.146731659682526;0.267107000000001
320;59.551665628487;-0.160569071087188;0.426249000000001
322;59.0824680458212;-0.146786115668345;0.909974000000001
324;58.6620237189558;-0.153369287196386;2.534148
326;60.9516887093701;-0.167980686198167;2.821229
328;61.2771950048353;-0.176827294619793;7.451301
330;60.5484669093688;-0.156065803814977;8.083432
332;61.544045723612;-0.163816960022141;5.620292
334;59.8549897913203;-0.164712491416348;5.506686
336;60.29199662682;-0.158420041812212;5.688287
338;60.4359661250604;-0.152543020275737;5.89004
340;60.452629956192;-0.164228690398428;6.806849
342;61.0075955329627;-0.180851838451101;7.120803
344;60.5605343833271;-0.181363516941412;7.177804
346;60.3095564496165;-0.19675190267734;7.178345
348;58.5779572911067;-0.163338972478369;7.182585
350;59.9536248213202;-0.17368635691722;7.362133
352;58.2210123782298;-0.172863184888924;7.468442
354;59.7574241940338;-0.165426530727816;7.511958
356;59.9766116617435;-0.151464775321046;6.684567
358;58.9431279863665;-0.15670751998791;6.506201
360;59.7457641636822;-0.167389349660401;6.485915
362;58.4861934419595;-0.167373215469471;6.202128
364;58.6934706626692;-0.156731811162162;6.18091
366;59.1856627019882;-0.168071335124316;6.063776
368;59.9387935364242;-0.172207821096989;6.089407
370;58.7396363422696;-0.183627214352338;6.001884
372;57.9833191316202;-0.173935771567875;6.002497
374;57.5029997447712;-0.158854797981778;5.978166
376;57.9631611928461;-0.171568414252394;5.889214
378;58.5160585591974;-0.168373600244621;5.890552
380;57.263912447168;-0.182374096599447;5.890583
382;57.725845216671;-0.160507777010369;5.778959
384;57.4708768519309;-0.153141608082311;5.800394
386;57.26098825057;-0.190554819929706;5.758075
388;58.2259829074261;-0.16924752138787;5.777783
390;59.5831108381688;-0.163072389240539;5.68822
392;59.3664119168936;-0.169798792110591;5.687671
394;59.6163053297359;-0.171250343350226;5.661919
396;59.8354637664775;-0.187734018113824;5.577311
398;58.4071005916042;-0.174470473009999;5.575195
400;58.255940292758;-0.159610977928985;5.503355
402;59.0729949539814;-0.165140451211487;5.504176
404;58.7157004892636;-0.171381350303023;5.399135
406;58.3886751366947;-0.143616549875419;5.375542
408;58.5615006220036;-0.184058044513303;5.284739
410;58.1764040447156;-0.167480312751983;5.283771
412;58.8643127304089;-0.163341517652445;5.261724
414;58.0109571845991;-0.161786842974747;5.196671
416;56.8513423807484;-0.144984376237235;5.287204
418;56.389456817625;-0.137259600244486;5.286973
420;57.7150182090071;-0.144702061876975;5.260745
422;56.8822455439713;-0.144548518215769;5.104293
424;58.0337660807695;-0.157590810514796;5.085235
426;57.9147905334767;-0.154713966168994;5.084251
428;58.8892696618431;-0.176960165911304;5.061438
430;58.5243975619419;-0.157024346435671;4.975042
432;58.40064246859;-0.160093290969304;4.90614
434;56.6890615830159;-0.175243647605914;4.888261
436;56.6310246803632;-0.167484001965197;4.885779
438;54.444057952296;-0.160514832978077;4.885382
440;54.1356963078003;-0.179814021554465;4.887121
442;53.826448079622;-0.175777320715504;4.886947
444;53.5909439464943;-0.163591600621064;4.800241
446;54.0266258490466;-0.165093422357123;4.77773
448;52.5686372007512;-0.191477155363292;4.693128
450;52.497618704475;-0.169036865324613;4.689876
452;50.0316439939694;-0.152967594014106;4.601058
454;50.3672217912648;-0.182414185775101;4.687459
456;49.5475964536063;-0.164920265765141;4.578653
458;49.3073260245624;-0.196211119082922;4.576715
460;48.9730653261624;-0.188854245826353;4.508381
462;48.726746805611;-0.183837665057208;4.495454
464;47.3199692928753;-0.183968837372973;4.490252
466;47.7735569909263;-0.174615542168473;4.48943
468;47.0325842713439;-0.199173399132982;4.375884
470;47.0747410833311;-0.192824317151104;4.400568
472;48.0428258641559;-0.211265136091664;4.376057
474;47.2664060465235;-0.206261290519006;4.376298
476;46.7425792113256;-0.209799225042655;4.285524
478;45.6516898607549;-0.197605854046789;4.2
480;45.1207160509506;-0.199668710628639;4.262628
482;44.7109756265162;-0.194068201442347;4.286936
484;45.2014036624898;-0.21001834336988;4.259875
486;43.3187475425221;-0.205482769808226;4.174328
488;42.3955759612092;-0.20338114970351;4.090969
490;42.6525440332351;-0.208642883621799;4.063959
492;41.6750533857673;-0.208095152968503;4.174422
494;39.5879298651903;-0.204511800501413;4.088318
