Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Plastic faced steel sheet;Mineral wool;;;;;;ISO 5660;EUREFIC;CS000035_EUREFIC5;;1;2003-08-06 09:00:49
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;80;70;1.9;10;NA;1.4;13.4;NA;NA;217;0.01;25;640
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.698; -0.2262; 0.0062; -264.658
3.702; -0.905; 0.0006; -225.573
6.162; 0.0179; 0.0047; -195.687
8.16; -0.7328; 0.0024; -194.023
10.482; -0.3199; 0.0032; -87.4372
12.462; -0.4722; 0.0055; -82.5396
14.442; -0.6726; 0.0033; -71.1669
16.92; -0.6054; 0.0056; -51.7865
18.9; 0.3317; 0.0024; 21.8696
20.898; 0.2413; 0.0042; 104.869
22.902; 0.2299; 0.0015; 171.889
24.882; 0.3102; 0.0028; 224.186
27.342; 0.366; 0.0035; 280.12
29.34; 1.1611; 0.0085; 276.594
31.338; 0.8733; 0.0063; 252.483
33.48; 1.1677; 0.01; 264.424
35.478; 1.5471; 0.0204; 339.192
37.962; 3.2057; 0.0355; 436.761
39.96; 3.1952; 0.0623; 624.722
41.958; 3.3509; 0.079; 753.294
43.98; 3.3475; 0.09; 807.828
45.96; 3.277; 0.0904; 811.507
48.462; 3.5252; 0.0772; 740.605
50.46; 3.5669; 0.0509; 559.188
52.458; 3.2171; 0.0377; 451.406
54.72; 4.1776; 0.0264; 387.426
56.718; 4.5221; 0.0168; 332.706
59.262; 4.837; 0.0134; 299.581
61.242; 5.662; 0.0107; 297.405
63.222; 5.5396; 0.01; 305.085
65.202; 5.4874; 0.0072; 331.571
67.182; 5.3107; 0.0091; 369.315
69.702; 4.9265; 0.0091; 447.577
71.682; 4.6247; 0.0097; 457.174
73.662; 5.1911; 0.01; 468.21
75.66; 4.6968; 0.0182; 463.94
77.958; 14.5304; 0.0242; 809.527
80.46; 48.7199; 0.0247; 1013.24
82.458; 66.8215; 0.0278; 1153.36
84.438; 52.397; 0.0259; 1219.39
86.418; 35.1813; 0.02; 1219.06
