Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR Particle board;;;;;;;ISO 5660;EUREFIC;CDK8208_EUREFIC8;;1;2003-08-06 10:14:39
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
75;155;90;36;68;68;NA;8.1;NA;NA;35;0.01;12;754
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; 0.420702; 0.0547282; 0
5; 5.38535; -0.0162689; 0
10; 0.413677; 0.0636129; 0
15; 5.32936; 0.112433; 0
20; 5.33289; 0.110955; 0
25; 5.31369; 0.158294; 0
30; 10.1655; 0.144978; 0
35; 10.2034; 0.109472; 0
40; 10.1882; 0.125747; 0
45; 10.1749; 0.125747; 0
50; 10.1834; 0.116873; 0
55; 5.29865; 0.0946787; 0
60; 10.1616; 0.0976374; 0
65; 10.2041; 0.097642; 0
70; 10.1699; 0.0976374; 0
75; 10.1706; 0.099117; 0
80; 10.1837; 0.0872843; 0
85; 10.2283; 0.0872843; 0
90; 10.1596; 0.099117; 0
95; 19.9426; 0.0976374; 0
100; 15.0279; 0.097642; 0
105; 10.1632; 0.099117; 0
110; 10.1406; 0.0872803; 0
115; 15.0375; 0.0887639; 0
120; 19.8629; 0.0872838; 0
125; 15.0143; 0.0976415; 0
130; 15.0139; 0.109474; 0
135; 24.6765; 0.0976374; 0
140; 24.7702; 0.0858053; 0
145; 48.8953; 0.0976374; 0
150; 58.3196; 0.109475; 0
155; 62.5689; 0.0961584; 63.7986
160; 62.3656; 0.0961584; 15.3876
165; 62.5387; 0.109475; 43.5643
170; 66.8343; 0.0946787; 62.0467
175; 61.869; 0.106516; 72.213
180; 66.9137; 0.118352; 67.1709
185; 75.9288; 0.105036; 88.901
190; 75.6381; 0.106516; 88.4538
195; 81.2203; 0.106516; 89.3585
200; 85.0424; 0.105032; 78.1872
205; 80.4176; 0.118353; 62.8574
210; 85.2735; 0.106516; 59.322
215; 85.0912; 0.0961578; 58.6193
220; 89.7722; 0.100601; 44.4916
225; 85.3638; 0.0754476; 61.0801
230; 80.6721; 0.0887599; 31.3108
235; 71.1096; 0.100597; 15.3499
240; 75.83; 0.0887634; 7.93725
245; 71.2885; 0.0784103; 5.24436
250; 66.7228; 0.081365; 2.83819
255; 62.0726; 0.0695282; 1.54163
260; 66.5932; 0.0710119; -9.76507
265; 62.1086; 0.0710114; -10.0312
270; 61.929; 0.0710119; -20.774
275; 62.1809; 0.0724869; -11.8169
280; 62.4491; 0.0591751; -22.6367
285; 52.6265; 0.0724915; -10.8275
290; 57.4499; 0.0710078; -22.4735
295; 52.9729; 0.0710078; -14.2909
300; 52.9026; 0.0724909; -11.2467
305; 52.8949; 0.0636169; -16.6527
310; 62.271; 0.0399434; -31.3131
315; 52.6751; 0.0517766; -22.0809
320; 57.2478; 0.0754461; -19.7126
325; 62.1467; 0.0606547; -21.7538
330; 62.4697; 0.0621338; -19.7744
335; 57.3913; 0.0621338; -19.6609
340; 57.6736; 0.0606542; -23.4908
345; 52.9554; 0.0739706; -16.6431
350; 57.4887; 0.0606542; -17.9685
355; 57.4338; 0.0621338; -17.4448
360; 57.3354; 0.0636134; -16.4364
365; 57.6223; 0.050297; -24.4821
370; 67.0201; 0.0621338; -19.8851
375; 62.3491; 0.0739706; -6.34046
380; 62.0932; 0.0591751; -1.96274
385; 71.68; 0.0710073; 12.5068
390; 71.6015; 0.0828486; 7.25589
395; 71.2873; 0.0680527; 4.29968
400; 71.0383; 0.081365; 12.0154
405; 71.3295; 0.0798859; 21.4504
410; 76.1056; 0.0784063; 26.8273
415; 66.852; 0.0946813; 8.27942
420; 80.492; 0.0576955; 4.64157
425; 76.1929; 0.0591751; -0.187651
430; 75.9464; 0.0843241; 3.31523
435; 75.8477; 0.0680491; 26.0199
440; 75.9197; 0.0798859; 3.77954
445; 71.2345; 0.0917226; -0.362717
450; 75.6743; 0.0798854; -13.2562
455; 75.3653; 0.0695323; -39.5061
460; 71.1294; 0.0695323; -15.0836
465; 76.0929; 0.081365; -16.7327
470; 75.8709; 0.0813655; -10.7101
475; 75.831; 0.0680491; -15.2255
480; 75.5516; 0.0798859; -13.7648
485; 80.4555; 0.0932017; -7.78237
490; 84.8102; 0.0680527; -11.2355
495; 80.0682; 0.0695323; 1.87206
500; 80.052; 0.0828446; 0.602135
505; 80.1286; 0.0680491; 0.734165
510; 80.1356; 0.081365; -4.36915
515; 75.3834; 0.0798899; -9.48102
520; 80.2469; 0.0798854; -8.28353
525; 75.5777; 0.081365; -17.0547
530; 70.8116; 0.0724915; -22.6843
535; 66.4316; 0.0488174; -35.581
540; 75.9401; 0.0606547; -27.4561
545; 66.2943; 0.0858032; -21.0597
550; 61.5818; 0.0591751; -25.8093
555; 66.304; 0.0591751; -18.7211
560; 66.4647; 0.0858032; -10.7338
565; 61.6513; 0.0606542; -20.8707
570; 61.8945; 0.0488215; -14.4958
575; 57.2407; 0.0739706; -8.25166
580; 57.2752; 0.0739665; -6.97124
585; 56.8219; 0.050297; -6.64658
590; 52.458; 0.0503011; 6.82044
595; 52.4415; 0.0739703; -5.47819
600; 48.0554; 0.0710096; -47.4945
605; 33.5724; 0.0710098; 5.97059
610; 29.0367; 0.0710096; 16.7928
615; 33.9919; 0.0710119; 71.7823
620; 29.233; 0.0724889; 98.841
625; 29.3398; 0.0606544; 147.795
630; 24.5212; 0.0621338; 149.655
635; 24.6354; 0.0621338; 159.005
640; 24.6285; 0.0606544; 172.033
645; 24.5701; 0.0710096; 139.146
650; 24.5305; 0.0843259; 127.631
655; 19.7562; 0.0606544; 178.432
660; 19.8046; 0.050297; 213.189
665; 19.7415; 0.0650927; 164.649
670; 19.8461; 0.0517784; 199.965
675; 19.809; 0.0532578; 189.357
680; 19.8108; 0.0547371; 172.109
685; 24.5681; 0.0429024; 225.867
690; 19.8281; 0.044382; 229.046
695; 19.8752; 0.045859; 198.844
700; 24.608; 0.0325472; 276.006
705; 24.5009; 0.0458613; 182.043
710; 24.6832; 0.045859; 182.993
715; 19.8336; 0.0325472; 246.928
720; 19.8692; 0.0458613; 168.917
725; 24.6332; 0.045859; 149.228
730; 24.6371; 0.0340266; 181.385
735; 24.7137; 0.0355059; 175.875
740; 24.6146; 0.0369832; 168.619
745; 24.6897; 0.0251485; 59.2817
750; 24.6122; 0.036986; 126.313
755; 29.6119; 0.0695353; 66.4033
