Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PVC wall carpet;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000032_EUREFIC10;;1;2003-08-05 13:37:05
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;14;68;10.7;47;34;16.1;6.6;NA;NA;101;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.62; -1.7551; -27.2746; -100000
3.6; -1.2272; -14.4171; -100000
6.12; -1.3915; -4.9124; -100000
8.118; -1.7034; -1.1412; -100000
10.362; -1.1001; -0.444; -100000
12.36; -0.4404; -0.1194; -100000
14.358; 9.6542; 0.0007; -100000
16.842; 33.0551; 0.0572; -100000
18.858; 53.0467; 0.0827; -100000
20.862; 60.2064; 0.0902; 298.43
22.86; 62.7764; 0.0931; 284.302
24.858; 65.5521; 0.0894; 281.126
27.318; 66.3575; 0.0899; 285.04
29.322; 68.3282; 0.0855; 294.869
31.32; 68.3307; 0.0836; 321.995
33.558; 67.1364; 0.0776; 317.806
35.538; 60.217; 0.0748; 319.891
38.082; 55.8784; 0.0687; 312.854
40.098; 55.2224; 0.0647; 286.426
42.102; 56.1163; 0.0628; 230.492
44.142; 55.7154; 0.0616; 204.179
46.158; 55.1953; 0.0605; 170.246
48.642; 55.8701; 0.0604; 143.132
50.7; 55.4911; 0.0624; 136.091
52.74; 56.3901; 0.0623; 212.609
55.002; 55.3778; 0.0641; 242.287
57; 49.9457; 0.0621; 254.99
59.502; 49.794; 0.062; 276.574
61.5; 53.7368; 0.0632; 288.09
63.48; 54.3526; 0.0635; 212.728
65.478; 54.8461; 0.0622; 192.742
67.5; 56.3106; 0.0659; 200.04
70.002; 56.9046; 0.0662; 197.625
72; 56.072; 0.0636; 222.25
74.04; 52.6315; 0.0636; 232.195
76.062; 51.3714; 0.0636; 238.363
78.318; 53.0575; 0.0652; 239.459
80.82; 53.5049; 0.0649; 231.496
82.818; 53.4469; 0.0663; 193.906
84.822; 56.2167; 0.0646; 185.676
86.82; 54.7417; 0.0648; 166.039
88.818; 54.1786; 0.0625; 143.547
91.278; 53.6224; 0.0616; 125.598
93.258; 54.1617; 0.0614; 110.693
95.262; 54.1575; 0.063; 90.7582
97.26; 52.3417; 0.0652; 77.593
99.282; 52.3835; 0.0624; 66.6978
102.078; 52.7743; 0.0643; 62.0038
104.082; 51.9745; 0.0603; 58.32
106.08; 50.547; 0.0607; 55.1477
108.078; 48.7523; 0.0599; 54.7582
110.082; 49.1953; 0.0636; 53.4979
112.602; 50.5433; 0.0613; 48.7992
114.582; 51.6652; 0.0666; 45.0928
116.58; 51.2454; 0.0674; 42.5886
118.578; 49.0972; 0.0664; 37.644
120.6; 48.7692; 0.0658; 33.1136
123.42; 49.4784; 0.0679; 30.6617
125.418; 49.8063; 0.0686; 30.0243
127.44; 49.0447; 0.0669; 29.4298
129.462; 48.4322; 0.0665; 29.0348
131.46; 47.2583; 0.0657; 30.1487
133.92; 46.4691; 0.0636; 30.5058
135.9; 46.2749; 0.0622; 29.1626
