Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Rubber floor covering 2.2-3.0 mm;Minerit board;;;Floor;;;ISO 5660;SP Report 2007:29 The Influence of floor materials on room fires;;;1;2007-06-28 14:32:48
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;23;754;47.7;159.6;115.6;22.9;17.78;24.1;871;322;0.0088;2.2-3.0;
VectorData
Time (s);HRR (kW/m2);SEA (m2/kg);MLR (g/s);SPR (m2/s)
0;-0.18487631;0;-0.073166417;2.85E-05
2;1.433250196;-21.30632314;0.026945917;-0.000574118
4;1.321976242;0;-0.03105025;-2.58E-05
6;1.06208274;0;-0.032042125;-0.000916518
8;1.119931703;0;-0.020815125;0.001151555
10;-0.483516676;0;-0.022133083;-0.000145708
12;-0.362937593;79.52354857;0.002813792;0.000223763
14;0.430878728;0;-0.004692042;-1.96E-05
16;0.085417792;24.92131783;0.024814833;0.000618418
18;-2.262577422;41.04175721;0.024769792;0.001016596
20;3.898102549;0;-0.001939917;0.002342459
22;21.45600471;376.2546455;0.008587292;0.003231008
24;85.08412446;0;-0.034743;0.002936971
26;320.8823562;0;-0.232226208;0.000224296
28;557.0936048;0;-0.096006292;0.03713572
30;703.8992978;694.970678;0.175414708;0.121908079
32;713.8302336;533.8245069;0.26728825;0.142685018
34;679.2734969;349.7172863;0.477525208;0.16699882
36;668.2286544;569.0437549;0.3299385;0.187749443
38;613.7826003;1071.185949;0.190122083;0.203656104
40;534.7537129;1038.409632;0.152769208;0.158637017
42;466.2636494;3777.3145;0.056374417;0.212943902
44;388.457601;1870.662535;0.076474042;0.143057125
46;330.5643233;1362.972106;0.1033545;0.140869301
48;275.037251;800.6847109;0.12932375;0.103547549
50;247.729866;962.4625253;0.092506292;0.089033839
52;216.0115156;524.617567;0.134859917;0.070749881
54;189.4148446;590.4386882;0.102444958;0.060487467
56;174.2722131;937.1696105;0.04559675;0.042731888
58;164.942692;3136.327266;0.015056042;0.047220674
60;149.1988226;615.5214658;0.076481083;0.047075749
62;148.3218543;344.3227229;0.117907917;0.040598375
64;136.2482369;1883.122861;0.016946542;0.03191242
66;132.1770827;2018.160482;0.013568167;0.027382738
68;127.2927409;383.8826501;0.07972275;0.030604181
70;123.6365868;391.3307699;0.086466667;0.033837067
72;122.9180295;1896.579874;0.015928833;0.030210305
74;120.3465331;508.1715563;0.054139292;0.027512048
76;119.690401;478.4686281;0.054470833;0.026062585
78;117.5294656;2170.089342;0.012570458;0.027279018
80;116.9840025;475.4221059;0.053099792;0.025244815
82;116.6991479;605.2718809;0.04586025;0.02775792
84;116.0119254;379.6355094;0.0790185;0.029998228
86;114.3422322;504.0240504;0.053037083;0.026731966
88;114.3770542;0;-0.015617042;0.028805964
90;116.9022469;483.1082992;0.059070542;0.028537469
92;115.9798087;247.4752991;0.121755667;0.03013152
94;113.4297086;586.9843389;0.044867292;0.026336398
96;112.869407;3019.149516;0.009433292;0.028480518
98;112.6754045;281.4215033;0.0848505;0.023878755
100;108.5252325;621.702875;0.05428375;0.033748363
102;107.7994933;0;-0.02421725;0.022977969
104;110.2329976;256.5140162;0.117377875;0.03010907
106;103.9450092;277.5176878;0.08700525;0.024145496
108;104.864995;0;-0.041816208;0.028655143
110;102.2763359;1084.412449;0.024953;0.027059344
112;98.22000061;495.4639032;0.051922667;0.025725807
114;98.14218481;418.476004;0.0537065;0.022474882
116;94.75968883;1189.497701;0.019755958;0.023499667
118;94.8221816;675.9708566;0.028477958;0.01925027
120;91.42665782;814.4201276;0.026357875;0.021466384
122;91.46033923;919.639828;0.021293917;0.019582734
124;93.20662888;1084.183594;0.022617375;0.024521387
126;95.16484415;799.3602144;0.029285333;0.02340953
128;97.32537099;807.6043986;0.023515917;0.018991558
130;98.12621649;521.0348336;0.052401375;0.027302942
132;100.8309718;359.2187984;0.079881417;0.028694907
134;101.6139548;661.3599332;0.0434135;0.028711949
136;106.2929647;723.7539944;0.05544275;0.040126912
138;107.6579993;1799.482253;0.019336375;0.034795464
140;103.6497709;1195.898956;0.025766583;0.03081423
142;103.5856301;2200.138848;0.016571208;0.036458959
144;101.4225763;235.6892348;0.135964125;0.032045281
146;102.9695608;313.7067612;0.109380333;0.03431335
148;99.60200225;0;-0.017215667;0.033049765
150;97.76806752;1508.470481;0.019492;0.029403107
152;94.84004872;1140.342191;0.031799667;0.036262502
