Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PVC wall carpet;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000027_EUREFIC10;;1;2003-08-05 13:29:05
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;22;106;8.9;44;28;13.6;6.3;NA;NA;155;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0.06; 0.3698; -0.0095; 30.3693
2.058; 0.3534; -0.0022; 70.192
4.062; 0.8715; 0.0013; 108.634
6.558; 0.4329; 0.0018; 130.751
8.58; 1.5977; 0.0018; 286.127
10.878; 4.5366; 0.0043; 245.972
12.9; 4.4338; 0.0007; 217.92
14.898; 5.3428; 0.0099; 192.285
17.382; 5.1779; 0.0313; 226.117
19.38; 29.9364; 0.0688; 181.368
21.402; 98.5409; 0.0797; 208.562
23.4; 104.532; 0.1006; 230.607
25.44; 84.9085; 0.1153; 262.483
27.942; 74.9981; 0.1102; 290.875
29.898; 78.8825; 0.0978; 268.032
31.938; 86.7906; 0.0997; 314.388
34.2; 90.2998; 0.1029; 401.019
36.198; 94.7673; 0.099; 517.602
38.742; 102.769; 0.0986; 603.276
40.74; 106.313; 0.0972; 691.068
42.72; 100.794; 0.0966; 727.157
44.718; 96.1224; 0.0878; 719.4
46.722; 90.8145; 0.0858; 663.892
49.242; 84.53; 0.0825; 596.478
51.258; 79.1749; 0.0761; 532.534
53.262; 75.0964; 0.0723; 484.526
55.602; 72.2137; 0.0688; 447.125
57.6; 68.1043; 0.067; 406.603
60.078; 66.7551; 0.064; 365.402
62.082; 63.2811; 0.0612; 324.845
64.08; 60.338; 0.0578; 289.882
66.078; 57.9273; 0.0579; 256.334
68.082; 57.351; 0.0552; 234.907
70.602; 58.0219; 0.0543; 217.198
72.582; 58.4434; 0.0539; 204.742
74.58; 59.9763; 0.0562; 195.341
76.578; 59.6145; 0.0548; 186.622
78.84; 58.3558; 0.0542; 176.879
81.402; 57.8197; 0.0552; 171.255
83.4; 56.5107; 0.0543; 161.974
85.422; 56.9367; 0.0521; 153.594
87.402; 55.269; 0.0517; 148.4
89.4; 54.9992; 0.0513; 144.68
91.962; 53.6059; 0.0512; 144.165
93.96; 53.9528; 0.052; 147.317
95.958; 54.6186; 0.0522; 153.344
97.962; 54.6394; 0.053; 154.348
99.978; 52.6937; 0.0532; 152.835
102.72; 50.9747; 0.0528; 143.288
104.742; 51.2195; 0.0506; 129.479
106.782; 50.2751; 0.0515; 115.236
108.78; 50.3128; 0.0511; 104.59
110.778; 49.4986; 0.051; 95.2546
113.238; 47.1117; 0.0493; 88.4675
115.242; 44.2649; 0.0487; 82.981
117.3; 40.9219; 0.0472; 78.1507
119.28; 38.9049; 0.0466; 73.5842
121.302; 37.8681; 0.0465; 67.2132
124.182; 37.3689; 0.0459; 61.96
126.198; 35.0619; 0.0487; 57.0269
128.202; 33.683; 0.0497; 53.0911
130.218; 32.958; 0.0502; 51.0071
132.222; 31.8831; 0.0511; 49.8954
134.742; 31.0258; 0.0517; 48.9144
136.74; 29.9762; 0.0512; 49.057
138.738; 28.4645; 0.0516; 48.6983
140.742; 27.8966; 0.0513; 46.8882
142.74; 26.7416; 0.05; 46.7964
145.26; 26.9234; 0.0509; 46.5962
147.498; 26.4807; 0.0501; 54.7728
149.502; 20.385; 0.0493; 65.6236
151.5; 17.1143; 0.0496; 79.7351
153.48; 14.4552; 0.0496; 94.9801
156.018; 14.2318; 0.0485; 110
158.022; 12.6507; 0.0484; 117.328
160.02; 12.202; 0.0484; 121.044
