Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Textile wall covering;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000024_EUREFIC3;;1;2003-08-05 13:21:36
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;24;172;8.0;44;NA;11.1;7.2;NA;NA;31;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.242; -0.9989; -46.2875; -0.0072
3.222; -1.1363; -15.37; -0.0556
5.658; -1.8123; -5.1823; -0.296
7.662; -1.3758; -1.2186; -1.4936
9.858; -0.2139; -0.4881; -8.7921
11.898; 0.9828; -0.1583; -57.7492
13.902; 1.3294; -0.0502; 2.8738
16.398; 1.898; -0.0104; 39.5087
18.402; 1.2634; 0.0156; 78.769
20.4; 0.4635; 0.0314; 97.4049
22.422; -0.5535; 0.0459; 149.747
24.42; -6.613; 0.0701; 90.6732
26.958; -5.6146; 0.0972; 55.411
28.962; 13.1329; 0.125; 19.3414
30.96; 40.1507; 0.1341; 14.3581
33.102; 78.722; 0.1441; 21.2074
35.1; 100.599; 0.1496; 34.6591
37.578; 125.044; 0.1396; 50.9477
39.582; 152.118; 0.1351; 66.6151
41.58; 170.589; 0.126; 78.6345
43.56; 172.268; 0.1207; 84.3609
45.558; 168.486; 0.1144; 86.9616
48.018; 158.874; 0.1138; 85.5941
49.998; 150.663; 0.1038; 81.615
52.002; 144.467; 0.104; 71.9472
54.222; 139.435; 0.1017; 61.2195
56.22; 135.648; 0.0955; 46.8019
58.698; 128.977; 0.0961; 32.7246
60.678; 120.29; 0.0849; 21.0701
62.658; 114.814; 0.0842; 24.1546
64.68; 105.001; 0.0722; 36.7131
66.66; 100.541; 0.0685; 50.6272
69.12; 90.1249; 0.063; 66.1589
71.118; 76.7547; 0.0647; 79.6747
73.098; 61.0779; 0.0599; 81.7443
75.078; 49.7719; 0.064; 77.8052
77.298; 44.2423; 0.0616; 74.1897
79.758; 40.4328; 0.0575; 68.6092
81.762; 37.2232; 0.0551; 62.9762
83.76; 34.5755; 0.0553; 57.7729
85.74; 31.2475; 0.0567; 51.8265
87.738; 29.1531; 0.053; 45.089
90.24; 27.6802; 0.0529; 39.2251
92.238; 26.3937; 0.0534; 35.5353
94.242; 24.9213; 0.0545; 32.237
96.24; 25.0142; 0.0495; 29.504
98.238; 25.0437; 0.0522; 27.7891
100.92; 25.4497; 0.0531; 26.6278
102.918; 24.9072; 0.0522; 24.771
104.922; 24.5307; 0.0506; 23.3904
106.92; 23.7671; 0.052; 22.288
108.918; 23.0531; 0.051; 21.3082
111.36; 21.7051; 0.0497; 20.2852
113.358; 22.1785; 0.0488; 19.343
115.362; 22.9257; 0.0481; 19.2136
117.36; 22.1041; 0.0487; 18.7484
119.358; 22.1904; 0.0482; 18.1822
122.118; 21.4587; 0.0478; 17.7449
124.098; 22.1319; 0.0479; 17.761
126.102; 21.0245; 0.0473; 17.4007
128.1; 20.8395; 0.0468; 17.1925
130.08; 20.877; 0.0468; 17.1931
132.54; 20.1642; 0.0468; 17.2436
134.538; 20.1614; 0.0463; 17.146
136.542; 20.016; 0.0471; 16.8233
138.54; 19.7325; 0.0462; 16.6215
140.52; 19.9573; 0.0477; 16.0559
142.98; 20.0069; 0.0459; 15.5534
145.182; 18.6276; 0.0471; 15.3844
147.162; 18.8567; 0.0456; 15.6959
149.16; 18.6767; 0.0447; 15.7569
151.158; 18.0677; 0.0451; 16.1882
153.618; 17.9264; 0.0451; 16.0112
155.598; 18.6962; 0.0437; 15.9572
157.602; 18.2557; 0.0438; 15.2477
159.6; 17.051; 0.0442; 14.9199
161.598; 16.9859; 0.0427; 14.0033
164.04; 17.3292; 0.0441; 13.799
166.02; 17.2751; 0.0436; 12.9613
168.162; 17.2278; 0.0432; 12.594
170.16; 16.3168; 0.0437; 12.2119
172.158; 15.8875; 0.0439; 12.0736
174.618; 15.0669; 0.0426; 11.894
176.598; 15.2706; 0.0423; 11.7435
178.578; 14.6174; 0.0423; 11.752
180.558; 13.8133; 0.0432; 11.4751
182.538; 14.0575; 0.0424; 11.2829
184.98; 13.608; 0.041; 10.7613
186.978; 13.1051; 0.0401; 10.5951
189.138; 12.5218; 0.0401; 10.225
191.118; 11.5502; 0.0369; 9.7408
193.098; 11.1765; 0.0372; 9.548
195.54; 11.2154; 0.0399; 9.3188
197.538; 11.1023; 0.0399; 8.6811
199.518; 10.5751; 0.0388; 8.4329
201.522; 9.6018; 0.04; 8.3215
