Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
;;;;X;;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-11-09 12:58:08
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
50;;;41.99;;;;13.50;;;;;84.73;;;;EX11-2_1;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);Mass (g)
1140;-4.729491504;54.966721
1145;-4.471751498;54.957358
1150;-4.68760243;54.949152
1155;-3.646861726;54.877119
1160;-3.73292921;54.850366
1165;-5.270263272;54.853765
1170;-4.143690882;54.966777
1175;-1.875657077;54.850765
1180;-3.155749365;54.842838
1185;-4.444064047;54.847074
1190;-4.457357951;54.757531
1195;-3.260079017;54.742414
1200;-4.177396724;54.756023
1205;-4.048172953;54.755718
1210;-2.842882274;54.754511
1215;-3.067391353;54.756667
1220;-3.356015089;54.761997
1225;-3.312757856;54.761174
1230;-2.255952164;54.767912
1235;-0.803359691;54.847897
1240;-1.618897419;54.752375
1245;-1.711336803;54.758027
1250;-2.906208119;54.765712
1255;-2.266417541;54.76113
1260;-2.373064819;54.661335
1265;-2.035246431;54.641609
1270;-2.219714977;54.646763
1275;-1.924991032;54.647996
1280;-3.099239304;54.644563
1285;-3.393899814;54.736283
1290;-3.541151796;54.572503
1295;-3.532410768;54.644834
1300;-3.617879615;54.65014
1305;-3.227810078;54.64715
1310;-2.129888644;54.650002
1315;-3.014222195;54.579701
1320;-3.452712719;54.56149
1325;-4.177276156;54.553274
1330;-3.785072141;54.55893
1335;-4.61870141;54.547759
1340;-4.747351897;54.551785
1345;-4.259945049;54.534307
1350;-4.66551522;54.55342
1355;-4.563506851;54.553446
1360;-4.720966945;54.562711
1365;-5.313948704;54.561372
1370;-5.688900787;54.560489
1375;-4.584897993;54.55864
1380;-5.307096845;54.558633
1385;-4.361621902;54.545754
1390;-4.354015397;54.471039
1395;-4.486128619;54.445307
1400;-4.530254913;54.447021
1405;-4.374036968;54.45028
1410;-4.283415435;54.438456
1415;-2.974095461;54.446197
1420;-4.133893512;54.445099
1425;-4.445554926;54.54114
1430;-4.716239441;54.447547
1435;-5.661087348;54.448136
1440;-4.657481415;54.447907
1445;-4.322228467;54.537748
1450;-2.943706604;54.456813
1455;-4.030229143;54.379152
1460;-4.219556854;54.432434
1465;-4.41526648;54.372407
1470;-3.419448814;54.358345
1475;-3.302656183;54.449975
1480;-3.127634202;54.443994
1485;-4.345096549;54.353356
1490;-3.96088832;54.434299
1495;-4.236319913;54.36024
1500;-4.422471359;54.357155
1505;-5.55952044;54.365444
1510;-3.979474726;54.432388
1515;-3.128141399;54.362811
1520;-4.053425888;54.368326
1525;-2.945510371;54.359834
1530;-3.088360757;54.270712
1535;-4.366883517;54.345151
1540;-4.999646213;54.366287
1545;-5.454458689;54.30072
1550;-5.263850859;54.269092
1555;-3.979036029;54.347709
1560;-3.910139714;54.245878
1565;-3.999621685;54.362563
1570;-4.249448061;54.259627
1575;-4.280104928;54.250176
1580;-4.186055567;54.245878
1585;-3.935510271;54.334781
1590;-4.742334789;54.254411
1595;-4.822683719;54.235438
1600;-3.99704032;54.250628
1605;-4.138382132;54.249149
1610;-3.187419546;54.247796
1615;-3.210642757;54.247049
1620;-2.898102277;54.249519
1625;-1.839042795;54.250751
1630;-2.739126079;54.253559
1635;-3.03286105;54.227055
1640;-3.408684144;54.244729
1645;-3.31110333;54.237339
1650;-2.652959149;54.238467
1655;-2.023329646;54.239188
1660;-1.80608755;54.244218
1665;-2.59568227;54.152473
1670;-4.259893854;54.154893
1675;-4.435880039;54.064244
1680;-4.537483244;54.140705
1685;-4.44455268;54.180186
1690;-4.012681965;54.146252
1695;-2.860835872;54.164602
1700;-2.905648866;54.238835
1705;-3.132306078;54.162988
1710;-3.249593409;54.15942
1715;-4.464841614;54.04648
1720;-5.508788417;54.153811
1725;-4.231909909;54.140153
1730;-5.013767786;54.147896
1735;-3.943320856;54.062011
1740;-4.207066075;54.044032
1745;-4.339744918;54.146251
1750;-5.074023737;54.065833
1755;-4.320287325;54.048207
1760;-3.106737099;54.158015
1765;-2.796103752;54.168972
1770;-2.796658057;54.034089
1775;-2.881808236;54.163004
1780;-4.253061862;54.06482
1785;-4.36161632;54.050406
1790;-3.222262021;54.047278
1795;-2.119683742;54.139215
1800;-2.832766624;54.069511
1805;-3.85925545;54.047585
1810;-4.80322714;54.050297
1815;-4.613193732;54.035887
1820;-4.483374737;54.150933
1825;-4.607870436;54.043705
1830;-3.719525847;54.137084
1835;-2.931482518;54.045567
1840;-2.913520567;54.051885
1845;-3.235437809;54.053712
1850;-3.304539541;54.053364
1855;-3.540310805;54.049593
1860;-3.122933335;54.064447
1865;-2.988966617;54.046106
1870;-2.676201228;54.048729
1875;-2.661015423;53.96524
1880;-3.8971311;54.053589
1885;-3.033319394;54.052706
1890;-4.267735471;54.05388
1895;-3.066157251;54.043165
1900;-2.881903849;54.045014
1905;-1.666933266;54.041385
1910;-1.894783061;54.047982
1915;-1.919756465;54.047304
1920;-3.290801252;54.035181
1925;-3.359259761;54.054207
1930;-4.168779257;54.054492
1935;-3.072190711;53.977857
1940;-1.989578514;54.054013
1945;-1.736568992;54.053712
1950;-2.369356135;53.981784
1955;-2.304224911;54.038079
1960;-2.344446726;53.976742
1965;-3.330517464;54.052765
1970;-3.347950514;54.031406
1975;-3.023881935;53.964579
1980;-3.01628649;53.960394
1985;-3.38643043;53.955822
1990;-4.291337324;53.960391
1995;-3.64482726;53.957457
2000;-4.641866587;53.956252
2005;-4.316753752;54.032544
2010;-3.103948299;53.979167
2015;-2.974605369;54.050198
2020;-2.278203281;54.054039
2025;-3.111209851;53.984873
2030;-3.357927309;53.97537
2035;-2.152811047;53.971142
2040;-3.045876359;53.970438
2045;-2.844546328;54.058541
