Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PVC floor covering 2.0 mm;Minerit board 6mm;;;Floor;;;ISO 5660;SP Report 2007:29 The Influence of floor materials on room fires;;;1;2007-06-28 10:48:07
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;14;302;22.3;114;73.6;20.8;9.40;30.6;1410;600;0.0088;2.0;
VectorData
Time (s);HRR (kW/m2);SEA (m2/kg);MLR (g/s);SPR (m2/s)
0;1.259353207;-0.885887438;0.206962458;-0.000183345
2;0.603852144;0;-0.115408708;-0.000588171
4;0.247416779;0;-0.046976125;-0.000355886
6;1.126420185;-11.678006;0.08475325;-0.000989749
8;3.455282242;-2.843773073;0.061442708;-0.000174729
10;1.178700891;0;-0.001179083;0.000427369
12;48.51514902;0;-0.009639125;0.001641075
14;127.0219386;0;-0.02167;0.007527394
16;164.1069598;120.9067802;0.359329708;0.043445398
18;189.0379801;283.3317829;0.306881333;0.086949235
20;204.8825462;0;-0.071662042;0.13796899
22;208.5986984;673.516891;0.21186;0.142691289
24;217.3439992;718.4178484;0.244320583;0.175524268
26;225.3668659;2773.945981;0.0753055;0.208893389
28;232.5846284;608.1531062;0.331134833;0.201380677
30;237.787215;963.9172696;0.23278975;0.22439006
32;253.8336065;2678.387518;0.086115833;0.230651573
34;257.9127575;832.937792;0.296540333;0.246999651
36;267.4071689;1445.523148;0.145189917;0.209875385
38;282.1823682;965.2605406;0.21656175;0.209038512
40;302.9168319;676.6503777;0.311374625;0.210691758
42;304.5521478;1240.277548;0.163415208;0.202680214
44;270.4365002;978.6076607;0.215352667;0.210745769
46;251.7978666;715.6598749;0.299710333;0.21449066
48;233.1778465;832.4373144;0.23167975;0.192858869
50;226.8726265;2018.939934;0.136489792;0.275564691
52;210.8746663;1541.686811;0.176168667;0.27159691
54;198.6085568;1532.586771;0.160133542;0.245418548
56;187.4052987;1503.263612;0.122550708;0.18422602
58;181.012808;912.6290589;0.158166708;0.144347534
60;175.5167048;1318.875415;0.098287292;0.129628693
62;178.1425768;1327.118764;0.093325625;0.123854188
64;172.7297408;1005.256497;0.095429542;0.095931167
66;171.3165064;775.2969597;0.122521625;0.094990643
68;172.9427895;670.8534468;0.1359285;0.091188103
70;167.6538805;1117.32023;0.0791475;0.088433103
72;160.7547677;422.095752;0.19948425;0.084201455
74;153.3386105;625.3729928;0.139756083;0.08739968
76;145.504149;856.2689183;0.088441667;0.07572985
78;142.2072841;0;-0.157442292;0.073993237
80;131.0091597;978.4601336;0.062831958;0.061478566
82;126.1971512;179.4302608;0.355125458;0.063720254
84;121.7729093;495.0073605;0.114764208;0.056809128
86;120.11002;245.2943427;0.203830208;0.049998397
88;117.5363184;360.9307949;0.15573975;0.056211272
90;118.573253;727.78444;0.073456125;0.053460225
92;112.4166014;524.37717;0.095225875;0.049934275
94;110.0360249;308.5168528;0.145064917;0.044754972
96;107.9139384;449.7011873;0.098348417;0.0442274
98;109.1454249;810.8557146;0.053281125;0.043203305
100;106.4087818;400.3276504;0.101251125;0.040533625
102;103.1948432;238.1694204;0.158143917;0.037665045
104;98.50638931;354.8418963;0.092328042;0.032761857
106;94.65175511;1891.370058;0.017896125;0.033848195
108;93.96009056;145.5968751;0.185534917;0.027013304
110;89.69334118;358.2314297;0.068222375;0.024439399
112;89.41920417;0;-0.022049167;0.027613821
114;85.32875296;224.3879036;0.100607042;0.022575003
116;80.87535647;377.314824;0.06344225;0.023937701
118;78.02957406;393.6574178;0.056778875;0.022351425
