Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PVC floor covering 2.0 mm;Minerit board 6mm;;;Floor;;;ISO 5660;SP Report 2007:29 The Influence of floor materials on room fires;;;1;2007-06-28 10:48:07
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;14;302;22.3;114;73.6;20.8;9.40;30.6;1410;600;0.0088;2.0;
VectorData
Time (s);HRR (kW/m2);SEA (m2/kg);MLR (g/s);SPR (m2/s)
120;76.20138715;297.3980526;0.062114292;0.018472669
122;72.87156997;296.7120173;0.061023875;0.018106517
124;70.59842653;683.7742732;0.024969167;0.017073274
126;67.94695106;343.2563374;0.039132458;0.013432464
128;64.70290962;123.4778253;0.0884665;0.010923651
130;60.02453107;172.847532;0.049951542;0.008634001
132;58.38117663;762.9911938;0.01024175;0.007814365
134;55.52835686;118.5559567;0.055695958;0.006603088
136;52.77779623;108.2565896;0.049228667;0.005329328
138;49.89217714;0;-0.005581958;0.002804541
140;46.70776928;54.90556976;0.039441917;0.002165581
142;44.41996384;29.37270924;0.089708042;0.002634968
144;43.47333286;41.30445665;0.043468208;0.001795431
146;39.87130531;299.7415557;0.005705917;0.0017103
148;36.48685973;35.49042385;0.045850542;0.001627255
150;34.40457571;53.73173917;0.036527208;0.00196267
152;31.14681933;38.8407008;0.019987917;0.000776345
154;29.82568904;33.86982364;0.044829917;0.001518381
156;27.75958599;44.28991616;0.033279458;0.001473944
158;25.95520167;34.11140421;0.028529625;0.000973186
160;25.40076864;23.37952799;0.044999;0.001052055
162;24.77343216;32.26780077;0.042967167;0.001386456
164;22.82864281;17.37242045;0.044855083;0.000779241
166;22.23163719;0;-0.003797458;0.000862573
168;22.32825187;32.81372782;0.0441255;0.001447922
170;21.32311315;16.24197277;0.060498792;0.00098262
172;21.35601099;0;-0.0192735;0.001017518
174;20.19301365;15.72832064;0.071807917;0.001129418
176;19.66805152;32.85200806;0.044222083;0.001452784
178;19.99384803;80.84725195;0.015296667;0.001236693
180;20.07380534;157.7913275;0.006940875;0.00109521
182;19.64328387;0;-0.009853625;0.000708628
184;19.85611465;13.66588913;0.059034375;0.000806757
186;19.58455562;13.0139188;0.045837708;0.000596528
188;18.30323493;0;-0.00806475;0.000520542
190;18.83578687;70.93918729;0.005154875;0.000365683
192;17.67669102;19.13341192;0.046721;0.000893932
194;16.84419612;9.612542461;0.051168458;0.000491859
196;15.00661651;13.3871605;0.062097792;0.000831313
198;14.02656443;0;-0.010686417;0.000906432
200;13.27162916;380.6767962;0.007397833;0.002816183
202;12.91920612;37.7268679;0.061795625;0.002331355
204;12.57132232;149.0261683;0.0205295;0.003059433
206;12.1692368;0;-0.008071833;0.001885213
208;11.60019292;74.55957088;0.027823708;0.002074524
210;11.16975104;38.23884302;0.058176708;0.00222461
212;10.450468;105.2561572;0.019531542;0.002055815
214;10.88545209;144.5283666;0.01019075;0.001472852
216;11.34845566;21.34022161;0.070759583;0.001510025
218;12.2217565;63.60137082;0.035076208;0.002230895
220;13.62818005;0;-0.022669667;0.002006039
222;12.9677024;72.17714542;0.03421675;0.002469667
224;12.79894084;61.50491253;0.027989208;0.001721474
226;13.10374531;87.6295502;0.018181292;0.001593218
228;11.61728046;43.39065796;0.042207167;0.001831397
230;12.53567064;31.34746768;0.035725333;0.001119899
232;12.55804367;71.18684232;0.022934792;0.001632655
234;12.21771189;127.9385207;0.009800333;0.00125384
236;12.40316775;68.22302635;0.028038667;0.001912883
238;14.03127783;45.61816899;0.028071333;0.001280563
240;13.72903695;64.57724047;0.0261585;0.001689244
242;13.98933523;1972.640745;0.000673833;0.001329231
244;12.93515854;18.88591238;0.040277042;0.000760669
246;12.16880698;34.49869138;0.048932833;0.001688119
248;13.22768797;112.6985865;0.010905917;0.001229081
250;13.16948502;302.2673951;0.005251042;0.001587219
252;12.65026117;51.73021025;0.025107417;0.001298812
254;13.15074251;20.0235817;0.048645542;0.000974058
256;14.37727176;209.2175666;0.004821333;0.001008708
258;13.82468819;203.9804114;0.010449708;0.002131536
260;13.84947829;28.21951843;0.036234667;0.001022525
262;13.22805314;29.22693494;0.040256583;0.001176577
264;13.0257266;92.65044996;0.01312925;0.001216431
266;12.64873448;79.59256932;0.01885875;0.001501016
268;14.06507956;12.28817179;0.062669917;0.000770099
270;13.61425625;0;-0.007484833;0.000714311
272;14.03011531;0;-0.009955792;0.001190135
274;15.02998124;10.45970612;0.080247792;0.000839368
276;13.66771564;9.960886775;0.052628583;0.000524227
278;13.5094711;81.51362919;0.005883125;0.000479555
280;14.03398514;0;-0.008235417;0.00057369
282;14.17427003;13.36960483;0.041062958;0.000548996
284;14.44215933;17.3801209;0.075156292;0.001306225
286;13.4734884;153.3029143;0.005808458;0.000890454
288;12.55087602;0;-0.008647917;0.000526909
290;12.44424393;15.63665293;0.041159333;0.000643594
292;12.75262899;4.705174227;0.05786425;0.000272261
294;12.2676073;67.63565009;0.003071708;0.000207757
296;13.11279227;5.718312244;0.02545175;0.000145541
298;13.55517906;17.29068553;0.045310583;0.000783451
300;13.28910378;17.8220807;0.004752083;8.47E-05
302;13.05201097;-1.575418637;0.026981625;-4.25E-05
304;13.66419006;43.55908476;0.012754833;0.000555589
306;13.8162178;5.524726541;0.08977625;0.000495989
308;13.65842468;5.502708275;0.089281625;0.000491291
310;13.22016224;0;-0.002745417;0.000372394
312;13.13936673;0;-0.00055075;0.000814386
314;14.11386489;0;-0.000140958;-0.000106004
316;15.23048106;0;-0.002082542;0.000652709
318;14.66753171;4.054864174;0.013052917;5.29E-05
320;15.24200806;14.73245503;0.015625;0.000230195
322;14.06632378;0.710405248;0.086971958;6.18E-05
324;13.33082079;7.373818595;0.075703833;0.000558226
326;13.57842774;0;-0.014022417;0.000537913
328;13.87528661;0;-0.022207917;0.000292734
330;13.76348396;-28.43315838;0.01451525;-0.000412714
332;15.30590869;6.089860821;0.062133125;0.000378382
334;14.91414357;-1.430647006;0.0540345;-7.73E-05
336;15.04516901;-7.108407272;0.021009917;-0.000149347
338;15.8232461;0;-0.006245708;0.000710823
340;14.96287015;-16.30629786;0.013185583;-0.000215008
342;14.93783362;7.200651727;0.019229125;0.000138462
344;13.7872399;-3.242195938;0.054899333;-0.000177994
346;12.74553073;11.02837183;0.049071042;0.000541174
348;12.92440484;10.08076082;0.053359083;0.0005379
350;13.33622156;1.760175311;0.029375042;5.17E-05
352;12.34717997;0;-0.008852083;0.000451586
354;12.42134122;1.514671548;0.020773917;3.15E-05
356;13.2689985;-3.468885399;0.028997;-0.000100587
358;12.96395798;0.704065846;0.166854583;0.000117477
