Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR EPS;Calcium silicate board;;;;;;ISO 5660;EUREFIC;CDK11505_EUREFIC11;;1;2003-08-06 09:47:45
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;51;116;18;90;70;NA;23.8;NA;NA;1315;0.01;25;37
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -2.43037; -0.0369965; 0
5; 2.41329; -0.00887502; 0
10; -2.40337; 0.0310679; 0
15; -2.40745; 0.0281092; 0
20; 2.3966; 0.0177521; 0
25; 2.39903; 0.0103531; 143.137
30; -7.2257; -0.0147914; 515.617
35; -2.40099; 0.00887807; 551.787
40; -7.18593; 0.0325434; 1346.84
45; 35.8087; 0.00295664; 1899.59
50; 64.4394; 0.0458618; 117.369
55; 43.986; -0.105033; -458.304
60; 49.3411; 0.0355036; 1009.42
65; 40.198; 0.180483; 203.228
70; 44.5389; -0.00443878; -8774.65
75; 54.2223; 0.0266296; 1419.72
80; 63.3202; 0.0384669; 1134.08
85; 67.6073; 0.0251465; 1929.46
90; 76.5654; 0.0251465; 2345.39
95; 81.4983; 0.0369873; 1128.52
100; 76.4658; 0.0355077; 1263.47
105; 76.1091; 0.0340241; 1245.41
110; 85.3531; 0.0473409; 1052.45
115; 80.9779; 0.0340246; 1457.81
120; 94.1301; 0.0340246; 1324.46
125; 93.9137; 0.0458613; 1045.5
130; 98.7844; 0.0458613; 1246.4
135; 98.4706; 0.0340246; 1918.29
140; 98.1893; 0.0340246; 1486.09
145; 102.519; 0.0473409; 1227.39
150; 107.977; 0.032545; 1862.03
155; 107.291; 0.0473404; 1189.52
160; 106.743; 0.032549; 1872.44
165; 107.429; 0.0429021; 1248.45
170; 107.444; 0.0680512; 794.134
175; 106.985; 0.0429026; 1283.87
180; 106.965; 0.032545; 1695.15
185; 115.851; 0.0473409; 1104.76
190; 115.531; 0.0340246; 1581.84
195; 115.909; 0.032545; 1756.87
200; 115.839; 0.0576981; 967.107
205; 111.524; 0.0443817; 1106.76
210; 111.466; 0.032545; 1396.92
215; 115.974; 0.0458613; 1073.42
220; 107.138; 0.0458613; 1050.09
225; 115.897; 0.032545; 1850.42
230; 116.15; 0.0458613; 1384.4
235; 102.471; 0.0473404; 1162.26
240; 89.1663; 0.023671; 1899.11
