Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Painted paper plasterboard;plasterboard;;;;;;ISO 5660;EUREFIC;CS000012_EUREFIC1;;1;2003-08-05 13:02:14
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;45;210;3.7;20;NA;8.6;4.3;NA;NA;11;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.476; 0.8937; 0.0047; 43.4516
3.48; 0.2927; 0.0093; 62.3419
5.958; -0.1093; 0.0083; 57.462
8.178; -0.0519; 0.0133; 57.5309
10.2; 0.2062; 0.0122; 59.4499
12.216; 0.058; 0.0141; 60.6954
14.22; -0.0253; 0.0196; 66.4694
16.758; -0.5438; 0.016; 67.7199
18.756; 0.1085; 0.0178; 69.8354
20.76; 0.3587; 0.0197; 79.8502
22.758; 1.0977; 0.0216; 82.9001
24.756; 1.441; 0.0175; 87.3206
27.276; 1.2954; 0.0216; 92.8932
29.58; 1.8703; 0.0234; 103.315
31.578; 2.3308; 0.0266; 108.374
33.576; 2.0892; 0.0283; 121.82
35.58; 1.1773; 0.0342; 133.017
38.136; 1.2494; 0.0406; 143.507
40.14; 2.2344; 0.0488; 141.771
42.138; 5.018; 0.0587; 123.604
44.136; 19.7315; 0.09; 99.2485
46.14; 88.0449; 0.1258; 72.6509
48.6; 180.647; 0.1458; 43.3218
50.58; 210.29; 0.1599; 20.4006
52.836; 160.313; 0.1579; 13.6905
54.84; 120.292; 0.1365; 8.6597
56.838; 83.0278; 0.1073; 5.7416
59.34; 58.1457; 0.0909; 4.6334
61.338; 41.3498; 0.0791; 4.2328
63.318; 28.3956; 0.0745; 3.8579
65.316; 24.619; 0.0715; 3.2757
67.32; 21.5363; 0.0699; 2.7401
69.78; 19.571; 0.0669; 2.4617
71.82; 18.2766; 0.0654; 1.6545
73.818; 16.5846; 0.0651; 1.346
76.02; 16.786; 0.0632; 0.7838
78.036; 16.0347; 0.0609; 0.3053
80.478; 16.468; 0.0604; -0.1492
82.458; 15.6316; 0.0583; -0.4587
84.456; 16.604; 0.0571; -0.8979
86.436; 16.7597; 0.0569; -1.0199
88.44; 16.9349; 0.0577; -1.1636
90.918; 15.4251; 0.0578; -1.4456
92.916; 15.5034; 0.0565; -1.7121
94.938; 15.7633; 0.0564; -2.0533
97.14; 15.3249; 0.055; -2.4079
99.138; 15.2982; 0.0533; -2.6031
101.64; 14.9429; 0.0536; -2.4246
103.638; 15.2417; 0.0522; -1.9326
105.636; 14.4699; 0.0523; -1.6657
107.64; 13.9332; 0.0519; -1.1996
109.638; 14.1058; 0.0523; -0.7812
112.098; 14.7612; 0.0504; -0.4363
114.096; 15.6451; 0.0514; -0.2384
116.1; 13.3045; 0.0506; 0.3436
118.116; 13.3933; 0.0497; 0.6877
120.396; 13.4979; 0.0493; 1.5935
122.88; 14.4271; 0.0493; 2.6386
124.878; 14.0295; 0.0482; 3.5015
