Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Painted paper plasterboard;plasterboard;;;;;;ISO 5660;EUREFIC;CS000011_EUREFIC1;;1;2003-08-05 13:00:31
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;43;226;4.1;22;NA;8.3;4.9;NA;NA;9;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.362; 2.4979; 0.0041; 23.9502
3.36; 1.6476; 0.0104; 18.7509
5.88; 1.3613; 0.0109; 23.5999
8.064; 2.1861; 0.0136; 21.4504
10.062; 1.6198; 0.0118; 28.8986
12.084; 1.9571; 0.0138; 39.9379
14.082; 1.5857; 0.017; 47.8847
16.62; 1.6707; 0.0152; 57.9703
18.582; 1.5562; 0.0197; 64.2124
20.58; 1.4017; 0.0187; 71.6087
22.584; 1.6512; 0.0215; 74.9635
24.582; 1.2984; 0.0191; 84.1399
27.024; 1.3357; 0.0219; 88.4338
29.28; 1.584; 0.0205; 98.9771
31.302; 1.5016; 0.025; 111.187
33.3; 1.8567; 0.0271; 123.413
35.304; 2.691; 0.0299; 131.439
37.74; 1.7167; 0.0381; 133.84
39.744; 1.8383; 0.0472; 118.236
41.742; 14.033; 0.0677; 93.4154
43.74; 61.1497; 0.1077; 71.6469
45.744; 170.631; 0.1433; 45.5532
48.264; 226.206; 0.1554; 22.801
50.304; 212.828; 0.1688; 14.3921
52.56; 149.857; 0.1539; 9.7391
54.54; 106.042; 0.1193; 4.0129
56.562; 74.2296; 0.0925; 1.4018
59.022; 52.3966; 0.0805; 0.0281
61.02; 37.9786; 0.0682; -0.9536
63; 28.3665; 0.0671; -1.3202
64.98; 25.019; 0.0656; -1.311
66.96; 22.9112; 0.0629; -1.0191
69.42; 21.2232; 0.0606; -0.0578
71.442; 21.1878; 0.0596; 0.6884
73.422; 19.5437; 0.0601; 1.4661
75.642; 18.9983; 0.0586; 2.288
77.64; 17.903; 0.0575; 2.8548
80.142; 17.2848; 0.0591; 3.0947
82.122; 17.1451; 0.0578; 3.7647
84.12; 17.1997; 0.0566; 4.2929
86.124; 17.62; 0.0566; 4.6519
88.122; 17.2248; 0.0562; 4.8556
90.642; 17.0876; 0.0541; 4.8189
92.622; 16.4846; 0.0539; 4.2201
94.62; 15.3665; 0.0533; 3.4978
96.942; 15.652; 0.0532; 3.0972
98.964; 15.8818; 0.0528; 3.1781
101.442; 15.5378; 0.0526; 3.3093
103.44; 15.4419; 0.0514; 3.1035
105.444; 15.6563; 0.0513; 3.1709
107.442; 15.2578; 0.0505; 2.929
109.44; 16.115; 0.0509; 2.4376
111.942; 15.5726; 0.05; 2.2234
113.922; 16.0467; 0.0487; 2.033
115.92; 16.5154; 0.0476; 1.9312
117.924; 15.5294; 0.0476; 1.7124
120.162; 15.4161; 0.0477; 1.8259
