Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
EPDM rubber and epoxy adhesive;Aluminium plate;;;IN16-2;Floor composite for passenger trains;;ISO 5660;TRANSFEU;;TRANSFEU;1;2012-06-20 12:40:57
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;35;64.56;36.8;;;;;15.66;;694.55;;35.38;;;2011-06-18;c_EW_in16-2_3;6;3;3;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s))
1044;15.292317;0.57925757
1046;15.43409524;0.550153206
1048;14.65779935;0.570485267
1050;15.28273491;0.550951417
1052;14.63881751;0.531479647
1054;14.66332216;0.570600716
1056;14.89116175;0.472128745
1058;14.95669711;0.472174319
1060;14.42341761;0.552833742
1062;14.66408446;0.630591303
1064;13.18884335;0.581242515
1066;12.76959479;0.580116067
1068;11.94445093;0.589772044
1070;11.63593421;0.581070643
1072;11.80796068;0.561504317
1074;11.09335655;0.5808968
1076;11.09189806;0.570114808
1078;11.48562524;0.569867285
1080;10.67133795;0.552258021
1082;11.16333123;0.572200735
1084;9.810168841;0.620485976
1086;9.880317818;0.550296363
1088;10.86140545;0.550565537
1090;10.10187069;0.522438895
1092;9.934930266;0.471630777
1094;10.65753885;0.471585285
1096;9.744565739;0.480646063
1098;10.74555776;0.462789228
1100;10.92183364;0.492084957
1102;10.12162953;0.482243258
1104;10.30196198;0.491185566
1106;9.243037631;0.530326878
1108;9.715153294;0.578423706
1110;10.09809586;0.658252144
1112;9.619134055;0.638391473
1114;9.905072878;0.655902817
1116;9.845215403;0.626008031
1118;9.883977425;0.658129565
1120;9.902324588;0.658388048
1122;9.184447385;0.677709811
1124;9.071255432;0.646983689
1126;9.060198906;0.588252398
1128;8.429554147;0.608225291
1130;8.537372696;0.609799204
1132;8.61283213;0.580554722
1134;8.762654933;0.588195461
1136;8.936922069;0.634991771
1138;8.538862835;0.667788955
1140;9.095128971;0.685375405
1142;8.984276821;0.644599065
1144;8.42663415;0.68671031
1146;8.766640619;0.714608031
1148;8.186786489;0.646146752
1150;7.78559687;0.675221665
1152;7.789200657;0.666690261
1154;8.281950634;0.686332019
1156;7.924503822;0.669237698
1158;8.101614739;0.648246315
1160;7.77077735;0.686504554
1162;8.418239884;0.678986475
1164;8.040459874;0.659274007
1166;7.713877978;0.667023507
1168;8.745167764;0.63854541
1170;8.204759347;0.599188389
1172;7.344722351;0.599518754
1174;8.501102471;0.561128043
1176;7.681142006;0.588580343
1178;7.73515838;0.608229132
1180;7.496726017;0.589375709
1182;7.348071799;0.599047961
1184;7.245019652;0.600145596
1186;7.383093715;0.559793143
1188;6.836728501;0.55111227
1190;7.030296962;0.560791786
1192;6.760608101;0.551820115
1194;7.526320799;0.550184493
1196;6.996823415;0.530279158
1198;7.199654565;0.570459161
1200;7.018235604;0.598872435
