Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
EPDM rubber;;;;IN2-2;Limited surfaces;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-03-28 15:58:03
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
50;21;361.4;59.8;;;28.6;22.7;23.4;;1208;;235.6;0.00884;;2010-08-20;C_LNE_IN2-2_1c;2.2;;;;;;;;;;2.85;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s));Mass (g)
0;2.3;28.6;0.0
2;3.7;28.6;0.0
4;5.2;28.6;0.0
6;6.8;28.6;0.0
8;8.4;28.6;0.1
10;9.6;28.6;0.1
12;10.3;28.6;0.3
14;10.6;28.6;0.6
16;10.6;28.6;1.1
18;10.6;28.6;1.6
20;13.7;28.5;2.3
22;25.8;28.4;3.2
24;49.2;28.3;4.4
26;83.1;28.1;4.8
28;124.5;28.0;5.3
30;173.6;27.8;5.7
32;223.7;27.6;6.4
34;274.7;27.4;7.1
36;315.4;27.2;7.4
38;342.7;26.9;7.5
40;357.5;26.6;8.6
42;361.4;26.3;9.5
44;357.3;26.0;10.0
46;348.7;25.7;10.3
48;334.7;25.4;10.2
50;321.7;25.1;10.2
52;311.4;24.8;10.0
54;303.1;24.5;9.7
56;300.1;24.2;9.4
58;297.8;24.0;9.3
60;298.9;23.7;9.4
62;301.3;23.5;9.4
64;301.3;23.2;9.5
66;299.2;22.9;9.7
68;296.1;22.6;9.8
70;289.4;22.4;9.6
72;282.0;22.1;9.2
74;274.4;21.9;8.8
76;266.3;21.6;8.5
78;259.0;21.4;8.2
80;252.4;21.2;7.7
82;247.9;20.9;7.3
84;244.8;20.7;7.2
86;241.3;20.4;7.0
88;237.9;20.2;7.0
90;235.4;20.0;6.9
92;234.4;19.8;6.7
94;235.4;19.6;6.9
96;236.8;19.4;7.1
98;238.9;19.2;7.1
100;242.2;19.0;7.4
102;246.5;18.8;7.4
104;250.3;18.6;7.5
106;254.9;18.4;7.9
108;258.6;18.2;7.8
110;262.3;17.9;7.8
112;266.7;17.7;8.0
114;271.4;17.5;8.1
116;277.4;17.3;8.3
118;284.7;17.1;8.5
120;293.4;16.9;8.7
122;301.3;16.7;8.9
124;308.9;16.5;9.2
126;316.6;16.3;9.2
128;323.3;16.1;9.4
130;327.9;15.9;9.5
132;329.5;15.7;9.7
134;328.3;15.4;9.7
136;326.3;15.2;9.7
138;320.8;15.0;9.3
140;311.9;14.8;9.2
142;302.3;14.6;8.8
144;290.1;14.4;8.3
