Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR particle board;;;;;;;ISO 5660;EUREFIC;Type B1, EUREFIC6;;1;2003-08-06 09:53:09
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;18;129;6.3;31;20;NA;3.2;NA;NA;123;0.01;16;628
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; 2.95996; -0.0636134; 0
5; 7.95996; -0.0281057; 0
10; 73.0941; 0.039946; 0
15; 127.431; 0.0473384; 0
20; 128.46; 0.106511; 77.6371
25; 121.209; 0.170131; 6.18212
30; 106.042; 0.150897; 13.8928
35; 91.9703; 0.143499; 10.4037
40; 83.1637; 0.124268; 12.099
45; 73.9811; 0.105036; -10.0219
50; 55.1893; 0.0961624; -4.56693
55; 26.6919; 0.099117; -1.49238
60; 21.9701; 0.0887599; 19.1511
65; 17.4823; 0.0784068; 299.428
70; 12.6402; 0.081365; 271.319
75; 12.6756; 0.0695323; 272.647
80; 12.7056; 0.0710119; 233.927
85; 12.6963; 0.0710073; 200.354
90; 12.6715; 0.0695323; 203.61
95; 12.7001; 0.081369; 155.523
100; 12.7441; 0.081365; 153.681
105; 17.606; 0.0695287; 178.148
110; 12.7902; 0.0695287; 186.978
115; 12.7073; 0.081365; 145.906
120; 12.74; 0.081369; 148.51
125; 12.7975; 0.0695323; 180.425
130; 12.7553; 0.0695282; 178.622
135; 12.7508; 0.0813655; 145.011
140; 12.711; 0.0828446; 131.291
145; 12.727; 0.0576955; 198.971
150; 12.7286; 0.0710119; 164.416
155; 12.7635; 0.082844; 150.4
160; 12.7337; 0.0695323; 160.769
165; 7.80761; 0.0739706; 159.841
170; 12.7326; 0.0488174; 230.967
175; 12.7996; 0.0621338; 166.151
180; 17.6872; 0.0739706; 144.218
185; 17.6424; 0.0591751; 181.816
