Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Melamine face;Calcium silicate board;;;;;;ISO 5660;EUREFIC;CS000039_EUREFIC4;;1;2003-08-06 09:05:33
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;105;106;7.9;43;NA;9.7;8.2;NA;NA;19;0.01;12.5;1055
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0.342; -0.7366; 0.0014; -180.72
2.322; -0.1964; 0.0037; -261.3
4.32; -0.658; 0.0026; -315.522
6.78; -0.1133; 0.0049; -238.853
8.778; -0.1906; 0.0067; -340.869
11.16; -1.0977; 0.003; -302.253
13.182; -0.615; 0.0012; -292.057
15.198; 0.026; 0.0072; -275.934
17.742; 1.1596; 0.0095; -219.631
19.758; 2.507; 0.0193; -73.9773
21.78; 2.6841; 0.0277; -45.0904
23.778; 1.9729; 0.0402; 17.4406
25.74; 0.7113; 0.0493; 96.0631
28.242; 1.2176; 0.0643; 174.682
30.282; 0.533; 0.0746; 233.162
32.28; 1.1326; 0.0878; 286.114
34.518; 1.3803; 0.099; 291.013
36.558; 1.6032; 0.1138; 267.036
39.102; 1.5827; 0.1298; 250.664
41.1; 2.4589; 0.1521; 253.635
43.122; 2.1651; 0.1574; 259.327
45.138; 2.6353; 0.1683; 275.06
47.16; 2.2232; 0.1754; 291.086
49.68; 2.5508; 0.1719; 290.388
51.678; 2.6675; 0.1664; 276.274
53.682; 3.6924; 0.1631; 252.668
56.04; 4.2452; 0.1549; 217.653
58.038; 3.8427; 0.144; 180.311
60.558; 3.7625; 0.137; 145.876
62.562; 3.7759; 0.1289; 121.051
64.56; 4.0931; 0.1258; 102.748
66.558; 4.8663; 0.1203; 93.8321
68.52; 6.055; 0.1192; 88.824
71.022; 6.4855; 0.1162; 86.8526
73.02; 6.0871; 0.113; 85.8148
75.042; 6.0586; 0.11; 90.4571
77.022; 5.8312; 0.1079; 100.848
79.38; 6.7198; 0.1047; 113.232
81.9; 6.5802; 0.1013; 131.429
83.88; 7.9117; 0.0971; 157.224
85.902; 8.2394; 0.096; 179.248
87.9; 9.1077; 0.0954; 202.291
89.898; 8.8986; 0.0915; 221.974
92.418; 9.0439; 0.0905; 242.418
94.422; 10.2414; 0.0896; 254.059
96.42; 14.1287; 0.0901; 267.419
98.418; 14.8704; 0.0899; 265.705
100.458; 15.9092; 0.0912; 251.684
103.278; 21.0353; 0.0965; 222.27
105.3; 32.5289; 0.1024; 193.509
107.298; 49.1072; 0.1061; 169.466
109.278; 64.0388; 0.1108; 160.276
111.282; 74.4375; 0.1186; 168.396
113.778; 84.8853; 0.1225; 190.905
115.782; 92.6084; 0.1275; 216.602
117.78; 101.774; 0.1284; 238.544
119.742; 104.584; 0.1288; 252.774
121.74; 105.898; 0.1245; 265.91
124.602; 106.283; 0.1216; 257.768
126.678; 104.496; 0.108; 234.83
128.7; 102.926; 0.1006; 192.874
130.74; 101.671; 0.0915; 145.029
132.738; 98.9321; 0.0842; 89.9638
135.24; 96.4579; 0.0729; 48.3467
137.238; 93.5875; 0.0705; 18.5068
139.278; 86.3696; 0.0676; 4.0356
141.258; 81.7635; 0.062; -5.1563
143.28; 78.293; 0.06; -10.7095
145.878; 74.1396; 0.0581; -13.9284
148.26; 69.2047; 0.0521; -15.7495
150.258; 62.9339; 0.0508; -16.5429
152.262; 59.2708; 0.05; -16.3912
154.302; 53.9154; 0.0476; -14.4088
156.858; 51.6527; 0.0458; -11.5402
158.862; 47.5313; 0.0459; -9.8401
160.878; 44.41; 0.0441; -8.6703
162.882; 42.6181; 0.0443; -8.5423
164.898; 40.6809; 0.0436; -9.4355
167.478; 40.8637; 0.0427; -10.4567
169.518; 38.5284; 0.0432; -11.3124
171.822; 37.7267; 0.0432; -11.3604
173.82; 36.0444; 0.0408; -11.163
175.818; 34.1936; 0.0404; -11.9813
178.398; 33.6949; 0.0404; -13.5927
180.378; 32.455; 0.0385; -14.9024
182.46; 32.7159; 0.0389; -16.4866
184.458; 32.6362; 0.0402; -18.3285
186.462; 31.6926; 0.0406; -19.7585
189.018; 31.1494; 0.0392; -20.4439
191.022; 31.2845; 0.0393; -21.0883
193.338; 31.1899; 0.0392; -22.3503
195.342; 29.8684; 0.0383; -22.4129
197.322; 29.8696; 0.0361; -22.59
199.902; 29.2112; 0.0372; -23.5662
201.9; 28.7725; 0.0367; -24.3178
203.898; 28.345; 0.0368; -24.0695
205.962; 27.1126; 0.0354; -24.2188
207.96; 26.0566; 0.0372; -23.9686
210.498; 25.8737; 0.0363; -23.2995
212.502; 26.043; 0.0359; -22.8682
214.5; 26.9265; 0.0352; -23.1694
216.84; 26.9159; 0.0366; -23.1875
218.838; 26.6156; 0.0362; -23.1551
221.34; 25.8638; 0.0365; -23.7545
223.338; 24.9403; 0.0378; -23.9231
225.318; 24.6666; 0.037; -23.9802
227.298; 23.5431; 0.0357; -24.5251
229.32; 23.6073; 0.0342; -25.4798
231.822; 22.9531; 0.0351; -25.319
233.802; 23.7525; 0.0341; -25.1452
235.818; 24.1472; 0.0344; -25.257
237.798; 23.6224; 0.0361; -25.563
240.06; 22.5354; 0.0364; -25.3612
242.598; 22.6504; 0.0344; -25.5136
244.602; 22.8332; 0.0333; -25.9695
246.678; 22.4666; 0.034; -27.0562
248.7; 21.6215; 0.0336; -27.2
250.698; 22.0809; 0.032; -27.3595
253.242; 21.0318; 0.0343; -28.2017
255.24; 22.4691; 0.0345; -28.5233
257.238; 22.7536; 0.0333; -27.4068
259.242; 22.5541; 0.0328; -27.4653
261.558; 22.3213; 0.0347; -27.6793
264.12; 21.8629; 0.0324; -27.505
266.142; 21.5918; 0.0323; -27.0514
268.122; 22.6111; 0.0324; -27.0861
270.138; 21.9002; 0.0324; -26.2986
272.118; 21.1812; 0.0327; -25.7127
274.638; 21.6539; 0.0332; -24.9499
276.678; 20.2833; 0.0326; -24.9495
278.7; 20.0954; 0.0323; -24.8051
280.698; 19.0581; 0.0331; -24.8266
282.72; 19.4743; 0.0327; -23.558
285.582; 20.0305; 0.0321; -22.098
