Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Polyester fabric;;;;IN8-2;Curtain and sunblind in driver's cab;;ISO 5660;TRANSFEU;Sample prepard according ISO 5660 stricly. ;TRANSFEU;1;2011-03-28 15:40:44
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
50;4;87.1;3.1;;;3.0;1.7;15.7;;237;;54.9;0.00884;When exposed to the flux, the material immidiately retract . The melt material gather in a corner of the stainless steel frame. Ignition by the sparck is not well ensured.;;C_LNE_IN8-2_1a;0.74;;;;;;;;;;0.30;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s));Mass (g)
298;1.4;1.22;0.0
300;0.8;1.06;0.0
302;0.0;1.15;0.0
304;0.0;1.21;0.0
306;0.0;1.08;0.0
308;0.0;1.25;0.0
310;0.0;1.22;0.0
312;0.0;1.17;0.0
314;0.0;1.22;0.0
316;0.3;1.08;0.0
318;1.6;1.17;0.0
320;3.1;1.04;0.0
322;5.8;1.13;0.0
324;8.0;1.13;0.0
326;8.3;1.13;0.0
328;8.9;1.47;0.0
330;7.9;1.47;0.0
332;7.2;1.47;0.0
334;7.5;0.87;0.0
336;7.5;0.83;0.0
338;6.4;1.24;0.0
340;7.1;1.22;0.0
342;7.1;1.20;0.0
344;7.0;1.18;0.0
346;6.5;1.16;0.0
348;6.1;1.44;0.0
350;5.9;1.28;0.0
352;7.3;1.05;0.0
354;7.5;1.41;0.0
356;8.3;1.35;0.0
358;8.5;1.24;0.0
360;8.1;1.09;0.0
362;7.5;1.61;0.0
364;7.0;1.48;0.0
366;5.9;1.35;0.0
368;5.4;1.25;0.0
370;4.9;1.17;0.0
372;4.2;1.13;0.0
374;3.9;0.88;0.0
376;4.2;1.01;0.0
378;3.7;1.13;0.0
380;4.0;1.12;0.0
382;3.6;0.96;0.0
384;4.3;1.15;0.0
386;5.6;0.98;0.0
388;6.4;1.45;0.0
390;8.4;1.35;0.0
392;10.0;1.08;0.0
394;9.8;1.06;0.0
396;10.3;1.04;0.0
398;10.8;1.03;0.0
400;10.6;1.02;0.0
402;8.9;1.01;0.0
404;6.7;1.01;0.0
406;5.3;1.13;0.0
408;4.0;1.03;0.0
410;5.0;1.17;0.0
412;5.7;1.13;0.0
414;7.3;0.99;0.0
416;7.9;1.13;0.0
418;9.1;1.19;0.0
420;11.1;0.92;0.0
422;12.8;1.12;0.0
424;12.0;0.99;0.0
426;10.1;1.30;0.0
428;8.6;1.23;0.0
430;6.8;1.08;0.0
432;6.5;1.15;0.0
434;5.2;1.13;0.0
436;4.3;1.13;0.0
438;4.5;1.13;0.0
440;5.4;0.80;0.0
442;5.0;0.86;0.0
444;6.6;1.05;0.0
446;7.8;1.03;0.0
448;6.5;1.32;0.0
450;6.4;1.33;0.0
452;5.9;1.18;0.0
454;5.0;1.33;0.0
456;5.5;1.81;0.0
458;4.7;1.04;0.0
460;4.6;1.24;0.0
462;4.8;1.17;0.0
464;4.0;1.15;0.0
466;5.2;1.05;0.0
468;7.0;1.03;0.0
470;9.3;1.01;0.0
472;9.9;1.03;0.0
474;10.9;0.87;0.0
476;10.6;1.10;0.0
478;8.3;1.06;0.0
480;7.3;1.08;0.0
482;5.1;1.22;0.0
484;4.1;1.05;0.0
486;5.4;1.17;0.0
488;5.2;1.22;0.0
490;6.7;1.08;0.0
492;8.0;1.15;0.0
494;8.4;1.13;0.0
496;8.9;0.99;0.0
498;9.4;1.13;0.0
500;10.1;1.09;0.0
502;11.1;1.06;0.0
504;11.1;1.07;0.0
506;11.8;1.17;0.0
508;13.2;0.58;0.0
510;13.1;0.94;0.0
512;12.6;0.97;0.0
514;11.4;1.04;0.0
516;11.2;1.12;0.0
518;11.1;1.05;0.0
520;12.3;1.47;0.0
522;12.0;1.42;0.0
524;11.4;1.24;0.0
526;11.0;1.26;0.0
528;10.7;1.04;0.0
530;11.3;1.22;0.0
532;12.4;1.14;0.0
534;12.0;1.06;0.0
536;11.0;1.15;0.0
538;10.2;1.09;0.0
540;8.4;1.06;0.0
542;8.6;1.22;0.0
544;8.2;0.95;0.0
546;7.1;1.06;0.0
548;6.9;1.17;0.0
550;6.3;1.24;0.0
552;5.8;1.47;0.0
554;4.7;1.25;0.0
556;7.3;1.24;0.0
558;8.1;1.25;0.0
560;9.1;0.84;0.0
562;9.7;0.96;0.0
564;9.3;0.69;0.0
566;8.6;1.02;0.0
568;7.5;1.15;0.0
570;6.1;1.05;0.0
572;4.9;0.97;0.0
574;3.5;1.04;0.0
576;2.7;1.13;0.0
578;2.0;1.13;0.0
580;2.0;1.06;0.0
582;1.6;1.22;0.0
584;2.0;1.15;0.0
586;1.2;1.15;0.0
588;1.1;1.03;0.0
590;1.7;1.06;0.0
592;1.2;1.13;0.0
594;0.9;0.97;0.0
596;0.3;1.13;0.0
598;0.1;1.12;0.0
600;0.1;1.15;0.0
602;1.3;1.23;0.0
604;1.1;1.04;0.0
606;1.2;1.06;0.0
608;1.6;1.03;0.0
610;1.0;0.97;0.0
612;0.8;1.13;0.0
614;1.4;1.02;0.0
616;0.8;1.06;0.0
618;1.2;1.15;0.0
620;2.0;1.06;0.0
622;2.6;1.15;0.0
624;2.9;1.05;0.0
626;4.5;1.06;0.0
628;3.3;1.06;0.0
630;3.2;1.05;0.0
632;2.6;1.04;0.0
634;1.3;1.06;0.0
636;1.1;1.15;0.0
638;0.9;1.06;0.0
640;0.1;1.15;0.0
642;1.3;1.05;0.0
644;1.2;1.05;0.0
646;1.1;1.12;0.0
648;0.4;0.97;0.0
650;0.2;1.04;0.0
652;0.0;1.11;0.0
654;2.2;0.97;0.0
656;4.8;1.15;0.0
658;7.0;1.14;0.0
660;11.0;1.15;0.0
662;12.3;1.23;0.0
664;13.1;0.99;0.0
666;11.9;1.06;0.0
668;9.8;1.12;0.0
670;9.2;1.08;0.0
672;8.7;1.22;0.0
674;7.8;1.19;0.0
676;6.8;1.17;0.0
678;7.0;1.08;0.0
680;7.1;1.17;0.0
682;8.3;1.06;0.0
684;10.5;0.70;0.0
686;11.0;1.04;0.0
688;11.9;1.06;0.0
690;12.6;1.13;0.0
692;11.5;1.06;0.0
694;10.6;1.17;0.0
696;8.8;1.22;0.0
698;7.1;1.17;0.0
700;6.3;1.04;0.0
702;6.6;0.96;0.0
704;6.9;0.97;0.0
706;7.3;1.03;0.0
708;9.7;0.87;0.0
710;10.1;1.04;0.0
712;11.1;0.98;0.0
714;10.7;0.97;0.0
716;9.8;1.13;0.0
718;10.1;1.04;0.0
720;10.2;1.15;0.0
722;9.9;1.13;0.0
724;10.1;0.97;0.0
726;9.0;1.19;0.0
728;9.0;1.02;0.0
730;9.3;1.06;0.0
732;8.7;1.14;0.0
734;9.1;1.05;0.0
736;9.1;1.15;0.0
738;7.3;1.04;0.0
740;6.3;0.99;0.0
742;5.9;1.13;0.0
744;4.0;0.95;0.0
746;2.6;0.99;0.0
748;2.0;1.04;0.0
750;1.0;1.02;0.0
752;1.2;1.04;0.0
754;1.4;1.06;0.0
756;0.1;1.06;0.0
758;0.0;1.05;0.0
760;0.0;1.05;0.0
762;0.1;0.97;0.0
764;0.2;1.06;0.0
766;0.7;1.10;0.0
768;0.3;0.97;0.0
770;0.0;1.15;0.0
772;0.3;1.10;0.0
774;1.1;1.06;0.0
776;1.6;1.14;0.0
778;2.6;0.99;0.0
780;2.9;1.13;0.0
782;3.8;1.03;0.0
784;4.6;0.97;0.0
786;3.4;1.03;0.0
788;2.9;1.02;0.0
790;1.8;1.04;0.0
792;0.7;1.05;0.0
794;0.2;1.13;0.0
796;0.0;1.13;0.0
798;0.0;1.04;0.0
800;0.0;0.96;0.0
802;0.0;1.04;0.0
804;0.0;1.13;0.0
806;0.3;1.04;0.0
808;0.0;0.99;0.0
810;0.8;1.06;0.0
812;1.2;1.04;0.0
814;0.8;1.06;0.0
816;0.9;1.04;0.0
818;1.2;1.15;0.0
820;1.0;1.13;0.0
822;1.9;0.90;0.0
824;3.0;1.15;0.0
826;3.0;1.11;0.0
828;3.0;1.06;0.0
830;3.5;1.14;0.0
832;2.6;1.04;0.0
834;3.5;1.15;0.0
836;4.6;1.03;0.0
838;5.2;1.28;0.0
840;5.2;1.28;0.0
842;4.7;1.28;0.0
844;4.8;1.10;0.0
846;6.3;1.06;0.0
848;7.2;1.01;0.0
850;7.0;1.05;0.0
852;7.1;1.15;0.0
854;5.2;1.13;0.0
856;4.4;1.06;0.0
858;4.0;1.13;0.0
860;3.8;0.97;0.0
862;2.9;1.13;0.0
864;3.3;1.10;0.0
866;2.0;0.99;0.0
868;1.6;1.20;0.0
870;1.3;1.13;0.0
872;1.1;1.17;0.0
874;1.1;1.12;0.0
876;1.5;0.88;0.0
878;1.0;1.03;0.0
880;1.6;0.94;0.0
882;1.3;0.97;0.0
884;1.0;1.04;0.0
886;1.2;1.00;0.0
888;1.5;1.04;0.0
890;1.2;0.97;0.0
892;1.5;0.99;0.0
894;1.4;1.04;0.0
896;1.0;1.03;0.0
898;1.0;0.97;0.0
900;1.3;0.97;0.0
902;0.8;1.12;0.0
904;1.0;1.04;0.0
906;0.3;1.06;0.0
908;0.6;1.13;0.0
910;0.9;1.13;0.0
912;1.2;1.15;0.0
914;0.2;1.04;0.0
916;1.1;0.97;0.0
918;1.1;1.01;0.0
920;1.1;0.88;0.0
922;1.5;1.04;0.0
924;1.3;1.00;0.0
926;1.8;1.06;0.0
928;2.3;1.15;0.0
930;1.9;1.04;0.0
932;1.8;1.04;0.0
934;1.8;0.94;0.0
936;1.1;0.97;0.0
938;0.9;1.03;0.0
940;1.6;1.03;0.0
942;0.4;1.04;0.0
944;0.9;1.04;0.0
946;3.6;0.88;0.0
948;4.7;0.96;0.0
950;5.3;0.74;0.0
952;6.1;1.11;0.0
954;6.6;1.11;0.0
956;8.0;1.11;0.0
958;8.7;0.50;0.0
960;9.6;0.85;0.0
962;9.5;0.96;0.0
964;9.2;1.13;0.0
966;9.0;1.17;0.0
968;7.8;1.04;0.0
970;7.3;1.15;0.0
972;5.5;1.04;0.0
974;4.7;0.97;0.0
976;4.0;1.04;0.0
978;3.6;1.03;0.0
980;4.3;0.97;0.0
982;3.4;1.04;0.0
984;2.9;1.04;0.0
986;3.0;1.04;0.0
988;2.4;1.13;0.0
990;2.0;0.97;0.0
992;1.6;1.04;0.0
994;1.3;0.96;0.0
996;0.9;0.96;0.0
998;2.2;1.03;0.0
1000;2.1;1.00;0.0
1002;1.9;1.03;0.0
1004;1.5;1.04;0.0
1006;1.2;1.06;0.0
1008;0.2;1.13;0.0
1010;0.3;1.04;0.0
1012;0.3;0.97;0.0
1014;0.6;1.05;0.0
1016;1.4;1.03;0.0
1018;0.9;0.97;0.0
1020;1.1;1.06;0.0
1022;1.3;1.12;0.0
1024;2.5;1.04;0.0
1026;3.6;1.15;0.0
1028;5.3;0.99;0.0
1030;5.4;1.04;0.0
1032;6.2;1.03;0.0
1034;7.3;0.87;0.0
1036;5.9;0.97;0.0
1038;5.6;0.99;0.0
1040;4.2;0.88;0.0
1042;2.7;1.04;0.0
1044;2.0;0.95;0.0
1046;2.2;1.04;0.0
1048;0.9;1.01;0.0
1050;0.9;0.88;0.0
1052;1.2;1.13;0.0
1054;0.9;0.94;0.0
1056;1.3;0.97;0.0
1058;1.5;1.03;0.0
1060;1.1;0.96;0.0
1062;1.4;0.96;0.0
1064;1.5;1.03;0.0
1066;1.2;1.06;0.0
1068;1.3;1.05;0.0
1070;1.2;1.03;0.0
1072;0.9;0.96;0.0
1074;1.5;0.88;0.0
1076;1.0;1.11;0.0
1078;0.6;0.96;0.0
1080;1.2;1.05;0.0
1082;1.1;1.03;0.0
1084;0.8;0.97;0.0
1086;0.5;1.03;0.0
1088;0.0;0.96;0.0
1090;0.0;0.97;0.0
1092;0.6;1.01;0.0
1094;0.3;0.97;0.0
1096;1.1;1.05;0.0
1098;1.5;1.01;0.0
1100;1.1;0.97;0.0
1102;1.3;1.13;0.0
1104;1.5;0.99;0.0
1106;1.8;1.04;0.0
1108;2.4;1.03;0.0
1110;3.4;0.97;0.0
1112;4.4;1.04;0.0
1114;6.9;0.94;0.0
1116;8.5;0.96;0.0
1118;9.1;1.03;0.0
1120;10.9;1.04;0.0
1122;11.1;1.05;0.0
1124;10.4;1.05;0.0
1126;10.2;0.97;0.0
1128;9.1;1.03;0.0
1130;7.1;0.96;0.0
1132;6.4;0.88;0.0
1134;4.6;0.97;0.0
1136;3.6;0.96;0.0
1138;3.7;0.96;0.0
1140;2.8;0.87;0.0
1142;3.2;1.05;0.0
1144;4.1;1.05;0.0
1146;3.4;1.05;0.0
1148;4.3;0.96;0.0
1150;6.0;0.96;0.0
1152;5.3;1.12;0.0
1154;5.3;0.97;0.0
1156;4.9;1.06;0.0
1158;5.7;1.03;0.0
1160;7.5;1.05;0.0
1162;8.2;1.13;0.0
1164;7.3;0.96;0.0
1166;7.3;0.96;0.0
1168;7.7;1.12;0.0
1170;8.0;0.87;0.0
1172;7.3;1.05;0.0
1174;7.2;0.98;0.0
1176;7.1;0.97;0.0
1178;8.1;1.13;0.0
1180;8.5;0.97;0.0
1182;9.4;1.07;0.0
1184;10.5;1.03;0.0
1186;10.3;0.73;0.0
1188;9.2;0.85;0.0
1190;8.3;1.01;0.0
1192;7.3;0.96;0.0
1194;6.8;1.04;0.0
1196;6.8;1.13;0.0
1198;6.6;1.07;0.0
1200;5.9;1.14;0.0
