Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
EPDM rubber and epoxy adhesive;Aluminium plate;;;IN16-2;Floor composite for passenger trains;;ISO 5660;TRANSFEU;;TRANSFEU;1;2012-06-20 12:34:50
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;19;64.56;36.8;;;;;15.12;;685.42;;37.57;0.00943;;2011-06-18;c_EW_in16-2_1;6;3;3;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s))
622;62.6400934;0.621175262
624;62.87771661;0.641305061
626;62.98140186;0.62142336
628;63.08265824;0.680572577
630;62.52595631;0.660878811
632;63.13510127;0.640984968
634;64.33801417;0.621144242
636;63.96213334;0.631003675
638;64.15437072;0.650911292
640;64.1525737;0.730981263
642;63.94454608;0.691468762
644;64.12454933;0.680769987
646;64.55841747;0.710263575
648;64.32375273;0.670804488
650;63.86740766;0.662130664
652;64.11059295;0.690258314
654;63.78903811;0.662990656
656;62.7913385;0.621212108
658;63.00878911;0.622631422
660;63.09033622;0.64319989
662;62.79105132;0.663023506
664;62.66906488;0.612601091
666;62.80566975;0.582930131
668;62.23237797;0.582732029
670;62.23162038;0.543305773
672;61.14781371;0.533400978
674;61.3093825;0.55477949
676;62.03415672;0.524332721
678;61.72847975;0.543121096
680;60.39914374;0.513092051
682;62.67031636;0.514162639
684;62.03192331;0.512993456
686;60.93602659;0.48522201
688;60.76618695;0.474450326
690;60.12471289;0.464773108
692;60.23189597;0.444866264
694;59.94571089;0.454597532
696;58.89505788;0.42501279
698;58.60808562;0.346454188
700;59.13069678;0.395206674
702;58.35638493;0.395284964
704;57.94881936;0.414408239
706;57.98630476;0.474409388
708;57.96657579;0.474250802
710;56.99412265;0.445377586
712;56.68508509;0.523752343
714;57.4541565;0.513622285
716;56.04443543;0.484684707
718;56.16881638;0.503819567
720;55.84131022;0.454293296
722;55.17267095;0.444219263
724;55.10321325;0.434479346
726;54.2464803;0.424394724
728;54.04627035;0.414648297
730;54.64189298;0.384861133
732;53.70826037;0.444205126
734;53.42708611;0.453938576
736;53.64924716;0.434140231
738;52.90943193;0.375588954
740;52.3282835;0.453963975
742;53.05597395;0.405142692
744;52.06967473;0.483477208
746;51.45714817;0.51265173
748;52.07311542;0.572740964
750;51.15921413;0.504488647
752;50.74016019;0.532008807
754;50.20139587;0.561870787
756;49.32864548;0.620587922
758;50.20117314;0.561567648
760;49.81915514;0.541705381
762;49.4698132;0.522291434
764;49.65450039;0.50325361
766;49.08566366;0.503231071
768;49.27437213;0.503034456
770;48.81455614;0.424191551
772;47.92095473;0.453763927
774;47.31826123;0.484810421
776;46.74605745;0.444470172
778;46.35097154;0.434679693
780;46.34685648;0.46495683
782;45.44030419;0.434319227
784;44.9789195;0.414781766
786;44.83583657;0.385173424
788;44.96067449;0.374376569
790;44.52301769;0.374432217
792;44.571391;0.365117817
794;44.80403354;0.393946311
796;43.92933712;0.365764734
798;43.66650183;0.374304158
800;43.21496775;0.364473693
802;42.31577285;0.405367568
804;41.91826927;0.42453923
806;41.81588456;0.414158348
808;40.76350154;0.512767478
810;40.75949882;0.492099655
812;40.51908237;0.483756056
814;38.94241531;0.42439611
816;39.27829482;0.404716995
818;39.24307325;0.444267917
820;38.31880552;0.45385163
822;38.36531224;0.462011955
824;39.18761596;0.473724563
826;38.2595558;0.433417682
828;37.49194383;0.424939535
830;36.81424976;0.443726466
832;36.44752845;0.43456641
834;35.86285499;0.4633805
836;35.39913445;0.453432411
838;34.56856975;0.473217403
840;35.06687236;0.424462676
842;35.09084579;0.433570915
844;34.83391348;0.462837581
846;34.82151677;0.471851483
848;33.65010699;0.502155089
850;33.32509014;0.541328203
852;33.53517952;0.541408582
854;32.81350623;0.523351792
856;31.67962929;0.552008162
858;31.48904551;0.542415453
860;30.93531635;0.551845447
862;30.37823435;0.562740959
864;30.1976455;0.601147676
866;29.00051956;0.540853788
868;29.3365341;0.629450425
870;29.52065537;0.54156842
872;28.14126511;0.540562301
874;28.39765349;0.541276673
876;27.41725774;0.501883658
878;26.29282837;0.542200636
880;26.0241553;0.522558402
882;25.66959513;0.552083358
884;25.15036637;0.561748513
886;24.88129376;0.62169345
888;24.1603863;0.591052834
890;23.66318891;0.551512826
892;23.84327235;0.591112597
894;23.52682516;0.57992973
896;22.78860115;0.649522707
898;22.31309329;0.601688932
900;21.09115114;0.639711138
902;20.2488905;0.628396531
904;19.80993124;0.65887871
906;18.55394227;0.620497534
908;18.17947503;0.631538934
910;17.54390475;0.65013827
912;16.6982424;0.638894184
914;17.17379574;0.628939295
916;16.39781964;0.659250832
918;15.5751776;0.638641506
920;16.05889956;0.638203481
922;14.73290553;0.629822492
924;15.45652297;0.650316565
926;15.25677835;0.678993197
928;14.34168211;0.727943798
930;14.45087581;0.718249386
932;15.21017515;0.697111562
934;14.39209422;0.699482063
936;15.04206345;0.697079784
938;14.58080452;0.688121092
940;13.84017614;0.689290116
942;14.25845917;0.688119563
944;13.85444047;0.748187589
946;13.74395466;0.638970026
948;13.97800549;0.648517612
950;13.94116999;0.618015007
952;14.53585799;0.647668705
954;13.85566392;0.599709995
956;14.81035307;0.630360387
958;14.23106506;0.658506502
960;13.51637865;0.590676187
962;14.33711039;0.609212187
964;13.58949913;0.638534099
966;13.88828058;0.610420796
968;13.84658837;0.640849929
970;13.33189377;0.620079626
972;13.81885037;0.638781521
974;13.20206612;0.667232201
976;12.65262112;0.667906317
978;13.07541117;0.67813266
980;12.4484602;0.657194084
982;13.68006793;0.658084165
984;13.75818505;0.666808461
986;13.1193916;0.696500629
988;14.19188466;0.63757635
990;12.69148962;0.629838323
992;13.11334752;0.62889511
994;12.48193121;0.616638613
996;12.36251576;0.626701672
998;13.30938297;0.629081213
1000;12.46447634;0.677993118
1002;12.99374121;0.717019234
1004;11.95947085;0.734236039
1006;11.99756165;0.697784007
1008;12.5886288;0.687856159
1010;11.96812506;0.658408485
1012;12.47413305;0.689290917
1014;12.17112058;0.728569138
1016;12.23628983;0.69882404
1018;12.00310163;0.707227946
1020;11.82451315;0.715700271
