Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Painted paper plasterboard;plasterboard;;;;;;ISO 5660;EUREFIC;CS000009_EUREFIC1;;1;2003-07-24 15:09:50
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;103;52;2.2;12;NA;6.6;3.3;NA;NA;19;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.602; 2.6138; -0.0196; 2259.88
3.582; 1.5264; -0.0095; 2346.43
6.06; 1.7742; 0.0001; 2372.56
8.04; 1.5187; 0.0014; 2403.52
10.302; 1.8132; 0.0058; 2446.04
12.3; 0.5752; 0.0058; 182.351
14.298; -0.0911; 0.0053; 120.325
16.818; -0.8084; 0.009; 118.324
18.798; -1.0921; 0.0076; 124.548
20.802; -0.7989; 0.0091; 118.098
22.782; -0.0939; 0.0063; 128.947
24.762; 0.9221; 0.0095; 123.816
27.258; 1.1621; 0.0074; 126.143
29.262; 1.0794; 0.0129; 113.128
31.26; 1.6363; 0.0093; 108.237
33.48; 1.3196; 0.013; 98.0246
35.46; 2.0424; 0.0148; 102.2
37.962; 2.221; 0.0142; 97.2516
39.942; 1.7837; 0.0137; 96.361
41.922; 1.1906; 0.0137; 99.0918
43.902; 0.6173; 0.0159; 95.7632
45.9; 0.113; 0.0159; 93.2684
48.36; -0.7758; 0.017; 92.4508
50.358; -0.864; 0.0161; 95.1511
52.338; -0.6049; 0.0179; 98.2982
54.6; -0.6712; 0.0184; 103.548
56.58; 0.4561; 0.0166; 107.481
59.058; 0.2892; 0.0196; 113.411
61.038; -0.8774; 0.0196; 125.21
63.042; -0.6281; 0.0217; 131.368
65.04; 0.1682; 0.0194; 140.447
67.038; 1.0479; 0.0226; 148.541
69.54; 1.3489; 0.0245; 159.96
71.52; 1.1751; 0.0285; 163.095
73.518; 1.7317; 0.0278; 167.848
75.522; 0.9373; 0.032; 174.628
77.76; 1.4049; 0.0371; 178.541
80.22; 1.1832; 0.0375; 176.326
82.2; 2.2456; 0.0439; 175.781
84.18; 2.7814; 0.0476; 173.29
86.202; 2.6369; 0.0508; 166.529
88.2; 4.5853; 0.0548; 165.406
90.66; 5.6516; 0.0572; 168.21
92.64; 7.4199; 0.0576; 168.82
94.638; 7.6565; 0.0614; 172.071
96.642; 7.5721; 0.0663; 168.211
98.64; 7.6897; 0.0673; 150.857
101.418; 8.1176; 0.0755; 121.977
103.422; 15.5473; 0.0833; 91.6313
105.462; 29.2068; 0.0869; 58.5601
107.46; 48.737; 0.086; 35.38
109.458; 52.166; 0.0841; 22.3871
111.978; 46.8785; 0.0821; 19.0236
113.982; 37.5797; 0.0754; 18.6786
115.98; 30.0507; 0.0693; 20.3408
118.002; 23.9838; 0.0696; 20.6483
119.982; 20.9233; 0.0702; 19.9383
122.802; 18.4185; 0.0581; 19.8613
124.818; 15.9974; 0.057; 19.8393
126.798; 14.7449; 0.0561; 19.9621
128.802; 13.6807; 0.0541; 19.7824
130.8; 13.507; 0.0466; 20.6228
133.26; 12.068; 0.0516; 20.3653
135.24; 12.0715; 0.0489; 20.6702
137.238; 11.6654; 0.0479; 19.8011
139.242; 11.6744; 0.0454; 18.9604
141.24; 11.8987; 0.0471; 17.9104
143.682; 11.3944; 0.0495; 17.4586
146.4; 12.0712; 0.0431; 16.6893
150.318; 12.5251; 0.0451; 16.4605
152.778; 12.6999; 0.047; 16.4945
154.782; 12.0667; 0.0462; 16.1825
156.762; 12.556; 0.0431; 15.5271
158.76; 12.3453; 0.0443; 15.6321
160.758; 12.1428; 0.0457; 15.6481
163.158; 13.3491; 0.0439; 14.7424
167.478; 13.5829; 0.043; 14.1478
169.458; 14.0122; 0.0442; 14.0251
171.462; 14.1429; 0.0451; 13.6778
174.522; 14.3019; 0.0422; 14.1078
176.52; 13.6129; 0.0414; 15.1752
180.48; 13.9771; 0.0415; 16.2657
182.982; 12.8818; 0.041; 17.248
184.962; 12.9274; 0.0419; 17.2775
186.942; 13.328; 0.0409; 16.8116
188.94; 13.5585; 0.0395; 16.0421
191.478; 13.9664; 0.0393; 15.1656
193.938; 14.0862; 0.0379; 14.335
195.942; 14.1484; 0.0409; 14.1939
198.24; 13.7166; 0.0398; 13.4696
200.238; 12.5005; 0.0399; 13.5087
202.218; 12.54; 0.0409; 13.7764
204.702; 12.2998; 0.0404; 13.7297
206.682; 12.7452; 0.0385; 13.4976
208.68; 12.1291; 0.0385; 13.7679
210.678; 11.7652; 0.0367; 14.3133
212.682; 12.9867; 0.0367; 14.9252
215.142; 13.8057; 0.0358; 16.2025
217.122; 13.0118; 0.0354; 16.5504
219.12; 11.7379; 0.0361; 17.2746
221.4; 10.7521; 0.0365; 17.5685
223.38; 10.6859; 0.0356; 17.6925
225.882; 10.5317; 0.0355; 17.1264
227.88; 9.8998; 0.0345; 17.6179
229.878; 10.4157; 0.0353; 18.484
231.882; 9.7026; 0.0352; 19.2686
233.88; 9.9793; 0.0338; 20.139
236.358; 9.8651; 0.0334; 21.289
238.38; 9.0271; 0.0339; 22.1461
240.402; 8.5516; 0.033; 21.9655
242.382; 8.2922; 0.0326; 20.3851
