Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR Particle board;;;;;;;ISO 5660;EUREFIC;CDK9301_EUREFIC9;;1;2003-08-06 10:15:52
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;17;247;24;139;86;NA;13.2;NA;NA;1220;0.01;79;170
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -2.14919; -0.0517614; 0
5; -2.12885; -0.00296071; 0
10; 43.8397; 0.0221898; 0
15; 125.199; -0.00443624; 421.463
20; 107.208; 0.082844; 61.3752
25; 50.7623; 0.149419; 980.728
30; 32.5078; 0.0872843; 604.448
35; 12.9741; 0.0473384; 767.839
40; 58.1614; 0.050297; 1172.5
45; 153.102; 0.0665736; 1574.66
50; 206.2; 0.113914; 1058.11
55; 234.486; 0.174567; 999.373
60; 246.897; 0.187881; 1153.69
65; 235.573; 0.196755; 1322.45
70; 226.712; 0.196755; 1291.75
75; 213.202; 0.187881; 1092.62
80; 199.686; 0.16717; 1234.95
85; 195.743; 0.156817; 1186.54
90; 185.794; 0.171608; 1152.79
95; 186.642; 0.161251; 1121.17
100; 196.397; 0.139061; 1266.36
105; 185.615; 0.13906; 1235.09
110; 190.969; 0.167172; 1088.88
115; 200.767; 0.130187; 1251.93
120; 196.5; 0.121309; 1483.38
125; 195.665; 0.139059; 1463.1
130; 195.662; 0.102078; 1439.32
135; 176.99; 0.107995; 1342.18
140; 158.66; 0.100596; 1330.43
145; 126.181; 0.0680532; 1886.03
150; 103.171; 0.0650925; 1560.23
155; 89.6977; 0.0340246; 2352.21
160; 65.838; 0.0133138; 3809.93
