Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Plywood;;;;;;;ISO 5660;EUREFIC;CS000008_EUREFIC2;;1;2003-07-24 15:08:23
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;26;271;75.1;133;129;65.2;11.5;NA;NA;22;0.01;12;600
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
159.762; 128.768; 0.1259; 2.3411
161.76; 126.067; 0.1238; 1.845
164.22; 123.695; 0.1222; 1.4769
166.218; 121.106; 0.1199; 1.2822
168.36; 121.812; 0.1191; 1.5192
170.382; 120.884; 0.118; 1.4158
172.38; 119.978; 0.1178; 1.4271
174.798; 119.238; 0.116; 1.1333
176.82; 118.579; 0.1169; 1.2189
178.818; 116.895; 0.1185; 1.2635
180.798; 117.672; 0.1214; 2.0206
182.802; 117.481; 0.1209; 3.1491
185.262; 119.802; 0.1229; 4.2147
187.26; 120.301; 0.1228; 5.2775
189.498; 122.179; 0.1232; 6.1845
191.502; 122.417; 0.1229; 6.4702
193.482; 121.952; 0.1237; 6.4146
195.942; 121.653; 0.1249; 6.6491
197.958; 122.991; 0.1264; 6.7157
199.938; 123.007; 0.1263; 6.6087
201.918; 123.251; 0.1277; 6.4198
203.922; 124.65; 0.1291; 5.923
206.442; 125.408; 0.1287; 5.1971
208.422; 124.887; 0.1273; 4.4991
210.402; 122.557; 0.1273; 3.6411
212.658; 123.41; 0.1259; 3.2111
214.662; 122.896; 0.1245; 2.787
217.14; 121.652; 0.1224; 2.4773
219.12; 120.273; 0.121; 1.9663
221.1; 120.853; 0.1192; 1.5098
223.098; 120.573; 0.1181; 0.9011
225.102; 117.817; 0.1169; 0.3146
227.52; 115.835; 0.1174; -0.4286
229.518; 115.49; 0.1164; -0.9249
231.522; 115.416; 0.1151; -1.2015
233.52; 116.053; 0.1142; -1.5704
235.722; 116.049; 0.1147; -1.8002
238.158; 114.178; 0.1147; -1.7777
240.162; 114.502; 0.1157; -1.859
242.16; 114.73; 0.116; -1.847
244.158; 114.837; 0.1165; -1.409
246.162; 115.05; 0.1174; -0.86
248.598; 114.259; 0.1165; 0.0088
250.602; 114.725; 0.1155; 0.901
252.6; 115.175; 0.1169; 1.6953
254.598; 116.22; 0.118; 2.1014
256.902; 115.055; 0.1148; 2.5276
259.398; 116.655; 0.1155; 2.724
261.42; 116.616; 0.1185; 2.6877
263.418; 118.162; 0.1193; 2.5179
265.398; 118.123; 0.12; 2.6833
267.42; 119.471; 0.1221; 2.5586
269.862; 120.104; 0.1225; 2.4231
271.86; 121.103; 0.1219; 2.3131
273.84; 123.464; 0.1219; 2.3306
275.82; 125.587; 0.1217; 2.1498
277.818; 124.565; 0.124; 1.8653
280.638; 126.248; 0.1245; 1.2783
282.618; 126.353; 0.1249; 0.8601
284.598; 128.078; 0.1238; 0.603
286.578; 126.871; 0.1233; 0.217
288.582; 125.738; 0.1228; 0.0067
291.078; 125.572; 0.1219; 0.0094
293.058; 125.456; 0.1193; 0.0023
295.038; 126.293; 0.1189; -0.4358
297.018; 126.608; 0.1182; -0.7197
299.04; 126.329; 0.1168; -0.7027
301.5; 126.487; 0.1166; -0.7786
303.702; 128.489; 0.1177; -0.6179
305.682; 127.958; 0.1188; 0.3138
307.68; 128.286; 0.12; 1.29
309.678; 129.876; 0.1225; 2.1033
312.198; 131.801; 0.1238; 3.3154
314.178; 133.512; 0.1278; 4.436
316.182; 136.591; 0.1307; 5.5847
318.18; 140.706; 0.133; 6.747
320.16; 143.504; 0.1362; 8.0415
322.638; 148.471; 0.1383; 8.9918
324.822; 150.177; 0.143; 10.1232
326.82; 153.894; 0.1447; 11.4669
328.8; 156.775; 0.1474; 13.2824
330.798; 157.83; 0.1466; 14.9867
333.258; 161.813; 0.1508; 16.7373
335.238; 164.41; 0.1526; 18.2825
337.26; 165.154; 0.1533; 18.8557
339.24; 167.095; 0.1537; 18.9135
341.238; 169.837; 0.1562; 18.9649
343.782; 170.308; 0.1553; 18.5841
345.762; 170.508; 0.1539; 17.7802
348; 168.523; 0.1536; 16.7116
349.98; 171.372; 0.155; 15.5971
351.978; 172.139; 0.1537; 14.379
354.438; 170.725; 0.1539; 13.4655
356.418; 173.217; 0.1575; 13.3526
358.422; 175.744; 0.1582; 14.06
360.42; 177.67; 0.1587; 14.8785
362.4; 178.347; 0.1619; 16.2778
364.86; 178.771; 0.167; 18.3085
366.84; 182.937; 0.167; 20.1794
368.838; 188.893; 0.1709; 22.0832
371.04; 193.684; 0.1769; 24.1949
373.038; 198.123; 0.1823; 26.7005
375.522; 202.353; 0.1852; 29.7312
377.502; 207.036; 0.1917; 32.9184
379.482; 215.104; 0.1928; 36.1628
381.462; 218.284; 0.1946; 39.1755
383.442; 219.876; 0.1979; 41.823
385.92; 222.331; 0.2014; 44.1657
387.9; 223.432; 0.2037; 44.9545
389.898; 226.303; 0.2065; 44.6566
392.058; 229.28; 0.2074; 44.2895
394.038; 233.303; 0.2056; 43.4935
396.558; 236.218; 0.2067; 42.2327
398.538; 237.147; 0.2076; 41.9412
400.542; 238.899; 0.2101; 43.2916
402.558; 238.363; 0.212; 45.9892
404.538; 241.109; 0.2133; 49.6991
407.058; 242.853; 0.2142; 54.1964
409.062; 247.663; 0.2159; 58.9214
411.042; 253.326; 0.2162; 62.8406
413.04; 258.31; 0.2189; 66.1524
415.302; 262.28; 0.2221; 68.1945
417.72; 266.307; 0.2235; 69.9792
419.718; 264.717; 0.225; 71.0891
421.722; 271.144; 0.2223; 72.1705
423.72; 268.54; 0.2167; 72.9978
425.718; 264.734; 0.2121; 73.2819
428.262; 262.295; 0.2012; 71.9917
430.242; 254.752; 0.188; 71.6884
432.222; 243.73; 0.183; 70.3243
434.22; 239.465; 0.1767; 68.7686
436.218; 234.111; 0.1675; 68.3127
438.918; 227.719; 0.1634; 68.0184
440.922; 223.585; 0.1575; 67.2421
442.902; 218.698; 0.1513; 67.6058
444.9; 211.408; 0.1438; 66.9842
446.898; 205.777; 0.136; 66.2629
449.4; 198.251; 0.1285; 64.7182
451.38; 189.344; 0.1194; 62.3747
453.36; 180.604; 0.1147; 58.5848
455.382; 172.873; 0.1078; 54.6311
457.338; 164.701; 0.1016; 50.3791
460.122; 158.552; 0.0982; 46.2919
462.102; 155.314; 0.0931; 42.7228
464.1; 149.882; 0.0893; 40.7673
466.098; 143.92; 0.085; 38.7974
468.102; 140.468; 0.0824; 35.7355
470.502; 133.972; 0.0751; 34.0141
472.5; 129.618; 0.0707; 31.8236
474.48; 123.961; 0.0683; 29.308
476.478; 120.731; 0.066; 27.5392
478.458; 116.835; 0.0623; 25.9583
480.9; 114.149; 0.0614; 24.9483
483.12; 112.051; 0.0592; 24.1131
485.1; 108.828; 0.0574; 23.3764
487.098; 107.113; 0.0557; 23.3669
489.12; 102.732; 0.0555; 23.6017
491.562; 99.1661; 0.0537; 22.7586
493.542; 96.6892; 0.0498; 22.7326
495.54; 94.7898; 0.0492; 22.2691
497.538; 93.6319; 0.0482; 21.7899
499.542; 91.3822; 0.0465; 23.3842
501.918; 88.2775; 0.046; 25.6904
503.922; 87.6377; 0.0438; 27.4872
506.1; 86.2812; 0.0415; 29.7949
508.098; 84.3552; 0.0396; 31.2701
510.102; 81.9709; 0.0387; 31.2506
512.478; 80.9048; 0.0369; 32.1162
514.482; 79.2431; 0.0369; 32.2976
516.462; 76.9565; 0.0371; 32.6475
518.442; 74.5876; 0.0357; 32.909
520.44; 73.6454; 0.0354; 33.0175
522.918; 72.3605; 0.0349; 34.313
524.94; 71.5305; 0.0326; 35.7851
527.22; 69.9183; 0.0315; 37.3607
529.218; 68.5289; 0.0301; 38.4924
531.222; 66.2441; 0.0283; 39.4976
533.742; 64.7023; 0.0274; 37.8507
535.782; 62.1224; 0.0292; 36.5892
537.798; 59.1611; 0.0281; 35.1563
539.802; 58.0585; 0.0273; 34.98
541.818; 55.671; 0.0241; 35.2759
