Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Plastic faced steel sheet;Mineral wool;;;;;;ISO 5660;EUREFIC;CS000036_EUREFIC5;;1;2003-08-06 09:02:02
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;76;70;1.7;9;NA;1.2;14.1;NA;NA;277;0.01;25;640
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.44; 0.0586; -0.0006; -100000
3.438; -0.2239; 0.0032; -100000
5.922; -0.1181; -0.0068; -100000
7.902; 0.6156; 0.0005; -100000
10.098; -0.433; 0.002; -100000
12.102; -0.704; 0.0056; -100000
14.1; -0.8532; 0; -100000
16.578; -0.2615; 0.0018; -100000
18.582; -0.7497; -0.0005; -100000
20.58; -1.2622; 0.0014; 53.5156
22.602; -1.1632; 0.0014; 111.216
24.6; -1.0714; 0.0032; 142.152
27.138; -0.4673; 0.0057; 197.655
29.118; -0.4153; 0.0043; 293.528
31.122; 0.4088; 0.0047; 319.407
33.36; 0.5345; 0.0051; 312.867
35.358; 1.0103; 0.0166; 330.089
37.842; 5.0589; 0.0427; 497.303
39.84; 8.9168; 0.0744; 595.52
41.82; 8.68; 0.0878; 681.735
43.8; 6.7685; 0.0963; 765.933
45.78; 4.8006; 0.0941; 800.395
48.3; 3.6996; 0.0704; 640.408
50.322; 3.1232; 0.0441; 484.255
52.278; 3.4975; 0.0319; 402.532
54.54; 4.6837; 0.0215; 352.617
56.538; 4.3775; 0.0141; 327.28
58.998; 4.9376; 0.0101; 318.501
61.002; 5.0852; 0.0074; 312.662
63; 4.2253; 0.0067; 328.619
64.998; 3.4858; 0.0076; 324.972
67.002; 4.0081; 0.0067; 296.211
69.48; 4.5269; 0.0098; 264.744
71.478; 6.3245; 0.018; 344.061
73.482; 39.0839; 0.0222; 704.924
75.48; 66.2197; 0.0222; 955.638
77.742; 65.0039; 0.0263; 1142.96
80.178; 52.1335; 0.0217; 1261.82
