Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Melamine foam with alufoil;;;;IN12-3;Interior surface of Air ducts ;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-03-28 15:19:52
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
50;;12.63;3.37;;;4.7;1;57.47;;1.1;;4.09;0.0884;No ignition observed;2011-02-17;c_CID_IN12-3_50c;19.9;;;;;;;;;;;0.47;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s));Mass (g)
0;3.271644831;-0.011434205;4.7
2;4.098110846;-0.004355162;4.696029
4;3.635405721;0.003292854;4.727314
6;2.93888546;-0.008083553;4.697207
8;4.125082891;-0.010286169;4.787474
10;4.855924218;-0.006148433;4.698353
12;5.857071319;-0.006798265;4.783927
14;6.258379246;0.006088003;4.699685
16;4.450303527;0.00095656;4.806952
18;3.077728654;-0.004436503;4.695532
20;4.166695743;-0.000679902;4.696848
22;4.105798149;-0.010193349;4.701905
24;4.62745386;0.003377117;4.695603
26;5.295625868;-0.00433921;4.695238
28;5.128259647;-0.003153874;4.697305
30;5.568370143;-0.000854702;4.641845
32;5.067876311;0.008771506;4.624389
34;4.104425128;0.017464603;4.625999
36;4.356371193;0.012074192;4.623107
38;4.473566607;0.004316155;4.621765
40;4.36274267;0.004992052;4.629545
42;4.843016228;0.00189017;4.621863
44;4.96313483;0.011343786;4.540092
46;4.124189772;-0.009125631;4.517212
48;4.517504344;0.004999814;4.604523
50;4.544224333;0.009925491;4.627957
52;4.126902419;0.005291792;4.638885
54;4.374692053;-0.004696147;4.539479
56;4.616286873;0.001416197;4.631382
58;4.145927408;0.000302888;4.627078
60;4.661868538;0.001581967;4.626385
62;4.353604853;-0.002285084;4.618329
64;4.113964758;0.000653046;4.534772
66;3.848842299;-0.007874556;4.6235
68;3.681913512;0.001514975;4.632599
70;3.930644908;0.013829369;4.639969
72;4.485024829;0.000929398;4.622715
74;4.053715492;-0.016373206;4.624684
76;4.387808421;-0.011913805;4.624319
78;4.775887134;0.002617716;4.534024
80;2.361707193;0.009338757;4.516225
82;2.090889;0.002987191;4.623655
84;2.45076381;-0.003945614;4.625404
86;3.192012189;0.002354953;4.541737
88;3.803236602;0.003750833;4.602062
90;4.424031888;0.000174614;4.60078
92;3.809837749;-0.004341187;4.516132
94;4.22730547;-0.002673185;4.51442
96;4.751701612;0.007682716;4.515931
98;4.301816359;0.004630239;4.540456
100;5.085207478;0.001229004;4.516057
102;4.71733218;-7.61E-05;4.517736
104;4.361454724;0.004875634;4.520333
106;4.562627526;0.012761029;4.424808
108;4.718582663;0.00593856;4.419004
110;3.905025401;0.013950493;4.403332
112;4.492111814;-0.002852966;4.399856
114;4.520516083;-0.004536497;4.497902
116;4.414485396;-0.001129718;4.406354
118;5.089412705;0.003065773;4.405989
120;4.553558219;-0.002103686;4.407912
122;4.191526251;-0.008508155;4.411969
124;5.925104227;0.005200438;4.403922
126;5.68409895;0.002052834;4.407074
128;4.305860683;0.003270242;4.408521
130;4.329513874;0.007155061;4.346623
132;3.373614802;0.004087282;4.407533
134;2.870636223;0.001404954;4.403692
136;4.772256757;0.008167943;4.404909
138;4.544883425;-0.006029341;4.399295
140;4.291018576;0.00323487;4.403005
142;4.569486877;0.007198673;4.405372
144;3.93801279;0.011168217;4.403692
146;4.107997784;-0.010897948;4.408984
148;4.602380443;0.008778545;4.399705
150;4.266050847;-0.007651961;4.352362
152;4.448723318;-0.000466306;4.406157
154;4.590592196;-0.005770315;4.331595
156;4.11159974;-0.001602169;4.331894
158;5.355291541;0.001376848;4.398026
160;4.399137601;0.006534999;4.328376
162;3.812072201;-0.002458316;4.404287
164;3.626727702;-0.012196192;4.399001
166;3.624694557;-0.001003306;4.341435
168;3.184749343;0.011471558;4.404942
