Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Painted paper plasterboard;plasterboard;;;;;;ISO 5660;EUREFIC;CS000013_EUREFIC1;;1;2003-08-05 13:03:31
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
75;21;257;4.4;24;NA;9.2;4.7;NA;NA;4;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.218; 0.5629; 0.0117; 43.0094
3.198; 0.3853; 0.0135; 44.0491
5.658; -0.3287; 0.0162; 57.674
7.662; 0.0444; 0.0199; 75.5512
9.858; 0.0212; 0.0196; 95.3509
11.862; 0.8527; 0.0242; 113.691
13.842; 0.0821; 0.0307; 118.722
16.242; 0.3027; 0.0393; 115.593
18.222; -0.0949; 0.0803; 100.887
20.202; -3.6439; 0.121; 78.7196
22.2; 14.1674; 0.1606; 55.6844
24.18; 163.775; 0.1818; 37.3536
26.682; 234.782; 0.1945; 19.6308
28.68; 256.845; 0.1704; 11.9986
30.66; 223.124; 0.1412; 8.0868
32.838; 153.201; 0.1099; 6.9745
34.842; 110.359; 0.0924; 6.5436
37.218; 78.4384; 0.0801; 6.3889
39.198; 57.4836; 0.0728; 6.1069
41.178; 42.7151; 0.0708; 5.8855
43.182; 35.2307; 0.0679; 5.6702
45.18; 30.3714; 0.066; 5.7486
47.58; 28.1332; 0.0656; 5.8149
49.578; 26.4446; 0.0644; 5.8198
51.558; 25.2128; 0.0625; 5.8507
53.778; 23.9923; 0.0631; 5.912
55.758; 23.1454; 0.0626; 5.6471
58.242; 22.6594; 0.0626; 5.2278
60.222; 21.267; 0.0631; 4.9761
62.202; 21.8185; 0.0623; 4.4765
64.2; 20.4576; 0.0635; 3.742
66.18; 21.5744; 0.0652; 3.1452
68.58; 19.655; 0.0657; 2.9339
70.578; 19.4563; 0.0656; 2.7095
72.582; 18.2629; 0.0659; 2.4517
74.58; 17.912; 0.065; 2.1662
76.8; 17.6462; 0.0633; 2.0908
79.218; 18.2303; 0.0633; 1.7431
81.222; 18.5871; 0.0632; 1.2466
83.202; 18.3279; 0.0623; 1.098
85.2; 17.6987; 0.0634; 1.0029
87.198; 17.9248; 0.0623; 0.7301
89.658; 17.882; 0.061; 0.8793
91.638; 16.6553; 0.0597; 0.9651
93.642; 15.8037; 0.0602; 0.8364
95.64; 15.4794; 0.0578; 0.6573
97.62; 14.9282; 0.0578; 0.7992
100.338; 15.1022; 0.0569; 0.3941
102.342; 14.7959; 0.0557; 0.225
104.34; 14.5439; 0.0552; 0.1341
106.338; 14.0588; 0.0547; 0.1044
108.36; 12.7564; 0.0538; -0.4858
110.82; 11.5817; 0.0533; -0.8643
112.842; 11.2896; 0.0521; -1.1067
114.84; 10.6278; 0.0511; -1.4926
116.838; 9.1682; 0.0494; -2.1255
118.842; 7.8257; 0.0485; -2.3662
121.602; 7.5097; 0.048; -2.3285
123.6; 5.9325; 0.0468; -2.5258
125.598; 5.5755; 0.0462; -2.8261
127.602; 3.7882; 0.0458; -2.4089
129.582; 3.4508; 0.045; -2.2453
132.042; 2.2611; 0.0441; -2.3581
134.04; 2.9665; 0.0439; -2.3891
136.02; 2.2189; 0.0425; -2.5474
138.018; 1.0821; 0.0421; -2.8415
140.022; 0.9323; 0.0407; -3.2635
142.482; 1.2161; 0.0404; -3.6196
144.678; 1.5183; 0.0386; -3.7467
146.658; 1.9692; 0.0389; -3.4754
148.638; 1.6716; 0.0383; -3.0478
150.642; 1.4164; 0.0392; -2.1043
153.102; 1.0654; 0.0373; -1.1591
155.1; 1.4273; 0.0387; -0.6729
