Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Fabric;Foam;;;F1A-2-1;Upholstery for passenger seats for trains, not vandalise protected;;ISO 5660;TRANSFEU;;TRANSFEU;1;2012-06-20 12:57:03
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;25;164.79;38.5;;;;;15.19;;917.3;;55.16;0.00943;;2011-06-18;c_EW_F1A-2-1_1;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s))
0;1.589785407;0.430527517
2;2.143449368;0.420881923
4;0.757344371;0.577665402
6;0.848709847;0.713881863
8;0.083389915;1.02738272
10;0.501854359;0.597454433
12;5.27732778;0.348275796
14;34.13237609;0.240467842
16;71.87994739;0.232055529
18;87.38340775;0.262815822
20;94.48564112;0.362730264
22;88.37930838;0.384717234
24;71.87069322;0.465729006
26;56.74064377;0.456866189
28;45.16807911;0.456457674
30;35.38531053;0.425466579
32;28.94904158;0.356221757
34;26.57473441;0.276154804
36;28.24818401;0.344287167
38;35.19797416;0.392737087
40;44.70463606;0.459185144
42;66.9225815;0.477932452
44;84.29660893;0.642543054
46;112.2503207;0.800155328
48;122.9831853;1.356019959
50;130.5324842;1.417979444
52;123.2701774;1.327261757
54;95.36107473;0.967609327
56;73.2543091;0.718446161
58;61.85740008;0.649483465
60;49.55023026;0.56000203
62;38.69284224;0.558215565
64;31.46328087;0.52806739
66;24.61498184;0.548134845
68;19.69328797;0.547243004
70;15.08303412;0.584388644
72;13.69351513;0.574269943
74;10.87609119;0.587243878
76;10.38327645;0.616371948
78;7.787494918;0.634478302
80;7.103890289;0.732946701
82;6.428283342;0.742744861
84;5.352279766;0.720346535
86;4.751387899;0.771225376
88;4.235502369;0.719977766
90;4.344641361;0.709559002
92;3.50830468;0.729223874
94;3.807470689;0.69924059
96;3.25790047;0.689322695
98;2.773685706;0.648244954
100;3.24323039;0.665401832
102;1.496966045;0.668233799
104;1.740982369;0.669878625
106;1.18720398;0.620219441
108;1.309146819;0.591794538
110;0.960348292;0.579668889
112;1.06468115;0.580500831
114;1.653946642;0.580034641
116;0.577178021;0.55001143
118;1.25786804;0.530131991
120;0.468429208;0.52048624
122;1.041953012;0.510770949
124;0.051019365;0.490688526
126;0.599171362;0.489869001
128;0.129592143;0.480802851
130;0.138427659;0.461403218
132;0.40560064;0.481060429
134;-0.368809305;0.550598679
136;0.61306276;0.509387605
138;-0.060635163;0.490435484
140;-0.034365644;0.449872618
142;-0.6206329;0.46049411
144;-0.597749402;0.402989923
146;-0.833225254;0.441510027
148;-1.032719251;0.491451126
150;-0.431167059;0.49220079
152;-0.959673202;0.52086853
154;-0.694240479;0.520818803
156;-0.717066853;0.538663095
158;-0.899904603;0.501433164
160;-0.488811177;0.531497272
162;-1.08438693;0.520860205
164;-1.163000099;0.511008275
166;-2.092840143;0.59866517
168;-1.660743165;0.60068659
170;-1.870009617;0.630048805
172;-1.158059502;0.696573425
174;-1.15035246;0.784671828
176;-0.807622361;0.794708558
178;-0.640896103;0.825640291
180;-0.382070751;0.943033574
182;-0.457941473;1.012160332
184;-0.552275905;1.061294329
186;-0.225900608;1.118425158
188;-0.769162988;1.139963144
190;-1.184878379;1.209215556
192;-1.196511625;1.307671506
194;-0.879340975;1.344072339
196;-0.77006389;1.317051026
198;-0.551521767;1.461871298
200;-0.159362714;1.396080637
202;-0.297915694;1.378999575
204;-0.567777849;1.364171453
206;-1.163203664;1.383402233
208;-0.229863931;1.394101968
210;-0.309863145;1.475202077
212;0.023981056;1.513094107
214;-0.513552379;1.474520165
216;-0.730108073;1.507730142
218;-0.088996929;1.577075424
220;-0.123827943;1.593456285
222;0.650310787;1.640439945
224;-0.439137288;1.655720768
226;-0.034500711;1.742455156
228;-0.193147602;1.681515462
230;-0.211886059;1.823575333
232;-0.004464975;1.767207662
234;-0.286125816;1.876298525
236;0.439913715;1.718734107
238;-0.085833179;1.734944134
240;0.639367082;1.767656616
242;0.961916022;1.840062346
244;0.751780555;1.781152585
246;0.037756961;1.915144856
248;-0.592505022;1.882244847
250;-0.079129999;1.978512653
252;-0.349220335;1.985348085
254;0.363849924;2.050308757
256;-0.020264903;2.147145151
258;0.180066735;2.116688074
260;0.062774819;2.17648537
262;-0.708752246;2.06887618
264;0.33567891;2.103017694
266;-0.369425781;2.063708952
268;0.91623711;2.230664224
270;-0.218228234;2.324686995
272;1.193476314;2.360177916
274;0.120998121;2.257012676
276;0.798904735;2.280663662
278;-0.153650453;2.181929293
280;0.531809691;2.100104029
282;0.083123051;2.065232598
284;0.173087522;1.981864788
286;0.526643412;2.106899337
288;0.615617544;2.10396563
