Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR EPS;Calcium silicate board;;;;;;ISO 5660;EUREFIC;CDK11312_EUREFIC11;;1;2003-08-06 09:38:48
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;54;487;21;119;71;NA;23.2;NA;NA;1552;0.01;25;37
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; 3.24654; -0.0266312; 0
5; -1.61606; -0.0192352; 0
10; -1.60777; 0.00887807; 0
15; 3.19626; 0.0295886; 0
20; -1.60402; 0.0295865; 0
25; -1.60969; 0.0073967; 741.07
30; -1.60636; -0.00147934; 1017.12
35; -1.5982; 0; 1724.26
40; -1.6108; -0.00147934; 1736.32
45; 22.3968; 0.00887604; 1392.57
50; 98.5692; 0.0118345; 1515.98
55; 237.831; 0.0606544; 494.728
60; 415.344; 0.125747; 1283.59
65; 487.414; 0.103557; 2089.82
70; 484.923; 0.112433; 2299.88
75; 447.832; 0.137581; 1929.45
80; 393.608; 0.198236; 1362.95
85; 347.38; 0.245577; 966.958
90; 295.95; 0.177525; 1328.86
95; 249.823; 0.116871; 1737.88
100; 223.234; 0.116871; 1682.18
105; 199.48; 0.102078; 1489.61
110; 158.222; 0.0458608; 3233.24
115; 98.7626; 0.0532578; 2324.17
120; 55.5359; 0.0562167; 1445.51
125; 33.5492; 0.0355039; 767.77
130; 20.778; 0.0162725; 588.092
