Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR EPS;Calcium silicate board;;;;;;ISO 5660;EUREFIC;CDK11503_EUREFIC11;;1;2003-08-06 09:43:23
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;29;119;18;94;69;NA;23.0;NA;NA;1271;0.01;25;37
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; 1.9913; -0.10801; 0
5; -2.7622; 0.0946818; 0
10; -2.74873; 0.0369873; 0
15; -2.75793; 0.0147929; 0
20; 11.4296; 0.0192317; 0
25; 77.0837; -2.03451e-006; 143.137
30; 81.38; 0.0606527; 276.991
35; 65.0803; 0.0562185; 1313.5
40; 56.8607; 0.0310694; 1461.05
45; 57.0703; 0.0473404; 897.273
50; 61.9343; 0.0369832; 1123.81
55; 65.8843; 0.0133138; 3043.06
60; 75.3027; 0.0266301; 1524
65; 75.125; 0.0384628; 1132.74
70; 75.0786; 0.0236674; 1828.51
75; 79.2361; 0.0369832; 1249.72
80; 79.0754; 0.0340286; 1367.43
85; 79.5299; 0.0458608; 975.807
90; 87.9601; 0.0458608; 1054.21
95; 101.411; 0.0340286; 1511.45
100; 101.278; 0.0355036; 1543.4
105; 100.979; 0.0340246; 1636.45
110; 96.967; 0.0443822; 1197.82
115; 105.35; 0.0562144; 947.265
120; 113.966; 0.0443817; 1331.98
125; 118.451; 0.0325495; 1971.34
130; 114.299; 0.0443777; 1418.39
135; 118.024; 0.0562149; 1040.21
140; 118.188; 0.0429026; 1322.67
145; 117.922; 0.0429021; 1349.05
150; 114.291; 0.0547394; 1089.56
155; 113.549; 0.0547348; 1154.27
160; 113.7; 0.0429026; 1344.96
165; 109.452; 0.0458613; 1234.43
170; 109.128; 0.032545; 1680.07
175; 104.753; 0.0458613; 1167.67
180; 105.566; 0.0473404; 1049.59
185; 105.063; 0.0207123; 2479.07
190; 96.1233; 0.0473404; 1014.72
195; 87.6205; 0.0458613; 1069.49
200; 82.8403; 0.0340246; 1328.39
205; 83.214; 0.0369832; 1080.91
210; 74.0369; 0.0251505; 1578.37
215; 74.1435; 0.0281092; 1322.59
220; 69.9347; 0.0162725; 2009.87
