Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR EPS;Calcium silicate board;;;;;;ISO 5660;EUREFIC;CDK11504_EUREFIC11;;1;2003-08-06 09:44:35
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;30;155;20;113;70;NA;22.2;NA;NA;1448;0.01;25;37
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -0.0014182; -0.0680445; 0
5; -4.76082; 0.0443771; 0
10; -4.73934; 0.0502955; 0
15; -4.73865; 0.0251505; 0
20; 4.73198; 0.0177556; 0
25; 33.0952; 0.0044398; 143.137
30; 28.2111; 0.0251465; 515.617
35; 46.5088; 0.0606527; 551.787
40; 69.7282; 0.0325495; 1346.84
45; 83.1705; 0.0340246; 1899.59
50; 87.2455; 0.0443777; 1505.64
55; 109.297; 0.0532598; 1348.92
60; 136.136; 0.0650965; 1131.46
65; 139.62; 0.0517761; 1464.52
70; 143.53; 0.0517766; 1640.99
75; 139.216; 0.0621338; 1458.66
80; 143.585; 0.0724909; 1336.05
85; 142.484; 0.0710119; 1243.23
90; 142.941; 0.0710078; 1299.72
95; 146.774; 0.0739665; 1289.89
100; 142.395; 0.0517807; 1746.01
105; 147.365; 0.0384644; 2441.04
110; 155.397; 0.0739665; 1359.46
115; 150.72; 0.0843241; 1112.35
120; 154.808; 0.0591746; 1790.68
125; 155.4; 0.0606583; 1719.66
130; 146.091; 0.0754496; 1262.56
135; 151.101; 0.0488174; 1908.99
140; 150.8; 0.0621338; 1472.08
145; 146.427; 0.0754501; 1206.53
150; 146.675; 0.0488174; 1864.09
155; 133.329; 0.0650925; 1300.32
160; 120.896; 0.0532603; 1599.75
165; 111.852; 0.041419; 1793.4
170; 98.7383; 0.0562149; 1271.07
175; 90.0872; 0.0429026; 1440.29
180; 80.7789; 0.0473404; 1193.57
185; 63.3749; 0.0251505; 2134.91
190; 59.1588; 0.0147929; 2695.36
