Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Textile wall covering;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000018_EUREFIC3;;1;2003-08-05 13:10:59
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
25;136;200;8.3;45;NA;11.2;7.4;NA;NA;38;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0.702; -0.6001; -1.6847; -0.2938
2.742; -0.3348; -0.7634; -0.6782
4.758; 0.1334; -0.3388; -2.7634
7.302; 1.7465; -0.1455; -6.3257
9.378; 2.2364; -0.044; -41.266
11.382; 3.3607; -0.0174; -172.385
13.722; 3.4251; -0.0024; -150.511
15.702; 1.8623; -0.0006; -103.177
18.18; 1.0994; 0.0057; -67.8459
20.178; -0.3132; 0.0025; 16.6606
22.158; -0.4507; 0.0047; 211.107
24.162; -0.8892; 0.0027; 260.071
26.16; -0.4369; 0.0023; 267.987
28.662; -0.4143; 0.0023; 283.809
33.24; -0.4363; 0.0043; 284.313
35.28; -1.3077; 0.005; 250.957
37.74; -0.4527; 0.0048; 245.501
40.122; -0.4331; 0.0098; 225.224
42.12; -0.5111; 0.0057; 225.625
44.118; -0.699; 0.0114; 210.343
46.122; 0.0489; 0.008; 228.013
48.642; -0.1819; 0.0135; 198.999
50.658; -0.4678; 0.0091; 224.098
54.318; -0.2343; 0.0154; 213.225
56.322; -0.4576; 0.0104; 222.732
58.8; 0.2472; 0.0143; 211.332
60.798; -0.4529; 0.012; 230.165
63.12; -0.3918; 0.0164; 218.915
65.118; -0.2657; 0.01; 225.148
67.122; -0.1837; 0.0131; 213.779
69.618; -0.1116; 0.015; 212.207
71.598; 0.5419; 0.0154; 198.066
73.638; 0.4083; 0.016; 183.661
75.642; 0.9587; 0.0147; 188.164
77.64; 0.5816; 0.018; 196.856
80.202; 0.9212; 0.0124; 206.718
82.242; 0.3125; 0.0139; 195.238
84.24; -0.1663; 0.0128; 202.262
86.562; -0.0588; 0.0224; 186.085
88.542; 0.5767; 0.0174; 180.933
91.062; 0.6187; 0.0211; 166.932
93.06; 0.7596; 0.0214; 180.812
95.058; 0.705; 0.0239; 178.128
97.062; 0.7195; 0.0198; 176.1
99.078; 0.251; 0.0253; 168.773
101.622; 0.0615; 0.0321; 166.535
103.62; -0.1113; 0.0379; 153.512
105.618; -0.3239; 0.0391; 144.742
107.622; -0.5118; 0.0418; 148.008
109.818; 0.1758; 0.0482; 150.9
112.32; -0.6239; 0.0437; 157.878
114.318; -0.4892; 0.0494; 161.655
116.322; -0.1765; 0.049; 167.615
118.302; 0.2326; 0.0531; 167.957
120.3; -0.4021; 0.054; 172.473
122.802; -0.517; 0.0557; 170.749
124.8; 0.3143; 0.0536; 168.67
126.798; 1.1521; 0.0597; 163.85
128.82; 2.2244; 0.069; 144.312
131.178; 17.677; 0.0818; 113.844
135.342; 60.9743; 0.1147; 83.8353
137.322; 116.586; 0.1292; 54.6787
139.32; 142.804; 0.1534; 28.1939
141.342; 164.971; 0.1713; 17.3626
143.94; 181.43; 0.1809; 15.4533
145.938; 191.083; 0.1872; 18.7876
147.918; 195.598; 0.1876; 31.2405
149.922; 199.758; 0.1842; 49.6377
151.938; 183.371; 0.1756; 71.151
154.44; 169.411; 0.167; 93.0502
156.78; 152.364; 0.1533; 113.945
158.778; 135.964; 0.1415; 128.58
160.782; 125.005; 0.1282; 134.413
162.78; 109.132; 0.1166; 127.374
165.3; 91.2372; 0.1066; 116.699
169.218; 70.333; 0.0841; 105.095
171.198; 57.259; 0.0778; 94.8371
173.238; 45.6008; 0.0691; 87.8844
176.418; 38.2091; 0.0652; 86.4094
178.398; 32.0571; 0.0552; 81.9255
180.462; 28.9645; 0.0541; 74.3986
182.742; 27.049; 0.0536; 62.0089
185.28; 26.4853; 0.0516; 47.9326
187.362; 26.1304; 0.0499; 37.385
189.342; 24.9827; 0.0506; 31.0364
191.358; 24.491; 0.0509; 25.9411
193.362; 24.4836; 0.0507; 21.8734
195.9; 25.8509; 0.0509; 19.0216
197.922; 26.1873; 0.0502; 16.5453
199.938; 26.2181; 0.05; 14.6303
202.002; 26.1058; 0.0492; 13.9848
204.378; 27.0753; 0.0477; 14.0022
206.88; 26.6142; 0.0471; 13.7017
208.878; 26.1878; 0.0475; 13.2826
