Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Plywood;;;;;;;ISO 5660;EUREFIC;CS000006_EUREFIC2;;1;2003-07-24 15:05:15
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;26;276;76.5;173;170;64.4;11.9;NA;NA;89;0.01;12;600
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
1.5; 0.3466; 0.0128; 0.8284
3.498; -0.4481; 0.0233; 2.7593
5.982; 0.9268; 0.0233; 2.3937
8.262; 1.0874; 0.0323; 2.9223
10.26; 0.7467; 0.0297; 7.0031
12.258; -0.0066; 0.0312; 14.6628
14.28; 0.1082; 0.0303; 29.2241
16.758; 0.7229; 0.0298; 46.8067
18.762; 1.4545; 0.0316; 64.3757
20.76; 0.1939; 0.0392; 82.119
22.758; -0.5948; 0.0631; 83.8682
24.78; -3.7625; 0.0827; 79.001
27.3; 45.3863; 0.116; 72.7157
29.562; 113.518; 0.153; 65.1242
31.56; 167.461; 0.1745; 54.8413
33.558; 195.369; 0.186; 56.4508
35.562; 211.83; 0.2006; 58.8645
38.04; 222.512; 0.2061; 58.9194
40.038; 231.203; 0.2144; 59.1867
42.042; 232.206; 0.2203; 58.6446
44.022; 235.267; 0.2276; 58.2258
46.002; 245.454; 0.2345; 57.8055
48.48; 255.648; 0.2427; 57.3812
50.46; 259.197; 0.2499; 57.1573
52.722; 262.45; 0.2494; 59.1373
54.72; 271.674; 0.2489; 59.5962
56.718; 276.004; 0.2442; 58.8329
59.16; 270.596; 0.2333; 60.4739
61.158; 260.279; 0.2146; 62.677
63.138; 234.954; 0.2035; 62.5432
65.118; 224.104; 0.1866; 62.9558
67.122; 208.359; 0.1743; 64.5634
69.618; 193.851; 0.1644; 63.0815
71.622; 185.271; 0.1571; 61.7637
73.62; 176.017; 0.1551; 60.6235
75.858; 173.061; 0.156; 60.1761
77.862; 171.932; 0.1577; 59.9072
80.298; 172.236; 0.1603; 60.3621
82.302; 172.689; 0.1658; 60.5142
84.282; 176.751; 0.1703; 62.813
86.262; 182.126; 0.1752; 65.0759
88.26; 188.909; 0.1795; 66.4273
90.762; 195.974; 0.182; 69.5804
92.742; 198.794; 0.1816; 70.353
94.74; 191.622; 0.1794; 67.8857
97.038; 185.074; 0.1765; 65.2889
99.042; 178.919; 0.1718; 63.8465
101.58; 169.529; 0.1683; 60.8919
104.1; 164.003; 0.1504; 59.6457
106.782; 157.373; 0.1536; 59.5405
109.74; 156.944; 0.1509; 58.8264
113.262; 153.175; 0.1433; 55.8771
116.022; 153.003; 0.1395; 52.2931
119.022; 154.938; 0.1396; 50.6281
122.178; 157.378; 0.1461; 49.7822
125.16; 155.322; 0.1376; 48.5803
128.34; 153.105; 0.1408; 49.026
130.398; 152.931; 0.1417; 50.2599
132.918; 151.693; 0.1455; 49.2878
134.982; 152.107; 0.1478; 48.6142
136.98; 156.562; 0.1485; 49.3495
139.02; 159.394; 0.1501; 49.7357
141.078; 161.278; 0.1569; 51.4334
143.64; 159.969; 0.1633; 55.6423
145.68; 163.795; 0.1507; 58.7411
147.678; 168.751; 0.1566; 59.8978
150.342; 167.485; 0.1552; 61.7891
154.38; 168.003; 0.1541; 60.5193
156.522; 163.198; 0.1401; 56.3502
158.598; 156.765; 0.1406; 52.2683
160.662; 151.808; 0.1368; 48.5182
163.158; 149.273; 0.1343; 44.2473
165.258; 142.004; 0.1307; 41.9921
167.358; 139.349; 0.1291; 41.1924
169.398; 137.359; 0.1315; 39.264
171.462; 135.182; 0.1278; 40.0017
174.018; 136.261; 0.138; 40.8072
176.838; 136.3; 0.126; 42.2936
179.88; 134.011; 0.1307; 43.2269
182.178; 135.836; 0.1261; 46.0805
185.538; 134.22; 0.138; 48.7111
188.202; 137.03; 0.1257; 51.6005
