Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
FR particle board;;;;;;;ISO 5660;EUREFIC;Type B1, EUREFIC6;;1;2003-08-06 09:49:04
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
50;21;152;8.6;45;33;NA;4.6;NA;NA;85;0.01;16;628
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
0; -1.28038; -0.0651072; 0
5; 3.80757; 0.00148163; 0
10; 29.0792; 0.0177521; 0
15; 94.1309; 0.0295863; 0
20; 148.441; 0.0887639; 187.297
25; 151.861; 0.147937; 12.2643
30; 140.159; 0.164209; 1.69864
35; 125.955; 0.150898; 21.708
40; 112.287; 0.143499; 16.541
45; 102.643; 0.122788; 18.2603
50; 93.946; 0.112435; 14.6436
55; 79.9636; 0.130185; 4.3789
60; 80.2233; 0.0961584; 2.39344
65; 65.9036; 0.0754476; -0.313195
70; 51.8487; 0.090243; 9.83668
75; 32.7723; 0.0887634; 11.6132
80; 18.3136; 0.0917226; 41.7737
85; 23.353; 0.0695282; 177.17
90; 13.5772; 0.0591751; 296.408
95; 18.5031; 0.0724915; 96.9074
100; 13.6711; 0.0695282; 170.635
105; 8.68007; 0.0813655; 137.735
110; 13.6503; 0.0828446; 136.878
115; 13.6327; 0.0576955; 165.231
120; 8.67823; 0.0724909; 131.295
125; 13.6115; 0.0724909; 111.02
130; 23.6232; 0.0576955; 146.281
135; 23.5788; 0.0828446; 106.531
140; 23.5637; 0.081365; 104.697
145; 13.6611; 0.0695323; 140.99
150; 13.6982; 0.0710119; 126.101
155; 13.608; 0.0695282; 131.595
160; 18.6731; 0.0813655; 112.417
165; 18.5809; 0.0798859; 116.852
170; 13.5891; 0.081365; 113.565
175; 13.6532; 0.0695323; 139.124
180; 18.6258; 0.0695323; 140.357
185; 13.6816; 0.0828446; 96.9565
190; 23.5031; 0.0695282; 128.738
195; 13.6373; 0.0710119; 119.386
200; 18.5685; 0.0710119; 129.219
